fuel_type,transmission,owner,kilometers_driven,new_price,price
CNG,Automatic,Second,96597,12.01,5.42
CNG,Manual,Second,19927,9.85,15.81
CNG,Automatic,First,165666,15.07,23.78
CNG,Automatic,Second,113780,17.18,11.75
CNG,Manual,Second,77616,20.5,6.9
CNG,Automatic,Third,60013,30.97,7.52
CNG,Manual,Second,36140,19.82,5.54
CNG,Manual,First,121361,34.04,17.42
CNG,Manual,First,100385,29.11,8.7
CNG,Manual,Fourth & Above,159762,34.14,4.7
CNG,Automatic,First,189921,9.0,21.57
CNG,Automatic,Second,113844,8.47,24.37
CNG,Manual,Second,39793,11.75,21.06
CNG,Automatic,Second,29627,9.76,14.81
CNG,Automatic,Third,116719,18.28,21.93
CNG,Manual,Fourth & Above,117449,24.15,3.84
CNG,Manual,Second,112828,19.78,19.27
CNG,Manual,Second,82095,17.62,4.3
CNG,Automatic,First,176964,20.02,13.2
CNG,Automatic,Fourth & Above,87606,20.11,9.67
CNG,Automatic,Second,10924,30.54,5.37
CNG,Manual,Fourth & Above,81042,25.0,22.69
CNG,Manual,First,56418,21.2,20.19
CNG,Manual,Second,127358,10.69,8.73
CNG,Manual,Third,107628,26.24,19.59
CNG,Manual,Fourth & Above,86946,10.37,7.61
CNG,Manual,Second,95058,26.44,21.29
CNG,Automatic,Fourth & Above,150167,23.67,10.65
CNG,Manual,Third,18531,15.2,17.67
CNG,Manual,First,47038,28.59,16.85
CNG,Automatic,Third,52674,20.05,23.12
CNG,Automatic,First,193791,20.12,14.99
CNG,Automatic,Fourth & Above,66652,29.82,20.2
CNG,Automatic,Third,75524,11.53,14.73
CNG,Manual,Fourth & Above,45081,11.16,18.22
CNG,Manual,First,122651,28.47,15.23
CNG,Manual,Third,40063,15.49,4.73
CNG,Manual,Fourth & Above,123604,17.84,4.76
CNG,Manual,First,168744,20.68,15.1
CNG,Manual,Third,62413,11.85,12.41
CNG,Manual,Third,123978,15.54,16.89
CNG,Manual,Second,169163,33.15,5.14
CNG,Automatic,Second,105386,18.84,23.75
CNG,Automatic,Fourth & Above,90863,14.02,18.56
CNG,Automatic,Fourth & Above,42230,32.01,3.76
CNG,Automatic,Fourth & Above,189736,23.49,4.72
CNG,Automatic,Third,94817,29.57,4.57
CNG,Automatic,Third,190718,21.22,2.78
CNG,Manual,Third,104242,21.88,20.68
CNG,Automatic,Third,90428,21.58,24.88
CNG,Automatic,Fourth & Above,186832,33.14,21.47
CNG,Automatic,First,54306,29.6,8.35
CNG,Automatic,Third,197428,13.4,17.63
CNG,Manual,First,186421,14.06,7.99
CNG,Manual,First,136796,17.53,19.31
CNG,Manual,Second,91533,25.42,10.41
CNG,Manual,Fourth & Above,143959,9.16,21.19
CNG,Automatic,Fourth & Above,81576,20.52,9.57
CNG,Automatic,Second,145830,17.12,10.85
CNG,Manual,Second,137039,16.56,15.28
CNG,Manual,First,142447,11.32,5.54
CNG,Manual,First,13729,17.28,19.78
CNG,Automatic,Second,108162,33.59,8.22
CNG,Automatic,Second,11073,21.54,6.4
CNG,Manual,Second,78116,14.59,10.24
CNG,Manual,Second,58940,22.19,15.72
CNG,Automatic,Second,188276,16.66,24.44
CNG,Automatic,Fourth & Above,147844,29.92,20.63
CNG,Manual,Fourth & Above,171304,26.92,24.48
CNG,Manual,Second,12881,25.17,21.22
CNG,Automatic,Second,146694,11.47,20.45
CNG,Automatic,Third,55201,30.64,2.74
CNG,Automatic,First,73212,17.78,13.02
CNG,Automatic,Second,192700,26.89,17.75
CNG,Automatic,First,71360,15.92,23.45
CNG,Manual,Second,137466,9.89,17.92
CNG,Manual,Second,153704,24.25,13.54
CNG,Manual,Second,75756,15.48,21.94
CNG,Manual,Third,148421,15.6,10.66
CNG,Automatic,Fourth & Above,81154,10.1,15.2
CNG,Automatic,First,183696,26.88,8.05
CNG,Manual,Fourth & Above,93791,26.75,10.13
CNG,Automatic,Fourth & Above,142534,11.31,12.61
CNG,Manual,First,91788,31.94,18.02
CNG,Manual,Third,181653,8.65,14.4
CNG,Automatic,Second,147263,22.21,5.66
CNG,Automatic,Third,76727,32.08,19.44
CNG,Manual,Third,165234,10.08,15.53
CNG,Automatic,First,180062,19.23,8.64
CNG,Automatic,Fourth & Above,19873,12.65,10.91
CNG,Automatic,First,177516,11.13,16.42
CNG,Manual,First,15033,10.17,6.3
CNG,Manual,Second,10066,15.62,23.38
CNG,Manual,Fourth & Above,69658,20.07,24.69
CNG,Automatic,Second,119028,12.68,9.03
CNG,Manual,Fourth & Above,21772,15.71,10.4
CNG,Automatic,Third,168849,34.58,4.29
CNG,Manual,Fourth & Above,173639,23.04,9.05
CNG,Automatic,Third,158246,25.85,13.52
CNG,Automatic,Third,158630,24.05,7.05
CNG,Manual,Fourth & Above,17601,18.37,3.81
CNG,Manual,Third,107462,11.64,6.58
CNG,Manual,First,186336,22.0,23.63
CNG,Manual,Second,169094,34.3,10.93
CNG,Manual,Second,54130,23.17,7.76
CNG,Automatic,Second,166863,26.87,18.71
CNG,Manual,Fourth & Above,100436,32.41,6.77
CNG,Manual,Second,180939,15.41,16.87
CNG,Automatic,Third,14239,20.38,23.57
CNG,Manual,Fourth & Above,30863,28.75,14.17
CNG,Manual,Fourth & Above,61415,23.97,2.23
CNG,Manual,Second,15586,31.94,8.27
CNG,Automatic,Second,30711,31.43,21.23
CNG,Automatic,Fourth & Above,46561,33.49,4.96
CNG,Automatic,First,11577,21.97,2.79
CNG,Manual,First,82227,20.08,7.71
CNG,Automatic,Second,71957,27.08,6.3
CNG,Manual,Fourth & Above,160653,29.56,16.76
CNG,Manual,Fourth & Above,11462,12.08,5.17
CNG,Manual,Fourth & Above,23386,27.02,12.29
CNG,Automatic,Third,164546,27.96,2.51
CNG,Automatic,First,145994,27.78,16.68
CNG,Automatic,Fourth & Above,62335,28.49,22.97
CNG,Manual,Second,62949,9.83,10.73
CNG,Manual,Second,156312,34.92,9.2
CNG,Manual,First,112272,29.07,15.11
CNG,Automatic,Third,12716,15.85,16.91
CNG,Manual,Fourth & Above,157646,15.5,17.59
CNG,Automatic,First,84694,26.96,2.46
CNG,Automatic,Second,80474,19.72,4.65
CNG,Automatic,First,126944,10.5,17.72
CNG,Automatic,Second,103922,19.62,8.45
CNG,Manual,Third,155631,29.76,9.57
CNG,Manual,Fourth & Above,174211,11.53,15.14
CNG,Automatic,First,60492,20.47,16.99
CNG,Automatic,Second,120195,30.78,23.19
CNG,Manual,Fourth & Above,129501,19.51,20.63
CNG,Manual,Fourth & Above,131635,34.19,6.55
CNG,Automatic,Fourth & Above,63634,33.25,17.34
CNG,Automatic,Third,77443,19.0,17.55
CNG,Automatic,First,39424,23.24,7.31
CNG,Automatic,Third,98844,29.41,20.19
CNG,Automatic,Second,124012,34.69,22.6
CNG,Manual,Third,164721,24.25,17.0
CNG,Manual,Third,93981,12.17,20.54
CNG,Automatic,Second,157032,8.16,17.14
CNG,Automatic,First,147521,19.99,11.3
CNG,Automatic,Fourth & Above,29065,9.74,14.74
CNG,Automatic,First,150202,20.43,14.67
CNG,Manual,Third,99360,20.98,19.72
CNG,Manual,Second,72287,23.14,10.53
CNG,Automatic,Second,192774,30.08,18.8
CNG,Automatic,Fourth & Above,178065,26.68,11.45
CNG,Automatic,First,98388,27.72,19.66
CNG,Automatic,Third,99156,14.14,22.6
CNG,Manual,Second,19637,27.91,10.83
CNG,Automatic,Second,53258,20.16,19.73
CNG,Automatic,First,36950,21.99,14.89
CNG,Automatic,Third,137870,30.02,22.77
CNG,Manual,First,53066,32.04,19.69
CNG,Manual,Third,135211,15.5,18.78
CNG,Automatic,First,20345,13.07,6.76
CNG,Automatic,Third,38899,28.29,2.19
CNG,Manual,Third,145639,11.68,20.39
CNG,Automatic,Third,56032,27.03,14.09
CNG,Manual,First,43686,17.72,8.72
CNG,Manual,Third,143881,11.7,3.49
CNG,Automatic,Third,52818,29.41,9.98
CNG,Manual,Third,110422,22.76,6.79
CNG,Automatic,Fourth & Above,104000,19.64,13.58
Petrol,Manual,Fourth & Above,28782,29.51,21.27
Petrol,Automatic,Third,87963,27.2,11.34
Petrol,Manual,Second,131987,16.2,2.72
Petrol,Automatic,First,161426,22.36,18.56
Petrol,Automatic,Fourth & Above,87525,9.81,20.21
Petrol,Automatic,First,187011,29.07,22.11
Petrol,Manual,Second,114188,16.7,6.72
Petrol,Manual,Third,75785,14.05,23.06
Petrol,Automatic,Fourth & Above,26260,31.35,17.36
Petrol,Automatic,Fourth & Above,115583,9.16,7.81
Petrol,Manual,Fourth & Above,55927,23.99,6.8
Petrol,Automatic,First,151449,16.4,2.56
Petrol,Manual,Second,63592,16.66,16.04
Petrol,Automatic,Fourth & Above,43776,24.82,24.85
Petrol,Automatic,Second,144855,21.35,17.61
Petrol,Manual,Third,145370,18.31,4.49
Petrol,Manual,Fourth & Above,80204,22.68,16.74
Petrol,Automatic,Second,110356,11.44,22.68
Petrol,Automatic,Third,70652,9.97,13.72
Petrol,Manual,Fourth & Above,175556,18.21,11.28
Petrol,Automatic,Third,161388,17.03,15.22
Petrol,Automatic,First,12866,22.17,17.51
Petrol,Manual,First,14006,17.27,3.57
Petrol,Manual,First,175465,20.42,11.61
Petrol,Automatic,Second,105676,25.63,17.22
Petrol,Manual,Fourth & Above,41417,8.27,9.97
Petrol,Manual,Fourth & Above,159888,21.38,19.03
Petrol,Manual,Second,39432,8.48,21.83
Petrol,Automatic,First,189689,17.04,9.94
Petrol,Automatic,Second,84960,13.69,4.73
Petrol,Automatic,Fourth & Above,53618,17.06,4.6
Petrol,Automatic,Second,130592,19.27,8.65
Petrol,Automatic,Fourth & Above,127509,14.92,23.45
Petrol,Automatic,Second,71602,33.12,18.26
Petrol,Automatic,Fourth & Above,193804,13.73,19.32
Petrol,Manual,Second,109319,23.47,5.55
Petrol,Manual,Fourth & Above,139593,16.19,7.21
Petrol,Automatic,Second,165438,23.64,20.3
Petrol,Automatic,First,54036,24.67,16.53
Petrol,Manual,Third,158441,18.94,9.31
Petrol,Automatic,First,171215,26.73,7.28
Petrol,Manual,Third,139036,14.92,19.81
Petrol,Manual,Second,63822,34.56,18.94
Petrol,Manual,First,156158,17.78,11.74
Petrol,Manual,First,158459,16.6,23.24
Petrol,Manual,Second,168114,32.16,3.68
Petrol,Automatic,Second,56999,21.84,7.67
Petrol,Automatic,First,72780,27.23,20.47
Petrol,Automatic,Third,32908,19.41,16.08
Petrol,Automatic,Second,110260,27.04,11.01
Petrol,Manual,First,188173,24.14,14.73
Petrol,Automatic,Third,79443,8.4,21.47
Petrol,Manual,Third,186298,11.46,7.9
Petrol,Automatic,First,177415,28.1,13.03
Petrol,Manual,Fourth & Above,48084,10.54,19.85
Petrol,Manual,Second,157878,16.55,8.09
Petrol,Automatic,Second,67221,23.62,17.59
Petrol,Manual,Fourth & Above,127229,16.89,5.89
Petrol,Manual,Third,49531,10.56,12.73
Petrol,Manual,First,103078,30.98,10.72
Petrol,Manual,Fourth & Above,160673,27.75,12.73
Petrol,Automatic,Fourth & Above,60599,22.16,7.91
Petrol,Manual,Fourth & Above,82055,11.92,9.42
Petrol,Manual,Third,112266,29.56,3.55
Petrol,Automatic,Second,121426,21.02,15.92
Petrol,Automatic,First,144794,29.15,16.24
Petrol,Manual,Third,181103,18.64,2.9
Petrol,Automatic,Fourth & Above,174648,10.14,5.07
Petrol,Manual,First,190100,8.5,13.75
Petrol,Automatic,Fourth & Above,69807,30.46,3.89
Petrol,Automatic,Third,59877,12.72,16.18
Petrol,Manual,First,94726,28.32,17.95
Petrol,Automatic,First,168458,8.83,9.42
Petrol,Manual,Third,23704,9.22,8.89
Petrol,Manual,Fourth & Above,100710,34.37,7.57
Petrol,Automatic,Third,72993,27.97,12.05
Petrol,Automatic,Second,60258,33.6,20.2
Petrol,Automatic,Fourth & Above,157580,14.07,16.91
Petrol,Automatic,Fourth & Above,123710,21.38,5.86
Petrol,Manual,First,45699,28.83,21.27
Petrol,Automatic,Second,56806,32.0,2.94
Petrol,Automatic,Third,87853,15.29,3.79
Petrol,Manual,Second,120966,25.08,15.75
Petrol,Manual,First,147854,14.27,19.94
Petrol,Manual,Fourth & Above,118297,18.18,16.37
Petrol,Automatic,Second,168598,8.5,11.91
Petrol,Manual,First,57947,33.57,8.65
Petrol,Manual,Fourth & Above,166625,9.73,22.44
Petrol,Automatic,Fourth & Above,113754,22.56,17.4
Petrol,Automatic,First,196098,17.62,22.24
Petrol,Automatic,Third,125700,14.87,10.63
Petrol,Manual,Fourth & Above,11881,25.16,2.28
Petrol,Manual,Fourth & Above,51198,11.64,24.22
Petrol,Manual,Second,49553,12.97,18.11
Petrol,Automatic,Second,126590,9.18,21.11
Petrol,Manual,Second,159515,28.84,6.6
Petrol,Automatic,Third,157596,9.04,24.39
Petrol,Automatic,Second,126477,18.85,10.05
Petrol,Manual,Third,59241,26.23,2.13
Petrol,Manual,Second,32927,10.83,11.05
Petrol,Manual,Third,136244,26.17,9.51
Petrol,Automatic,Third,186355,30.05,13.44
Petrol,Automatic,Fourth & Above,91326,13.3,5.41
Petrol,Automatic,Third,63311,34.98,23.88
Petrol,Automatic,Fourth & Above,14926,33.97,16.37
Petrol,Manual,Second,51743,18.94,7.97
Petrol,Automatic,Third,140193,13.69,14.68
Petrol,Manual,First,74140,12.73,24.1
Petrol,Manual,Third,105598,11.56,2.09
Petrol,Automatic,First,154933,26.04,14.26
Petrol,Automatic,Fourth & Above,73928,29.39,8.99
Petrol,Automatic,First,64460,20.99,8.1
Petrol,Automatic,First,36206,32.93,14.8
Petrol,Automatic,First,116511,23.97,10.64
Petrol,Automatic,Third,185982,17.49,21.0
Petrol,Automatic,Fourth & Above,199323,34.51,11.65
Petrol,Automatic,First,93291,13.05,15.05
Petrol,Automatic,Fourth & Above,162961,30.44,22.04
Petrol,Automatic,First,189971,18.66,23.31
Petrol,Automatic,Fourth & Above,151842,28.09,20.34
Petrol,Manual,Second,180393,32.22,16.8
Petrol,Manual,Third,56250,12.69,15.68
Petrol,Manual,Fourth & Above,114940,10.5,9.51
Petrol,Manual,First,190418,11.79,12.44
Petrol,Automatic,Second,25216,19.11,6.64
Petrol,Automatic,Third,94149,12.29,21.76
Petrol,Automatic,Fourth & Above,25029,27.02,12.46
Petrol,Manual,Third,68741,26.6,18.09
Petrol,Manual,Fourth & Above,39092,30.56,23.08
Petrol,Automatic,First,158725,28.39,8.88
Petrol,Automatic,Third,171050,32.77,9.15
Petrol,Manual,Third,64745,11.8,7.17
Petrol,Automatic,Third,15543,34.83,3.84
Petrol,Automatic,Third,31067,14.5,10.6
Petrol,Manual,Third,163263,20.59,10.29
Petrol,Automatic,Second,58803,32.08,22.07
Petrol,Automatic,First,17452,9.94,22.61
Petrol,Automatic,First,172971,20.58,24.55
Petrol,Automatic,Third,121462,21.21,9.61
Petrol,Automatic,Fourth & Above,99745,15.22,6.45
Petrol,Manual,First,146319,9.86,3.14
Petrol,Manual,Fourth & Above,89267,33.44,8.81
Petrol,Manual,First,184718,21.24,9.05
Petrol,Automatic,Third,117615,22.56,14.08
Petrol,Automatic,First,37564,11.57,24.81
Petrol,Manual,Second,140499,27.46,17.47
Petrol,Manual,Third,86436,9.31,20.04
Petrol,Automatic,Second,199327,14.06,5.01
Petrol,Automatic,Third,43377,28.07,15.15
Petrol,Manual,Second,141936,28.77,17.74
Petrol,Manual,Fourth & Above,154738,26.59,7.37
Petrol,Automatic,Fourth & Above,133664,28.02,13.26
Petrol,Automatic,Fourth & Above,91845,22.49,13.39
Petrol,Automatic,First,58924,34.81,16.94
Petrol,Manual,First,25960,32.24,19.88
Petrol,Manual,First,83290,12.66,24.69
Petrol,Automatic,Second,14042,33.65,22.1
Petrol,Automatic,Third,115058,8.94,11.65
Petrol,Automatic,Third,95886,21.73,3.81
Petrol,Automatic,Second,167753,19.08,8.6
Petrol,Automatic,First,104913,33.38,4.2
Petrol,Automatic,Third,104108,18.32,5.79
Petrol,Manual,Third,188363,11.28,24.47
Petrol,Manual,Second,157698,8.38,7.63
Petrol,Manual,Fourth & Above,148202,12.37,3.6
Petrol,Automatic,Fourth & Above,158955,24.78,21.55
Petrol,Automatic,First,119767,23.65,18.53
Petrol,Manual,First,27241,8.32,12.01
Petrol,Automatic,First,164226,17.45,23.43
Petrol,Manual,Fourth & Above,154403,19.25,7.02
Petrol,Automatic,Fourth & Above,196806,15.39,22.31
Petrol,Automatic,Second,70197,25.11,12.13
Petrol,Manual,Third,94577,23.36,22.42
Petrol,Automatic,Fourth & Above,110211,14.42,21.46
Petrol,Automatic,Fourth & Above,190066,32.81,19.29
Petrol,Manual,Third,93886,17.49,24.71
Petrol,Manual,Second,161818,24.81,18.0
Petrol,Manual,Fourth & Above,177477,11.24,3.15
Petrol,Manual,First,25989,32.61,16.03
Petrol,Automatic,First,89878,30.54,4.13
Petrol,Manual,Fourth & Above,145705,15.32,13.67
Petrol,Manual,Third,56546,8.28,7.09
Petrol,Automatic,First,17008,25.18,9.53
Petrol,Automatic,Fourth & Above,58291,18.63,7.02
Petrol,Automatic,Third,161899,23.08,24.17
Petrol,Automatic,First,43040,8.84,23.41
Petrol,Manual,Second,70354,20.46,15.11
Petrol,Manual,Second,182275,34.54,21.08
Petrol,Manual,Second,21350,8.03,18.72
Petrol,Manual,Fourth & Above,183904,18.8,13.82
Petrol,Manual,First,169441,8.92,10.36
Petrol,Manual,Second,27576,22.74,8.87
Petrol,Automatic,First,170073,17.13,14.49
Petrol,Manual,First,10390,24.03,8.36
Petrol,Automatic,Third,55436,13.62,24.42
Petrol,Manual,First,21569,16.74,7.95
Petrol,Manual,Fourth & Above,15867,28.5,15.49
Petrol,Manual,Second,158099,19.78,6.56
Petrol,Automatic,First,73965,26.74,16.44
Petrol,Manual,Fourth & Above,106444,25.11,2.42
Petrol,Automatic,First,153314,9.28,11.89
Petrol,Manual,First,129963,32.43,24.47
Petrol,Automatic,Second,168223,14.05,15.82
Petrol,Manual,Second,84286,14.86,6.47
Petrol,Manual,Third,146109,9.05,12.89
Petrol,Manual,First,46483,15.98,15.63
Petrol,Manual,Second,148442,20.78,12.88
Petrol,Manual,Second,38926,25.94,24.6
Petrol,Automatic,Third,109782,11.53,10.65
Petrol,Manual,Fourth & Above,184462,31.24,16.12
Petrol,Automatic,Second,85609,26.48,8.7
Petrol,Automatic,Fourth & Above,17211,28.69,20.24
Petrol,Manual,Fourth & Above,86382,26.6,3.8
Petrol,Automatic,First,149005,32.94,16.38
Petrol,Manual,Second,133723,11.12,24.01
Petrol,Automatic,Fourth & Above,165918,13.0,20.46
Petrol,Automatic,Third,163267,18.91,4.91
Petrol,Manual,Fourth & Above,15606,25.65,9.97
Petrol,Manual,Fourth & Above,145028,8.51,9.8
Petrol,Manual,Fourth & Above,167419,17.74,23.43
Petrol,Automatic,Fourth & Above,59056,28.32,5.21
Petrol,Automatic,Third,37843,23.06,18.79
Petrol,Manual,First,72320,14.85,14.22
Petrol,Manual,Third,180588,13.91,11.79
Petrol,Automatic,First,114186,27.12,16.37
Petrol,Automatic,Third,81334,16.46,13.54
Petrol,Manual,First,22720,17.44,3.65
Petrol,Manual,Second,87242,11.42,11.79
Petrol,Automatic,First,116438,19.46,21.8
Petrol,Manual,Fourth & Above,61322,9.44,22.9
Petrol,Automatic,First,100140,30.82,17.4
Petrol,Manual,Third,39831,10.15,16.1
Petrol,Manual,Second,70610,17.99,9.47
Petrol,Manual,First,63051,16.91,22.27
Petrol,Manual,Third,19837,33.91,17.68
Petrol,Manual,Third,177896,27.04,21.08
Petrol,Automatic,First,167371,30.31,15.88
Petrol,Automatic,Second,79453,22.1,9.17
Petrol,Manual,Second,60971,16.62,3.15
Petrol,Automatic,First,159682,25.42,24.33
Petrol,Manual,Second,142151,30.91,22.32
Petrol,Automatic,Fourth & Above,187823,30.41,4.61
Petrol,Automatic,First,196504,30.22,4.97
Petrol,Automatic,Third,172023,22.59,16.56
Petrol,Automatic,Fourth & Above,135659,34.68,16.55
Petrol,Automatic,Fourth & Above,94573,26.24,10.18
Petrol,Automatic,Second,55203,33.47,9.15
Petrol,Automatic,First,166497,26.62,14.49
Petrol,Automatic,Second,80219,34.06,5.57
Petrol,Automatic,First,79322,34.93,16.17
Petrol,Automatic,First,31650,16.75,20.16
Petrol,Automatic,Fourth & Above,150262,31.75,6.46
Petrol,Automatic,Second,31042,17.76,11.54
Petrol,Automatic,First,147941,12.7,9.39
Petrol,Automatic,Third,115973,29.71,24.08
Petrol,Automatic,Second,196443,18.89,14.96
Petrol,Automatic,First,38379,21.7,19.17
Petrol,Manual,First,130667,29.71,14.88
Petrol,Automatic,First,144034,27.24,16.52
Petrol,Automatic,First,154923,17.93,7.57
Petrol,Automatic,Fourth & Above,127626,17.09,11.95
Petrol,Manual,First,135180,23.57,22.34
Petrol,Manual,Fourth & Above,15730,11.22,12.94
Petrol,Manual,Third,32837,17.16,14.59
Petrol,Automatic,Fourth & Above,156069,20.2,14.5
Petrol,Automatic,Third,30923,20.48,6.78
Petrol,Manual,Third,70973,24.55,6.02
Petrol,Manual,Third,52422,11.29,5.45
Petrol,Manual,First,20304,22.16,10.54
Petrol,Manual,Third,40341,14.01,18.22
Petrol,Manual,Second,172730,17.06,11.61
Petrol,Automatic,Fourth & Above,106870,22.05,14.18
Petrol,Manual,Second,44650,17.89,23.72
Petrol,Automatic,Third,113889,32.42,8.25
Petrol,Manual,Fourth & Above,158137,16.25,7.83
Petrol,Manual,Second,31638,21.38,10.2
Petrol,Manual,Second,39320,17.6,22.3
Petrol,Manual,Second,44924,27.98,8.83
Petrol,Automatic,Second,181806,21.77,20.94
Petrol,Automatic,Second,12159,31.3,19.44
Petrol,Automatic,Second,89436,22.27,8.31
Petrol,Automatic,Fourth & Above,153093,20.95,21.84
Petrol,Automatic,First,77163,28.49,4.94
Petrol,Manual,Fourth & Above,61137,12.08,6.93
Petrol,Automatic,First,115468,16.59,20.96
Petrol,Manual,Fourth & Above,97980,26.99,10.62
Petrol,Manual,Second,69251,31.1,3.05
Petrol,Automatic,Third,82572,30.44,9.92
Petrol,Manual,Third,49255,29.57,4.02
Petrol,Manual,Third,60210,13.87,18.76
Petrol,Manual,Fourth & Above,135629,33.08,15.04
Petrol,Automatic,Fourth & Above,32499,16.29,6.52
Petrol,Manual,Third,66344,20.15,23.27
Petrol,Manual,Second,194847,23.76,21.5
Petrol,Automatic,Second,165371,28.74,20.6
Petrol,Manual,Third,189047,30.57,7.42
Petrol,Automatic,First,91441,21.63,9.84
Petrol,Automatic,First,24175,18.34,13.74
Petrol,Automatic,Third,76537,14.81,23.27
Petrol,Automatic,First,33283,33.68,11.98
Petrol,Automatic,Fourth & Above,96971,28.58,3.91
Petrol,Manual,Fourth & Above,40734,29.97,16.78
Petrol,Manual,Second,10515,18.28,18.18
Petrol,Automatic,Second,81833,9.18,20.5
Petrol,Automatic,Third,83870,33.68,3.35
Petrol,Automatic,Second,106502,28.2,21.17
Petrol,Manual,Third,176412,23.63,14.73
Petrol,Automatic,First,115219,17.84,24.11
Petrol,Manual,Fourth & Above,119756,28.21,21.96
Petrol,Automatic,First,125828,10.65,11.07
Petrol,Manual,Second,99385,31.35,11.13
Petrol,Manual,Fourth & Above,22940,12.54,9.28
Petrol,Manual,First,128027,11.17,24.23
Petrol,Manual,First,26932,12.85,5.52
Petrol,Manual,First,197899,34.2,19.08
Petrol,Manual,First,34648,22.89,10.2
Petrol,Automatic,First,112892,28.74,19.52
Petrol,Automatic,Third,82833,12.44,18.01
Petrol,Manual,Second,122341,29.74,11.96
Petrol,Manual,First,141965,31.73,8.25
Petrol,Automatic,Third,70430,34.85,11.17
Petrol,Manual,First,41186,19.59,24.79
Petrol,Manual,Fourth & Above,174870,31.45,6.24
Petrol,Automatic,Fourth & Above,158369,33.81,24.69
Petrol,Manual,Fourth & Above,81894,21.89,11.94
Petrol,Manual,Third,65192,34.04,24.3
Petrol,Automatic,Third,86106,13.27,23.44
Petrol,Automatic,Fourth & Above,101319,30.85,23.73
Petrol,Automatic,Fourth & Above,52771,20.14,17.0
Petrol,Automatic,First,10463,12.33,6.08
Petrol,Automatic,First,32504,17.26,4.9
Petrol,Automatic,First,130494,14.54,7.65
Petrol,Automatic,Fourth & Above,181277,31.69,21.14
Petrol,Automatic,Second,21516,29.25,17.63
Petrol,Automatic,Second,39086,34.98,2.89
Petrol,Manual,Fourth & Above,48737,10.64,7.7
Petrol,Automatic,Third,80990,22.22,24.64
Petrol,Automatic,Fourth & Above,47425,8.83,8.79
Petrol,Automatic,Second,184326,32.97,10.37
Petrol,Manual,Third,188734,17.86,12.28
Petrol,Manual,First,51505,24.91,7.29
Petrol,Manual,Second,112478,30.35,13.01
Petrol,Automatic,Third,146668,26.94,16.45
Petrol,Automatic,Second,128686,20.27,14.36
Petrol,Automatic,Third,31029,14.51,7.35
Petrol,Automatic,Fourth & Above,124010,15.42,20.7
Petrol,Automatic,Fourth & Above,154740,26.9,14.19
Petrol,Manual,Second,136519,20.73,3.83
Petrol,Automatic,Fourth & Above,152429,11.21,13.36
Petrol,Automatic,Second,61796,33.88,22.07
Petrol,Manual,Fourth & Above,25804,33.89,22.16
Petrol,Manual,First,39670,33.85,15.01
Petrol,Manual,First,169379,10.75,10.15
Petrol,Automatic,Third,57922,19.2,23.88
Petrol,Automatic,First,103348,31.13,16.66
Petrol,Manual,First,89335,27.49,20.12
Petrol,Automatic,Fourth & Above,36312,31.87,18.09
Petrol,Manual,Second,140744,11.52,3.64
Petrol,Manual,Fourth & Above,181349,23.31,18.15
Petrol,Manual,First,41551,14.56,12.97
Petrol,Automatic,Second,186284,10.76,18.44
Petrol,Automatic,Second,150896,31.13,6.71
Petrol,Manual,Second,10215,26.52,8.35
Petrol,Manual,First,43896,15.05,10.67
Petrol,Automatic,Third,38229,17.99,19.45
Petrol,Manual,First,81537,16.84,12.48
Petrol,Manual,First,122652,8.53,7.83
Petrol,Manual,Fourth & Above,47052,16.89,18.22
Petrol,Automatic,Second,86981,9.23,15.68
Petrol,Automatic,First,108802,12.26,2.63
Petrol,Manual,Second,177619,32.25,9.4
Petrol,Automatic,Third,49405,30.72,10.9
Petrol,Manual,First,77946,8.76,22.16
Petrol,Automatic,Second,62116,26.77,15.16
Petrol,Manual,First,72894,25.92,20.25
Petrol,Manual,Second,175707,12.09,2.79
Petrol,Manual,Third,66754,23.47,21.9
