Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly
30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months
30,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,No,Standard,Yes,Yes,50,PayPal,Weekly
30,Male,Handbag,Accessories,65,Vermont,M,Charcoal,Fall,2.9,No,Standard,Yes,Yes,20,PayPal,Bi-Weekly
30,Male,Coat,Outerwear,31,Vermont,L,Maroon,Summer,2.8,No,2-Day Shipping,Yes,Yes,28,Bank Transfer,Quarterly
30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,Yes,48,Venmo,Quarterly
30,Male,Dress,Clothing,45,Texas,M,Cyan,Summer,2.5,No,Free Shipping,Yes,Yes,25,Credit Card,Weekly
30,Male,Jewelry,Accessories,27,Ohio,XL,Olive,Winter,4.7,No,Store Pickup,Yes,Yes,16,Debit Card,Fortnightly
30,Male,Jewelry,Accessories,24,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17,Debit Card,Bi-Weekly
30,Male,Backpack,Accessories,33,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,9,Cash,Monthly
30,Male,Pants,Clothing,41,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
30,Male,T-shirt,Clothing,41,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly
30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28,PayPal,Weekly
30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly
30,Male,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly
30,Male,Hat,Accessories,96,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly
30,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months
30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly
30,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
30,Male,Jewelry,Accessories,82,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,No,45,Credit Card,Weekly
30,Male,Sandals,Footwear,83,Oklahoma,M,Gray,Spring,4.3,No,Store Pickup,No,No,1,Cash,Annually
30,Male,Socks,Clothing,43,Vermont,S,Indigo,Fall,3.6,No,Store Pickup,No,No,8,Venmo,Quarterly
30,Male,Skirt,Clothing,51,Colorado,L,Cyan,Summer,2.7,No,Standard,No,No,31,Credit Card,Weekly
30,Male,Skirt,Clothing,75,Indiana,L,Olive,Summer,4,No,Store Pickup,No,No,45,Venmo,Bi-Weekly
30,Female,Sunglasses,Accessories,44,Pennsylvania,M,Yellow,Fall,4.7,No,Express,No,No,26,Bank Transfer,Bi-Weekly
30,Female,Sunglasses,Accessories,22,Nebraska,L,Red,Spring,4,No,Standard,No,No,50,Venmo,Monthly
30,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Free Shipping,No,No,2,Venmo,Every 3 Months
30,Female,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9,No,Next Day Air,No,No,9,PayPal,Every 3 Months
30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,No,Express,No,No,28,Cash,Fortnightly
30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,No,31,Bank Transfer,Quarterly
30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,Monthly
30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly
30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
30,Female,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
30,Female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
30,Female,Belt,Accessories,31,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
30,Female,Boots,Footwear,65,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly
30,Female,Socks,Clothing,77,Mississippi,M,Purple,Winter,3,No,Free Shipping,No,No,17,Venmo,Fortnightly
30,Female,Sandals,Footwear,83,Michigan,S,Teal,Fall,2.9,No,Standard,No,No,23,PayPal,Every 3 Months
30,Female,Gloves,Accessories,71,Colorado,L,Green,Winter,3.1,No,Express,No,No,18,Bank Transfer,Annually
30,Female,Jeans,Clothing,42,Idaho,M,Turquoise,Spring,3.7,No,Express,No,No,5,Venmo,Fortnightly
30,Female,Shorts,Clothing,87,Montana,S,Cyan,Fall,5,No,Next Day Air,No,No,40,Venmo,Quarterly
30,Female,T-shirt,Clothing,77,Missouri,M,Olive,Winter,3.5,No,Store Pickup,No,No,26,Credit Card,Quarterly
61,Male,Coat,Outerwear,72,Delaware,M,Gold,Winter,4.5,Yes,Express,Yes,Yes,37,Venmo,Fortnightly
61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,13,Venmo,Every 3 Months
61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly
61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly
61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly
61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually
61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months
61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly
61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly
61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly
61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly
61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly
61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually
61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months
61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually
61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly
61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly
61,Male,Hat,Accessories,93,Tennessee,M,Purple,Summer,4,No,Store Pickup,Yes,Yes,18,Debit Card,Annually
61,Male,Dress,Clothing,95,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly
61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Credit Card,Annually
61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly
61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3,No,Store Pickup,No,No,34,Venmo,Quarterly
61,Male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually
61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly
61,Male,Socks,Clothing,91,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,7,Credit Card,Fortnightly
61,Male,Jeans,Clothing,58,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,6,Credit Card,Fortnightly
61,Male,Jewelry,Accessories,22,Arkansas,M,White,Winter,3.7,No,Express,No,No,27,PayPal,Annually
61,Male,Belt,Accessories,48,Maryland,XL,Purple,Spring,3.2,No,2-Day Shipping,No,No,13,Credit Card,Annually
61,Male,Dress,Clothing,33,Mississippi,L,Orange,Winter,2.9,No,Store Pickup,No,No,43,Cash,Monthly
61,Male,Sandals,Footwear,55,Georgia,XL,Purple,Spring,3.6,No,Express,No,No,46,Cash,Annually
61,Male,Scarf,Accessories,44,New Hampshire,M,Peach,Winter,3.8,No,Free Shipping,No,No,25,Venmo,Annually
61,Female,Dress,Clothing,75,Delaware,M,White,Fall,3.6,No,2-Day Shipping,No,No,12,Debit Card,Bi-Weekly
61,Female,Belt,Accessories,94,New Jersey,S,Beige,Fall,4.1,No,2-Day Shipping,No,No,17,Venmo,Quarterly
61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Fortnightly
61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,Standard,No,No,33,PayPal,Quarterly
61,Female,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,4.8,No,Next Day Air,No,No,13,Cash,Monthly
61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,No,Standard,No,No,38,Debit Card,Bi-Weekly
61,Female,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,4.5,No,2-Day Shipping,No,No,48,Cash,Every 3 Months
61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,No,30,Credit Card,Monthly
61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly
61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,Quarterly
61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly
61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly
61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly
61,Female,Handbag,Accessories,51,Tennessee,L,Turquoise,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly
61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually
61,Female,Coat,Outerwear,95,Kentucky,M,Violet,Fall,3.7,No,Express,No,No,49,Venmo,Bi-Weekly
61,Female,Boots,Footwear,82,New Jersey,L,Lavender,Spring,4.4,No,2-Day Shipping,No,No,18,Venmo,Fortnightly
61,Female,Skirt,Clothing,44,California,L,Red,Fall,4.5,No,2-Day Shipping,No,No,33,Cash,Weekly
61,Female,Sandals,Footwear,54,Indiana,S,Black,Spring,2.7,No,Store Pickup,No,No,23,Bank Transfer,Quarterly
61,Female,Pants,Clothing,89,Georgia,M,Orange,Summer,4.1,No,Express,No,No,31,Venmo,Bi-Weekly
61,Female,Sunglasses,Accessories,76,Tennessee,M,Lavender,Fall,4,No,Store Pickup,No,No,49,Debit Card,Bi-Weekly
61,Female,Sandals,Footwear,46,Ohio,L,Lavender,Fall,3.2,No,Next Day Air,No,No,19,Cash,Every 3 Months
65,Male,Dress,Clothing,51,New Hampshire,M,Violet,Spring,4.7,Yes,Express,Yes,Yes,31,PayPal,Weekly
65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly
65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months
65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3,Yes,Express,Yes,Yes,29,Venmo,Fortnightly
65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly
65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly
65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually
65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly
65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly
65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly
65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months
65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually
65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly
65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4,Yes,Standard,Yes,Yes,20,PayPal,Annually
65,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly
65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months
65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly
65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Bi-Weekly
65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,No,Express,Yes,Yes,38,PayPal,Fortnightly
65,Male,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4,No,Standard,Yes,Yes,48,Bank Transfer,Weekly
65,Male,Hat,Accessories,89,Indiana,XL,Orange,Spring,4.5,No,Next Day Air,Yes,Yes,37,Credit Card,Bi-Weekly
65,Male,Sneakers,Footwear,71,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,30,Cash,Annually
65,Male,Shirt,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly
65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly
65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly
65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly
65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly
65,Male,Hat,Accessories,92,Iowa,S,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months
65,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly
65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
65,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually
65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months
65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly
65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly
65,Male,T-shirt,Clothing,38,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,Annually
65,Male,Skirt,Clothing,21,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,No,6,Venmo,Weekly
65,Male,Blouse,Clothing,20,Minnesota,M,Purple,Summer,3.7,No,Express,No,No,40,Venmo,Weekly
65,Male,Coat,Outerwear,44,South Carolina,M,Black,Fall,2.9,No,Free Shipping,No,No,1,Venmo,Quarterly
65,Female,Jacket,Outerwear,81,Washington,S,Turquoise,Spring,5,No,Store Pickup,No,No,1,Credit Card,Bi-Weekly
65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,No,33,PayPal,Weekly
65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Every 3 Months
65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Express,No,No,44,PayPal,Weekly
65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly
65,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,No,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly
65,Female,Backpack,Accessories,88,Alaska,L,Black,Spring,3.9,No,Express,No,No,3,PayPal,Quarterly
65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,2-Day Shipping,No,No,47,Cash,Quarterly
65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly
65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,No,20,Cash,Annually
65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Fortnightly
65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,38,Venmo,Annually
65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually
65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4,No,Next Day Air,No,No,50,Venmo,Monthly
65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly
65,Female,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,No,Store Pickup,No,No,29,Cash,Weekly
65,Female,Backpack,Accessories,59,Florida,M,Green,Summer,4.4,No,Express,No,No,49,Credit Card,Weekly
65,Female,Socks,Clothing,80,Connecticut,M,Peach,Fall,3.1,No,Next Day Air,No,No,36,PayPal,Weekly
65,Female,Shorts,Clothing,94,New York,L,Green,Fall,2.9,No,Store Pickup,No,No,13,PayPal,Annually
65,Female,Hat,Accessories,79,Mississippi,M,Peach,Fall,4,No,2-Day Shipping,No,No,19,PayPal,Weekly
65,Female,Shorts,Clothing,88,Mississippi,S,Blue,Fall,3,No,2-Day Shipping,No,No,47,Bank Transfer,Bi-Weekly
64,Male,Coat,Outerwear,53,New York,L,Teal,Winter,4.7,Yes,Free Shipping,Yes,Yes,34,Debit Card,Weekly
64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,Yes,Yes,21,Credit Card,Annually
64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,Yes,31,Credit Card,Monthly
64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4,Yes,Express,Yes,Yes,32,Bank Transfer,Annually
64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly
64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually
64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly
64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly
64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually
64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47,PayPal,Quarterly
64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30,Venmo,Fortnightly
64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly
64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually
64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly
64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly
64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
