hour_of_day,money,coffee_name,Time_of_Day,Weekday,Month_name
20,37.72,Cappuccino,Night,Sat,Jun
20,37.72,Cocoa,Night,Sat,Jun
21,32.82,Americano with Milk,Night,Sat,Jun
20,37.72,Latte,Night,Sun,Jun
20,32.82,Americano with Milk,Night,Sun,Jun
20,37.72,Cappuccino,Night,Sun,Jun
21,32.82,Americano with Milk,Night,Sun,Jun
21,37.72,Latte,Night,Sun,Jun
10,37.72,Latte,Morning,Mon,Jun
10,37.72,Latte,Morning,Mon,Jun
14,37.72,Cappuccino,Afternoon,Mon,Jun
14,32.82,Americano with Milk,Afternoon,Mon,Jun
14,37.72,Latte,Afternoon,Mon,Jun
9,27.92,Cortado,Morning,Tue,Jun
10,32.82,Americano with Milk,Morning,Tue,Jun
12,37.72,Latte,Afternoon,Tue,Jun
12,37.72,Hot Chocolate,Afternoon,Tue,Jun
15,37.72,Latte,Afternoon,Tue,Jun
17,27.92,Cortado,Night,Tue,Jun
17,37.72,Cappuccino,Night,Tue,Jun
20,37.72,Hot Chocolate,Night,Tue,Jun
20,37.72,Cappuccino,Night,Tue,Jun
21,27.92,Cortado,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
8,37.72,Cappuccino,Morning,Wed,Jun
8,37.72,Cappuccino,Morning,Wed,Jun
9,27.92,Americano,Morning,Wed,Jun
10,37.72,Latte,Morning,Wed,Jun
10,32.82,Americano with Milk,Morning,Wed,Jun
19,32.82,Americano with Milk,Night,Wed,Jun
19,37.72,Latte,Night,Wed,Jun
20,37.72,Cocoa,Night,Wed,Jun
20,27.92,Cortado,Night,Wed,Jun
8,32.82,Americano with Milk,Morning,Thu,Jun
8,32.82,Americano with Milk,Morning,Thu,Jun
10,37.72,Latte,Morning,Thu,Jun
12,27.92,Americano,Afternoon,Thu,Jun
15,32.82,Americano with Milk,Afternoon,Thu,Jun
15,37.72,Cappuccino,Afternoon,Thu,Jun
21,37.72,Latte,Night,Thu,Jun
21,37.72,Latte,Night,Thu,Jun
21,37.72,Cappuccino,Night,Thu,Jun
21,32.82,Americano with Milk,Night,Thu,Jun
21,37.72,Latte,Night,Thu,Jun
8,37.72,Cappuccino,Morning,Fri,Jun
10,23.02,Espresso,Morning,Fri,Jun
13,32.82,Americano with Milk,Afternoon,Fri,Jun
16,27.92,Cortado,Afternoon,Fri,Jun
16,27.92,Cortado,Afternoon,Fri,Jun
9,27.92,Cortado,Morning,Sat,Jun
9,32.82,Americano with Milk,Morning,Sat,Jun
20,37.72,Cappuccino,Night,Sat,Jun
20,37.72,Cappuccino,Night,Sat,Jun
8,37.72,Latte,Morning,Sun,Jun
10,37.72,Latte,Morning,Sun,Jun
10,37.72,Cappuccino,Morning,Sun,Jun
11,27.92,Cortado,Morning,Sun,Jun
11,23.02,Espresso,Morning,Sun,Jun
11,37.72,Cappuccino,Morning,Sun,Jun
12,32.82,Americano with Milk,Afternoon,Sun,Jun
12,37.72,Latte,Afternoon,Sun,Jun
12,37.72,Latte,Afternoon,Sun,Jun
15,27.92,Cortado,Afternoon,Sun,Jun
16,37.72,Cappuccino,Afternoon,Sun,Jun
19,32.82,Americano with Milk,Night,Sun,Jun
21,27.92,Americano,Night,Sun,Jun
12,37.72,Cappuccino,Afternoon,Mon,Jun
12,37.72,Latte,Afternoon,Mon,Jun
19,37.72,Hot Chocolate,Night,Mon,Jun
19,37.72,Hot Chocolate,Night,Mon,Jun
19,37.72,Latte,Night,Mon,Jun
19,37.72,Latte,Night,Mon,Jun
10,32.82,Americano with Milk,Morning,Tue,Jun
18,37.72,Latte,Night,Tue,Jun
18,37.72,Latte,Night,Tue,Jun
21,37.72,Hot Chocolate,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
10,37.72,Hot Chocolate,Morning,Wed,Jun
11,37.72,Cappuccino,Morning,Wed,Jun
17,37.72,Latte,Night,Wed,Jun
17,37.72,Latte,Night,Wed,Jun
20,37.72,Hot Chocolate,Night,Wed,Jun
20,32.82,Americano with Milk,Night,Wed,Jun
8,27.92,Americano,Morning,Thu,Jun
8,37.72,Latte,Morning,Thu,Jun
9,32.82,Americano with Milk,Morning,Thu,Jun
9,27.92,Cortado,Morning,Thu,Jun
17,32.82,Americano with Milk,Night,Thu,Jun
17,37.72,Hot Chocolate,Night,Thu,Jun
19,37.72,Latte,Night,Thu,Jun
20,32.82,Americano with Milk,Night,Thu,Jun
20,23.02,Espresso,Night,Thu,Jun
20,23.02,Espresso,Night,Thu,Jun
20,32.82,Americano with Milk,Night,Thu,Jun
21,32.82,Americano with Milk,Night,Thu,Jun
7,27.92,Cortado,Morning,Fri,Jun
10,27.92,Americano,Morning,Fri,Jun
12,37.72,Latte,Afternoon,Fri,Jun
18,32.82,Americano with Milk,Night,Fri,Jun
11,37.72,Cappuccino,Morning,Sat,Jun
12,37.72,Latte,Afternoon,Sat,Jun
12,32.82,Americano with Milk,Afternoon,Sat,Jun
12,23.02,Espresso,Afternoon,Sat,Jun
12,37.72,Cocoa,Afternoon,Sat,Jun
12,32.82,Americano with Milk,Afternoon,Sat,Jun
16,32.82,Americano with Milk,Afternoon,Sat,Jun
18,27.92,Americano,Night,Sat,Jun
10,32.82,Americano with Milk,Morning,Sun,Jun
10,37.72,Latte,Morning,Sun,Jun
11,37.72,Hot Chocolate,Morning,Sun,Jun
11,37.72,Hot Chocolate,Morning,Sun,Jun
12,32.82,Americano with Milk,Afternoon,Sun,Jun
14,23.02,Espresso,Afternoon,Sun,Jun
15,32.82,Americano with Milk,Afternoon,Sun,Jun
15,32.82,Americano with Milk,Afternoon,Sun,Jun
15,37.72,Hot Chocolate,Afternoon,Sun,Jun
16,37.72,Hot Chocolate,Afternoon,Sun,Jun
17,32.82,Americano with Milk,Night,Sun,Jun
17,32.82,Americano with Milk,Night,Sun,Jun
8,27.92,Americano,Morning,Mon,Jun
10,27.92,Cortado,Morning,Mon,Jun
10,27.92,Cortado,Morning,Mon,Jun
10,37.72,Cappuccino,Morning,Mon,Jun
14,37.72,Cappuccino,Afternoon,Mon,Jun
16,37.72,Cappuccino,Afternoon,Mon,Jun
16,37.72,Cappuccino,Afternoon,Mon,Jun
16,27.92,Americano,Afternoon,Mon,Jun
18,27.92,Americano,Night,Mon,Jun
21,32.82,Americano with Milk,Night,Mon,Jun
14,27.92,Americano,Afternoon,Tue,Jun
14,37.72,Cappuccino,Afternoon,Tue,Jun
19,37.72,Cappuccino,Night,Tue,Jun
19,37.72,Cappuccino,Night,Tue,Jun
20,27.92,Cortado,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
21,32.82,Americano with Milk,Night,Tue,Jun
7,37.72,Latte,Morning,Wed,Jun
8,27.92,Cortado,Morning,Wed,Jun
10,27.92,Americano,Morning,Wed,Jun
11,37.72,Latte,Morning,Wed,Jun
11,37.72,Cocoa,Morning,Wed,Jun
14,32.82,Americano with Milk,Afternoon,Wed,Jun
18,37.72,Cappuccino,Night,Wed,Jun
18,37.72,Latte,Night,Wed,Jun
19,32.82,Americano with Milk,Night,Wed,Jun
21,37.72,Cappuccino,Night,Wed,Jun
21,32.82,Americano with Milk,Night,Wed,Jun
10,37.72,Latte,Morning,Thu,Jun
18,37.72,Latte,Night,Thu,Jun
19,37.72,Latte,Night,Thu,Jun
21,37.72,Latte,Night,Thu,Jun
21,37.72,Latte,Night,Thu,Jun
21,32.82,Americano with Milk,Night,Thu,Jun
9,37.72,Latte,Morning,Fri,Jun
10,27.92,Americano,Morning,Fri,Jun
13,32.82,Americano with Milk,Afternoon,Fri,Jun
13,32.82,Americano with Milk,Afternoon,Fri,Jun
18,23.02,Espresso,Night,Fri,Jun
19,37.72,Latte,Night,Fri,Jun
19,37.72,Cappuccino,Night,Fri,Jun
19,37.72,Cappuccino,Night,Fri,Jun
19,37.72,Cappuccino,Night,Fri,Jun
19,37.72,Cappuccino,Night,Fri,Jun
19,27.92,Americano,Night,Fri,Jun
19,32.82,Americano with Milk,Night,Fri,Jun
8,27.92,Cortado,Morning,Sat,Jun
9,32.82,Americano with Milk,Morning,Sat,Jun
12,32.82,Americano with Milk,Afternoon,Sat,Jun
15,37.72,Latte,Afternoon,Sat,Jun
22,37.72,Cappuccino,Night,Sat,Jun
18,32.82,Americano with Milk,Night,Sun,Jun
18,32.82,Americano with Milk,Night,Sun,Jun
21,37.72,Cappuccino,Night,Sun,Jun
21,37.72,Latte,Night,Sun,Jun
21,37.72,Cappuccino,Night,Sun,Jun
11,32.82,Americano with Milk,Morning,Mon,Jun
11,37.72,Cappuccino,Morning,Mon,Jun
11,37.72,Cappuccino,Morning,Mon,Jun
15,37.72,Latte,Afternoon,Mon,Jun
16,37.72,Cappuccino,Afternoon,Mon,Jun
16,37.72,Cappuccino,Afternoon,Mon,Jun
8,37.72,Latte,Morning,Tue,Jun
10,32.82,Americano with Milk,Morning,Tue,Jun
10,32.82,Americano with Milk,Morning,Tue,Jun
11,37.72,Cappuccino,Morning,Tue,Jun
9,37.72,Latte,Morning,Wed,Jun
16,23.02,Espresso,Afternoon,Wed,Jun
16,27.92,Americano,Afternoon,Wed,Jun
21,37.72,Latte,Night,Wed,Jun
21,37.72,Cappuccino,Night,Wed,Jun
21,32.82,Americano with Milk,Night,Wed,Jun
9,32.82,Americano with Milk,Morning,Thu,Jun
16,27.92,Cortado,Afternoon,Thu,Jun
21,32.82,Americano with Milk,Night,Thu,Jun
21,37.72,Cappuccino,Night,Thu,Jun
8,27.92,Cortado,Morning,Fri,Jun
17,23.02,Espresso,Night,Fri,Jun
21,32.82,Americano with Milk,Night,Fri,Jun
21,37.72,Latte,Night,Fri,Jun
22,37.72,Cappuccino,Night,Fri,Jun
9,32.82,Americano with Milk,Morning,Sat,Jun
11,32.82,Americano with Milk,Morning,Sat,Jun
11,32.82,Americano with Milk,Morning,Sat,Jun
12,37.72,Cappuccino,Afternoon,Sat,Jun
12,37.72,Cappuccino,Afternoon,Sat,Jun
17,37.72,Cappuccino,Night,Sat,Jun
17,37.72,Hot Chocolate,Night,Sat,Jun
21,37.72,Latte,Night,Sat,Jun
10,37.72,Latte,Morning,Sun,Jun
13,23.02,Espresso,Afternoon,Sun,Jun
16,37.72,Hot Chocolate,Afternoon,Sun,Jun
21,32.82,Americano with Milk,Night,Sun,Jun
18,23.02,Espresso,Night,Mon,Jul
18,37.72,Cappuccino,Night,Mon,Jul
18,37.72,Cappuccino,Night,Mon,Jul
10,32.82,Americano with Milk,Morning,Tue,Jul
10,27.92,Americano,Morning,Tue,Jul
12,37.72,Latte,Afternoon,Tue,Jul
14,27.92,Americano,Afternoon,Tue,Jul
16,32.82,Americano with Milk,Afternoon,Tue,Jul
22,32.82,Americano with Milk,Night,Tue,Jul
13,32.82,Americano with Milk,Afternoon,Wed,Jul
16,37.72,Cappuccino,Afternoon,Wed,Jul
16,37.72,Cappuccino,Afternoon,Wed,Jul
16,32.82,Americano with Milk,Afternoon,Wed,Jul
16,32.82,Americano with Milk,Afternoon,Wed,Jul
16,37.72,Latte,Afternoon,Wed,Jul
16,23.02,Espresso,Afternoon,Wed,Jul
17,37.72,Cappuccino,Night,Wed,Jul
19,37.72,Latte,Night,Wed,Jul
10,32.82,Americano with Milk,Morning,Thu,Jul
10,27.92,Americano,Morning,Thu,Jul
12,37.72,Cocoa,Afternoon,Fri,Jul
13,32.82,Americano with Milk,Afternoon,Fri,Jul
13,32.82,Americano with Milk,Afternoon,Fri,Jul
18,23.02,Espresso,Night,Fri,Jul
19,27.92,Americano,Night,Fri,Jul
22,23.02,Espresso,Night,Fri,Jul
22,27.92,Americano,Night,Fri,Jul
22,27.92,Americano,Night,Fri,Jul
22,37.72,Cappuccino,Night,Fri,Jul
22,32.82,Americano with Milk,Night,Fri,Jul
10,37.72,Latte,Morning,Sat,Jul
17,32.82,Latte,Night,Sat,Jul
17,32.82,Latte,Night,Sat,Jul
19,32.82,Latte,Night,Sat,Jul
19,27.92,Americano with Milk,Night,Sat,Jul
9,32.82,Cappuccino,Morning,Sun,Jul
9,27.92,Americano with Milk,Morning,Sun,Jul
9,27.92,Americano with Milk,Morning,Sun,Jul
9,32.82,Cappuccino,Morning,Sun,Jul
9,32.82,Cappuccino,Morning,Sun,Jul
14,32.82,Hot Chocolate,Afternoon,Sun,Jul
14,32.82,Cocoa,Afternoon,Sun,Jul
17,32.82,Latte,Night,Sun,Jul
19,32.82,Cappuccino,Night,Sun,Jul
20,32.82,Hot Chocolate,Night,Sun,Jul
22,27.92,Americano with Milk,Night,Sun,Jul
7,32.82,Latte,Morning,Mon,Jul
12,23.02,Americano,Afternoon,Mon,Jul
14,23.02,Americano,Afternoon,Mon,Jul
19,27.92,Americano with Milk,Night,Mon,Jul
22,32.82,Latte,Night,Mon,Jul
10,27.92,Americano with Milk,Morning,Tue,Jul
10,27.92,Americano with Milk,Morning,Tue,Jul
11,27.92,Americano with Milk,Morning,Tue,Jul
11,32.82,Cappuccino,Morning,Tue,Jul
16,27.92,Americano with Milk,Afternoon,Tue,Jul
11,23.02,Americano,Morning,Wed,Jul
12,27.92,Americano with Milk,Afternoon,Wed,Jul
22,32.82,Latte,Night,Wed,Jul
11,32.82,Hot Chocolate,Morning,Thu,Jul
16,27.92,Americano with Milk,Afternoon,Thu,Jul
22,32.82,Latte,Night,Thu,Jul
22,23.02,Americano,Night,Thu,Jul
8,23.02,Cortado,Morning,Fri,Jul
11,32.82,Hot Chocolate,Morning,Fri,Jul
22,32.82,Hot Chocolate,Night,Fri,Jul
22,32.82,Hot Chocolate,Night,Fri,Jul
22,32.82,Hot Chocolate,Night,Fri,Jul
10,32.82,Latte,Morning,Sat,Jul
11,32.82,Latte,Morning,Sat,Jul
10,23.02,Americano,Morning,Sun,Jul
10,27.92,Americano with Milk,Morning,Sun,Jul
10,32.82,Cappuccino,Morning,Sun,Jul
10,32.82,Latte,Morning,Sun,Jul
11,23.02,Americano,Morning,Sun,Jul
22,32.82,Latte,Night,Sun,Jul
7,32.82,Cappuccino,Morning,Mon,Jul
12,27.92,Americano with Milk,Afternoon,Tue,Jul
19,32.82,Hot Chocolate,Night,Tue,Jul
13,27.92,Americano with Milk,Afternoon,Wed,Jul
11,27.92,Americano with Milk,Morning,Thu,Jul
11,18.12,Espresso,Morning,Thu,Jul
11,23.02,Americano,Morning,Thu,Jul
11,23.02,Americano,Morning,Thu,Jul
11,23.02,Cortado,Morning,Thu,Jul
13,32.82,Latte,Afternoon,Thu,Jul
18,32.82,Cappuccino,Night,Thu,Jul
19,32.82,Latte,Night,Thu,Jul
21,32.82,Hot Chocolate,Night,Thu,Jul
21,32.82,Latte,Night,Thu,Jul
21,32.82,Latte,Night,Thu,Jul
11,23.02,Americano,Morning,Fri,Jul
11,27.92,Americano with Milk,Morning,Fri,Jul
12,32.82,Latte,Afternoon,Fri,Jul
12,27.92,Americano with Milk,Afternoon,Fri,Jul
14,32.82,Latte,Afternoon,Fri,Jul
14,32.82,Cocoa,Afternoon,Fri,Jul
16,32.82,Latte,Afternoon,Fri,Jul
16,32.82,Latte,Afternoon,Fri,Jul
8,23.02,Americano,Morning,Sat,Jul
8,32.82,Latte,Morning,Sat,Jul
8,23.02,Americano,Morning,Sat,Jul
9,32.82,Latte,Morning,Sat,Jul
9,32.82,Latte,Morning,Sat,Jul
10,23.02,Americano,Morning,Sat,Jul
15,32.82,Latte,Afternoon,Sat,Jul
10,32.82,Cocoa,Morning,Sun,Jul
11,32.82,Cappuccino,Morning,Sun,Jul
13,23.02,Cortado,Afternoon,Sun,Jul
13,32.82,Latte,Afternoon,Sun,Jul
8,23.02,Americano,Morning,Mon,Jul
8,23.02,Americano,Morning,Mon,Jul
10,27.92,Americano with Milk,Morning,Mon,Jul
16,32.82,Latte,Afternoon,Mon,Jul
8,32.82,Latte,Morning,Tue,Jul
8,23.02,Americano,Morning,Tue,Jul
8,27.92,Americano with Milk,Morning,Tue,Jul
8,32.82,Cocoa,Morning,Tue,Jul
8,32.82,Latte,Morning,Tue,Jul
9,23.02,Americano,Morning,Tue,Jul
10,27.92,Americano with Milk,Morning,Tue,Jul
15,27.92,Americano with Milk,Afternoon,Tue,Jul
15,32.82,Latte,Afternoon,Tue,Jul
21,32.82,Latte,Night,Tue,Jul
21,23.02,Americano,Night,Tue,Jul
21,23.02,Americano,Night,Tue,Jul
9,27.92,Americano with Milk,Morning,Wed,Jul
9,27.92,Americano with Milk,Morning,Wed,Jul
9,18.12,Espresso,Morning,Wed,Jul
11,32.82,Cappuccino,Morning,Wed,Jul
13,32.82,Latte,Afternoon,Wed,Jul
14,18.12,Espresso,Afternoon,Wed,Jul
15,32.82,Latte,Afternoon,Wed,Jul
19,32.82,Cappuccino,Night,Wed,Jul
19,32.82,Cappuccino,Night,Wed,Jul
21,27.92,Americano with Milk,Night,Wed,Jul
21,23.02,Americano,Night,Wed,Jul
21,23.02,Americano,Night,Wed,Jul
7,23.02,Americano,Morning,Thu,Jul
8,32.82,Latte,Morning,Thu,Jul
10,27.92,Americano with Milk,Morning,Thu,Jul
11,23.02,Americano,Morning,Thu,Jul
15,32.82,Cappuccino,Afternoon,Thu,Jul
19,32.82,Cappuccino,Night,Thu,Jul
21,23.02,Cortado,Night,Thu,Jul
21,18.12,Espresso,Night,Thu,Jul
22,23.02,Cortado,Night,Thu,Jul
22,32.82,Cocoa,Night,Thu,Jul
8,32.82,Latte,Morning,Fri,Jul
9,27.92,Americano with Milk,Morning,Fri,Jul
9,18.12,Espresso,Morning,Fri,Jul
9,23.02,Cortado,Morning,Fri,Jul
9,23.02,Cortado,Morning,Fri,Jul
9,32.82,Latte,Morning,Fri,Jul
10,32.82,Latte,Morning,Fri,Jul
11,27.92,Americano with Milk,Morning,Fri,Jul
12,27.92,Americano with Milk,Afternoon,Fri,Jul
12,32.82,Cappuccino,Afternoon,Fri,Jul
12,32.82,Cappuccino,Afternoon,Fri,Jul
13,32.82,Latte,Afternoon,Fri,Jul
17,23.02,Americano,Night,Fri,Jul
17,32.82,Cappuccino,Night,Fri,Jul
21,32.82,Latte,Night,Fri,Jul
22,27.92,Americano with Milk,Night,Fri,Jul
9,32.82,Cappuccino,Morning,Sat,Jul
11,27.92,Americano with Milk,Morning,Sat,Jul
12,27.92,Americano with Milk,Afternoon,Sat,Jul
12,18.12,Espresso,Afternoon,Sat,Jul
12,27.92,Americano with Milk,Afternoon,Sat,Jul
14,18.12,Espresso,Afternoon,Sat,Jul
14,32.82,Latte,Afternoon,Sat,Jul
17,32.82,Cappuccino,Night,Sat,Jul
17,32.82,Cappuccino,Night,Sat,Jul
17,27.92,Americano with Milk,Night,Sat,Jul
17,27.92,Americano with Milk,Night,Sat,Jul
20,32.82,Latte,Night,Sat,Jul
22,32.82,Cappuccino,Night,Sat,Jul
11,18.12,Espresso,Morning,Sun,Jul
14,27.92,Americano with Milk,Afternoon,Sun,Jul
14,32.82,Latte,Afternoon,Sun,Jul
8,32.82,Latte,Morning,Mon,Jul
9,23.02,Americano,Morning,Mon,Jul
9,27.92,Americano with Milk,Morning,Mon,Jul
9,23.02,Americano,Morning,Mon,Jul
9,27.92,Americano with Milk,Morning,Mon,Jul
9,32.82,Cappuccino,Morning,Mon,Jul
10,32.82,Hot Chocolate,Morning,Mon,Jul
10,32.82,Hot Chocolate,Morning,Mon,Jul
19,32.82,Cappuccino,Night,Mon,Jul
19,23.02,Americano,Night,Mon,Jul
21,32.82,Cocoa,Night,Mon,Jul
7,27.92,Americano with Milk,Morning,Tue,Jul
8,23.02,Cortado,Morning,Tue,Jul
8,32.82,Cappuccino,Morning,Tue,Jul
9,27.92,Americano with Milk,Morning,Tue,Jul
10,23.02,Cortado,Morning,Tue,Jul
10,27.92,Americano with Milk,Morning,Tue,Jul
10,32.82,Latte,Morning,Tue,Jul
11,23.02,Americano,Morning,Tue,Jul
11,18.12,Espresso,Morning,Tue,Jul
11,27.92,Americano with Milk,Morning,Tue,Jul
11,27.92,Americano with Milk,Morning,Tue,Jul
11,27.92,Americano with Milk,Morning,Tue,Jul
11,27.92,Americano with Milk,Morning,Tue,Jul
12,32.82,Latte,Afternoon,Tue,Jul
15,27.92,Americano with Milk,Afternoon,Tue,Jul
16,23.02,Cortado,Afternoon,Tue,Jul
16,27.92,Americano with Milk,Afternoon,Tue,Jul
20,18.12,Espresso,Night,Tue,Jul
20,27.92,Americano with Milk,Night,Tue,Jul
20,27.92,Americano with Milk,Night,Tue,Jul
20,27.92,Americano with Milk,Night,Tue,Jul
21,32.82,Latte,Night,Tue,Jul
22,23.02,Americano,Night,Tue,Jul
22,32.82,Cappuccino,Night,Tue,Jul
7,27.92,Americano with Milk,Morning,Wed,Jul
8,27.92,Americano with Milk,Morning,Wed,Jul
8,27.92,Americano with Milk,Morning,Wed,Jul
9,23.02,Americano,Morning,Wed,Jul
9,23.02,Americano,Morning,Wed,Jul
9,27.92,Americano with Milk,Morning,Wed,Jul
13,32.82,Cocoa,Afternoon,Wed,Jul
13,32.82,Latte,Afternoon,Wed,Jul
13,27.92,Americano with Milk,Afternoon,Wed,Jul
17,23.02,Cortado,Night,Wed,Jul
18,32.82,Latte,Night,Wed,Jul
19,23.02,Cortado,Night,Wed,Jul
19,32.82,Latte,Night,Wed,Jul
20,32.82,Cocoa,Night,Wed,Jul
20,23.02,Cortado,Night,Wed,Jul
20,32.82,Latte,Night,Wed,Jul
20,32.82,Cappuccino,Night,Wed,Jul
20,23.02,Cortado,Night,Wed,Jul
20,27.92,Americano with Milk,Night,Wed,Jul
21,32.82,Latte,Night,Wed,Jul
21,32.82,Latte,Night,Wed,Jul
21,32.82,Latte,Night,Wed,Jul
7,27.92,Americano with Milk,Morning,Thu,Aug
9,27.92,Americano with Milk,Morning,Thu,Aug
11,27.92,Americano with Milk,Morning,Thu,Aug
11,27.92,Americano with Milk,Morning,Thu,Aug
13,23.02,Cortado,Afternoon,Thu,Aug
13,32.82,Cappuccino,Afternoon,Thu,Aug
13,32.82,Cappuccino,Afternoon,Thu,Aug
15,27.92,Americano with Milk,Afternoon,Thu,Aug
16,27.92,Americano with Milk,Afternoon,Thu,Aug
16,23.02,Americano,Afternoon,Thu,Aug
17,23.02,Americano,Night,Thu,Aug
20,32.82,Cappuccino,Night,Thu,Aug
9,27.92,Americano with Milk,Morning,Fri,Aug
9,27.92,Americano with Milk,Morning,Fri,Aug
11,23.02,Cortado,Morning,Fri,Aug
18,27.92,Americano with Milk,Night,Fri,Aug
21,32.82,Latte,Night,Fri,Aug
8,27.92,Americano with Milk,Morning,Sat,Aug
9,27.92,Americano with Milk,Morning,Sat,Aug
9,27.92,Americano with Milk,Morning,Sat,Aug
10,27.92,Americano with Milk,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
11,18.12,Espresso,Morning,Sat,Aug
11,27.92,Americano with Milk,Morning,Sat,Aug
12,27.92,Americano with Milk,Afternoon,Sat,Aug
16,27.92,Americano with Milk,Afternoon,Sat,Aug
18,32.82,Cappuccino,Night,Sat,Aug
21,32.82,Latte,Night,Sat,Aug
21,32.82,Latte,Night,Sat,Aug
8,32.82,Cappuccino,Morning,Sun,Aug
10,27.92,Americano with Milk,Morning,Sun,Aug
11,32.82,Cappuccino,Morning,Sun,Aug
11,27.92,Americano with Milk,Morning,Sun,Aug
15,32.82,Cappuccino,Afternoon,Sun,Aug
15,32.82,Cappuccino,Afternoon,Sun,Aug
8,23.02,Cortado,Morning,Mon,Aug
9,27.92,Americano with Milk,Morning,Mon,Aug
11,23.02,Cortado,Morning,Mon,Aug
13,32.82,Cappuccino,Afternoon,Mon,Aug
16,32.82,Latte,Afternoon,Mon,Aug
16,32.82,Latte,Afternoon,Mon,Aug
17,32.82,Latte,Night,Mon,Aug
17,27.92,Americano with Milk,Night,Mon,Aug
19,32.82,Latte,Night,Mon,Aug
19,32.82,Latte,Night,Mon,Aug
20,32.82,Cocoa,Night,Mon,Aug
20,32.82,Cocoa,Night,Mon,Aug
22,27.92,Americano with Milk,Night,Mon,Aug
10,23.02,Cortado,Morning,Tue,Aug
10,32.82,Hot Chocolate,Morning,Tue,Aug
17,32.82,Cappuccino,Night,Tue,Aug
17,32.82,Latte,Night,Tue,Aug
17,32.82,Cocoa,Night,Tue,Aug
19,32.82,Latte,Night,Tue,Aug
19,27.92,Americano with Milk,Night,Tue,Aug
20,32.82,Latte,Night,Tue,Aug
8,27.92,Americano with Milk,Morning,Wed,Aug
12,23.02,Americano,Afternoon,Wed,Aug
12,23.02,Americano,Afternoon,Wed,Aug
13,18.12,Espresso,Afternoon,Wed,Aug
16,23.02,Americano,Afternoon,Wed,Aug
19,32.82,Latte,Night,Wed,Aug
20,32.82,Cocoa,Night,Wed,Aug
21,32.82,Cappuccino,Night,Wed,Aug
22,32.82,Latte,Night,Wed,Aug
22,32.82,Latte,Night,Wed,Aug
8,18.12,Espresso,Morning,Thu,Aug
8,23.02,Cortado,Morning,Thu,Aug
12,27.92,Americano with Milk,Afternoon,Thu,Aug
12,23.02,Cortado,Afternoon,Thu,Aug
12,23.02,Cortado,Afternoon,Thu,Aug
16,32.82,Cappuccino,Afternoon,Thu,Aug
17,32.82,Cappuccino,Night,Thu,Aug
21,27.92,Americano with Milk,Night,Thu,Aug
7,32.82,Latte,Morning,Fri,Aug
9,23.02,Americano,Morning,Fri,Aug
10,23.02,Cortado,Morning,Fri,Aug
10,27.92,Americano with Milk,Morning,Fri,Aug
11,32.82,Latte,Morning,Fri,Aug
11,23.02,Americano,Morning,Fri,Aug
18,23.02,Americano,Night,Fri,Aug
19,32.82,Hot Chocolate,Night,Fri,Aug
8,32.82,Cappuccino,Morning,Sat,Aug
8,27.92,Americano with Milk,Morning,Sat,Aug
8,23.02,Cortado,Morning,Sat,Aug
11,23.02,Cortado,Morning,Sat,Aug
11,23.02,Americano,Morning,Sat,Aug
12,32.82,Latte,Afternoon,Sat,Aug
12,27.92,Americano with Milk,Afternoon,Sat,Aug
16,32.82,Latte,Afternoon,Sat,Aug
21,32.82,Cocoa,Night,Sat,Aug
21,32.82,Cocoa,Night,Sat,Aug
21,32.82,Cocoa,Night,Sat,Aug
9,32.82,Latte,Morning,Sun,Aug
9,32.82,Latte,Morning,Sun,Aug
10,27.92,Americano with Milk,Morning,Sun,Aug
11,32.82,Cappuccino,Morning,Sun,Aug
11,27.92,Americano with Milk,Morning,Sun,Aug
12,23.02,Cortado,Afternoon,Sun,Aug
15,32.82,Latte,Afternoon,Sun,Aug
15,27.92,Americano with Milk,Afternoon,Sun,Aug
15,32.82,Cocoa,Afternoon,Sun,Aug
16,32.82,Cappuccino,Afternoon,Sun,Aug
16,18.12,Espresso,Afternoon,Sun,Aug
21,23.02,Cortado,Night,Sun,Aug
21,32.82,Latte,Night,Sun,Aug
21,32.82,Latte,Night,Sun,Aug
22,32.82,Cappuccino,Night,Sun,Aug
8,32.82,Hot Chocolate,Morning,Mon,Aug
11,27.92,Americano with Milk,Morning,Mon,Aug
11,23.02,Americano,Morning,Mon,Aug
11,32.82,Latte,Morning,Mon,Aug
11,32.82,Latte,Morning,Mon,Aug
14,18.12,Espresso,Afternoon,Mon,Aug
14,27.92,Americano with Milk,Afternoon,Mon,Aug
15,27.92,Americano with Milk,Afternoon,Mon,Aug
18,27.92,Americano with Milk,Night,Mon,Aug
21,27.92,Americano with Milk,Night,Mon,Aug
21,32.82,Latte,Night,Mon,Aug
22,32.82,Cappuccino,Night,Mon,Aug
22,32.82,Cappuccino,Night,Mon,Aug
8,27.92,Americano with Milk,Morning,Tue,Aug
