Country,Processing method,Species,Year,Total Rating
Guatemala,Washed / Wet,Arabica,2013,79.42
Guatemala,Washed / Wet,Arabica,2013,78.75
Guatemala,Washed / Wet,Arabica,2013,78.0
Guatemala,Washed / Wet,Arabica,2013,77.83
Guatemala,Washed / Wet,Arabica,2013,77.42
Guatemala,Washed / Wet,Arabica,2013,74.33
Guatemala,Washed / Wet,Arabica,2014,84.58
Guatemala,Washed / Wet,Arabica,2014,84.58
Guatemala,Washed / Wet,Arabica,2014,84.08
Guatemala,Washed / Wet,Arabica,2014,83.83
Guatemala,Washed / Wet,Arabica,2014,83.67
Guatemala,Washed / Wet,Arabica,2014,83.42
Guatemala,Washed / Wet,Arabica,2014,83.25
Guatemala,Washed / Wet,Arabica,2014,83.17
Guatemala,Washed / Wet,Arabica,2014,83.0
Guatemala,Washed / Wet,Arabica,2014,82.92
Guatemala,Washed / Wet,Arabica,2014,82.83
Guatemala,Washed / Wet,Arabica,2014,82.75
Guatemala,Washed / Wet,Arabica,2014,82.33
Guatemala,Washed / Wet,Arabica,2014,82.17
Guatemala,Washed / Wet,Arabica,2014,81.5
Guatemala,Washed / Wet,Arabica,2014,81.42
Guatemala,Washed / Wet,Arabica,2014,81.25
Guatemala,Washed / Wet,Arabica,2014,80.92
Guatemala,Washed / Wet,Arabica,2014,80.5
Guatemala,Washed / Wet,Arabica,2014,79.42
Guatemala,Washed / Wet,Arabica,2014,79.0
Guatemala,Washed / Wet,Arabica,2014,78.58
Guatemala,Washed / Wet,Arabica,2014,78.33
Guatemala,Washed / Wet,Arabica,2014,78.0
Guatemala,Washed / Wet,Arabica,2014,77.33
Guatemala,Washed / Wet,Arabica,2015,84.67
Guatemala,Washed / Wet,Arabica,2015,84.25
Guatemala,Washed / Wet,Arabica,2015,84.0
Guatemala,Washed / Wet,Arabica,2015,83.17
Guatemala,Washed / Wet,Arabica,2015,83.17
Guatemala,Washed / Wet,Arabica,2015,83.0
Guatemala,Washed / Wet,Arabica,2015,83.0
Guatemala,Washed / Wet,Arabica,2015,83.0
Guatemala,Washed / Wet,Arabica,2015,82.83
Guatemala,Washed / Wet,Arabica,2015,82.33
Guatemala,Washed / Wet,Arabica,2015,81.83
Guatemala,Washed / Wet,Arabica,2015,81.0
Guatemala,Washed / Wet,Arabica,2015,80.75
Guatemala,Washed / Wet,Arabica,2015,79.17
Guatemala,Washed / Wet,Arabica,2016,85.92
Guatemala,Washed / Wet,Arabica,2016,84.25
Guatemala,Washed / Wet,Arabica,2016,84.17
Guatemala,Washed / Wet,Arabica,2016,84.17
Guatemala,Washed / Wet,Arabica,2016,84.17
Guatemala,Washed / Wet,Arabica,2016,84.08
Guatemala,Washed / Wet,Arabica,2016,83.83
Guatemala,Washed / Wet,Arabica,2016,83.58
Guatemala,Washed / Wet,Arabica,2016,83.5
Guatemala,Washed / Wet,Arabica,2016,83.25
Guatemala,Washed / Wet,Arabica,2016,83.17
Guatemala,Washed / Wet,Arabica,2016,82.5
Guatemala,Washed / Wet,Arabica,2016,82.42
Guatemala,Washed / Wet,Arabica,2016,82.25
Guatemala,Washed / Wet,Arabica,2016,81.42
Guatemala,Washed / Wet,Arabica,2016,81.0
Guatemala,Washed / Wet,Arabica,2016,79.75
Guatemala,Washed / Wet,Arabica,2016,79.67
Guatemala,Washed / Wet,Arabica,2016,79.17
Guatemala,Washed / Wet,Arabica,2017,84.17
Guatemala,Washed / Wet,Arabica,2017,83.42
Guatemala,Washed / Wet,Arabica,2017,83.17
Guatemala,Washed / Wet,Arabica,2017,82.83
Guatemala,Washed / Wet,Arabica,2017,82.75
Guatemala,Washed / Wet,Arabica,2017,82.75
Guatemala,Washed / Wet,Arabica,2017,82.75
Guatemala,Washed / Wet,Arabica,2017,82.75
Guatemala,Washed / Wet,Arabica,2017,82.75
Guatemala,Washed / Wet,Arabica,2017,82.58
Guatemala,Washed / Wet,Arabica,2017,82.42
Guatemala,Washed / Wet,Arabica,2017,82.42
Guatemala,Washed / Wet,Arabica,2017,81.92
Guatemala,Washed / Wet,Arabica,2017,81.92
Guatemala,Washed / Wet,Arabica,2017,81.83
Guatemala,Washed / Wet,Arabica,2017,81.75
Guatemala,Washed / Wet,Arabica,2017,81.67
Guatemala,Washed / Wet,Arabica,2017,81.67
Guatemala,Washed / Wet,Arabica,2017,81.58
Guatemala,Washed / Wet,Arabica,2017,81.5
Guatemala,Washed / Wet,Arabica,2017,80.92
Guatemala,Washed / Wet,Arabica,2017,80.5
Guatemala,Washed / Wet,Arabica,2017,79.83
Guatemala,Washed / Wet,Arabica,2017,79.17
Guatemala,Washed / Wet,Arabica,2017,79.08
Kenya,Washed / Wet,Arabica,2012,85.33
Kenya,Washed / Wet,Arabica,2012,85.33
Kenya,Washed / Wet,Arabica,2012,85.0
Kenya,Washed / Wet,Arabica,2012,84.67
Kenya,Washed / Wet,Arabica,2012,84.5
Kenya,Washed / Wet,Arabica,2012,84.0
Kenya,Washed / Wet,Arabica,2012,84.0
Kenya,Washed / Wet,Arabica,2013,86.25
Kenya,Washed / Wet,Arabica,2013,86.0
Kenya,Washed / Wet,Arabica,2013,84.58
Kenya,Washed / Wet,Arabica,2013,84.58
Kenya,Washed / Wet,Arabica,2013,84.17
Kenya,Washed / Wet,Arabica,2014,84.75
Kenya,Washed / Wet,Arabica,2014,83.17
Kenya,Washed / Wet,Arabica,2015,85.0
Kenya,Washed / Wet,Arabica,2017,83.67
Kenya,Washed / Wet,Arabica,2017,82.83
Kenya,Washed / Wet,Arabica,2017,80.92
Kenya,Washed / Wet,Arabica,2017,79.83
Costa Rica,Washed / Wet,Arabica,2012,84.67
Costa Rica,Washed / Wet,Arabica,2012,79.17
Costa Rica,Washed / Wet,Arabica,2013,83.83
Costa Rica,Washed / Wet,Arabica,2013,83.33
Costa Rica,Washed / Wet,Arabica,2013,83.0
Costa Rica,Washed / Wet,Arabica,2013,82.58
Costa Rica,Washed / Wet,Arabica,2013,82.08
Costa Rica,Washed / Wet,Arabica,2013,82.0
Costa Rica,Washed / Wet,Arabica,2013,81.67
Costa Rica,Washed / Wet,Arabica,2013,79.75
Costa Rica,Washed / Wet,Arabica,2014,87.17
Costa Rica,Washed / Wet,Arabica,2014,85.33
Costa Rica,Washed / Wet,Arabica,2014,85.33
Costa Rica,Washed / Wet,Arabica,2014,84.67
Costa Rica,Washed / Wet,Arabica,2014,84.17
Costa Rica,Washed / Wet,Arabica,2014,83.33
Costa Rica,Washed / Wet,Arabica,2014,83.08
Costa Rica,Washed / Wet,Arabica,2014,81.5
Costa Rica,Washed / Wet,Arabica,2014,81.17
Costa Rica,Washed / Wet,Arabica,2014,81.08
Costa Rica,Washed / Wet,Arabica,2014,80.75
Costa Rica,Washed / Wet,Arabica,2014,77.92
Costa Rica,Washed / Wet,Arabica,2014,71.75
Costa Rica,Washed / Wet,Arabica,2015,84.67
Costa Rica,Washed / Wet,Arabica,2015,83.83
Costa Rica,Washed / Wet,Arabica,2015,83.5
Costa Rica,Washed / Wet,Arabica,2015,83.25
Costa Rica,Washed / Wet,Arabica,2015,82.33
Costa Rica,Washed / Wet,Arabica,2015,82.33
Costa Rica,Washed / Wet,Arabica,2015,82.08
Costa Rica,Washed / Wet,Arabica,2015,81.83
Costa Rica,Washed / Wet,Arabica,2015,81.58
Costa Rica,Washed / Wet,Arabica,2015,81.17
Costa Rica,Washed / Wet,Arabica,2015,80.67
Costa Rica,Washed / Wet,Arabica,2016,85.0
Costa Rica,Washed / Wet,Arabica,2016,84.17
Costa Rica,Washed / Wet,Arabica,2016,83.42
Costa Rica,Washed / Wet,Arabica,2016,82.75
Costa Rica,Washed / Wet,Arabica,2017,84.0
Honduras,Washed / Wet,Arabica,2012,82.42
Honduras,Washed / Wet,Arabica,2012,81.92
Honduras,Washed / Wet,Arabica,2014,84.75
Honduras,Washed / Wet,Arabica,2014,82.0
Honduras,Washed / Wet,Arabica,2014,81.33
Honduras,Washed / Wet,Arabica,2014,80.58
Honduras,Washed / Wet,Arabica,2014,79.0
Honduras,Washed / Wet,Arabica,2014,73.42
Honduras,Washed / Wet,Arabica,2014,69.33
Honduras,Washed / Wet,Arabica,2014,69.17
Honduras,Washed / Wet,Arabica,2014,69.17
Honduras,Washed / Wet,Arabica,2015,82.25
Honduras,Washed / Wet,Arabica,2015,82.17
Honduras,Washed / Wet,Arabica,2015,82.17
Honduras,Washed / Wet,Arabica,2015,81.83
Honduras,Washed / Wet,Arabica,2015,81.42
Honduras,Washed / Wet,Arabica,2015,81.33
Honduras,Washed / Wet,Arabica,2015,81.25
Honduras,Washed / Wet,Arabica,2015,80.75
Honduras,Washed / Wet,Arabica,2015,80.17
Honduras,Washed / Wet,Arabica,2016,84.33
Honduras,Washed / Wet,Arabica,2016,83.67
Honduras,Washed / Wet,Arabica,2016,83.17
Honduras,Washed / Wet,Arabica,2016,81.67
Honduras,Washed / Wet,Arabica,2017,84.0
Honduras,Washed / Wet,Arabica,2017,82.5
Honduras,Washed / Wet,Arabica,2017,82.42
Honduras,Washed / Wet,Arabica,2017,82.33
Honduras,Washed / Wet,Arabica,2017,81.92
Honduras,Washed / Wet,Arabica,2017,81.5
Honduras,Washed / Wet,Arabica,2017,80.5
Honduras,Washed / Wet,Arabica,2017,79.17
United States,Other,Arabica,2014,82.83
Indonesia,Other,Arabica,2014,81.83
Indonesia,Other,Arabica,2015,81.83
Indonesia,Other,Arabica,2017,84.42
Indonesia,Other,Arabica,2017,82.75
Guatemala,Other,Arabica,2014,84.25
Guatemala,Other,Arabica,2014,84.0
Costa Rica,Other,Arabica,2014,84.67
Brazil,Semi-washed,Arabica,2012,83.58
Brazil,Semi-washed,Arabica,2012,83.25
Brazil,Semi-washed,Arabica,2012,82.42
Brazil,Semi-washed,Arabica,2012,82.0
Brazil,Semi-washed,Arabica,2012,82.0
Brazil,Semi-washed,Arabica,2014,83.42
Indonesia,Semi-washed,Arabica,2012,85.17
Indonesia,Semi-washed,Arabica,2013,81.67
Indonesia,Semi-washed,Arabica,2015,83.5
Indonesia,Semi-washed,Arabica,2015,82.58
Indonesia,Semi-washed,Arabica,2015,80.67
Mexico,Semi-washed,Arabica,2012,84.92
Mexico,Semi-washed,Arabica,2012,83.0
Mexico,Semi-washed,Arabica,2012,82.5
Mexico,Semi-washed,Arabica,2012,81.92
Mexico,Semi-washed,Arabica,2012,81.83
Mexico,Semi-washed,Arabica,2012,81.5
Mexico,Semi-washed,Arabica,2012,80.83
Mexico,Semi-washed,Arabica,2012,79.0
Mexico,Semi-washed,Arabica,2012,78.75
Uganda,Semi-washed,Arabica,2014,86.0
Costa Rica,Semi-washed,Arabica,2012,84.58
Brazil,Pulped natural / honey,Arabica,2015,83.08
Brazil,Pulped natural / honey,Arabica,2015,82.83
Brazil,Pulped natural / honey,Arabica,2015,82.75
Brazil,Pulped natural / honey,Arabica,2016,82.58
Costa Rica,Pulped natural / honey,Arabica,2016,83.25
Costa Rica,Pulped natural / honey,Arabica,2016,81.83
