Product,Product Line,Market Size,State,Profit,Sales
Amaretto,Beans,Small Market,Utah,38,148
Amaretto,Beans,Small Market,Utah,36,142
Amaretto,Beans,Small Market,Utah,32,132
Amaretto,Beans,Small Market,Utah,24,110
Amaretto,Beans,Small Market,Utah,33,136
Amaretto,Beans,Small Market,Utah,36,142
Amaretto,Beans,Small Market,Utah,39,150
Amaretto,Beans,Small Market,Utah,36,139
Amaretto,Beans,Small Market,Utah,73,190
Amaretto,Beans,Small Market,Utah,68,176
Amaretto,Beans,Small Market,Utah,67,174
Amaretto,Beans,Small Market,Utah,70,178
Amaretto,Beans,Small Market,Utah,52,147
Amaretto,Beans,Small Market,Utah,50,141
Amaretto,Beans,Small Market,Utah,44,131
Amaretto,Beans,Small Market,Utah,33,109
Amaretto,Beans,Small Market,Utah,49,145
Amaretto,Beans,Small Market,Utah,53,151
Amaretto,Beans,Small Market,Utah,58,160
Amaretto,Beans,Small Market,Utah,53,148
Colombian,Beans,Small Market,Utah,30,130
Colombian,Beans,Small Market,Utah,30,130
Colombian,Beans,Small Market,Utah,26,124
Colombian,Beans,Small Market,Utah,25,119
Colombian,Beans,Small Market,Utah,22,113
Colombian,Beans,Small Market,Utah,19,108
Colombian,Beans,Small Market,Utah,16,100
Colombian,Beans,Small Market,Utah,15,98
Colombian,Beans,Small Market,Utah,22,113
Colombian,Beans,Small Market,Utah,22,111
Colombian,Beans,Small Market,Utah,27,124
Colombian,Beans,Small Market,Utah,21,114
Colombian,Beans,Small Market,Utah,47,145
Colombian,Beans,Small Market,Utah,45,139
Colombian,Beans,Small Market,Utah,39,132
Colombian,Beans,Small Market,Utah,37,127
Colombian,Beans,Small Market,Utah,30,112
Colombian,Beans,Small Market,Utah,26,107
Colombian,Beans,Small Market,Utah,22,99
Colombian,Beans,Small Market,Utah,21,97
Colombian,Beans,Small Market,Utah,33,120
Colombian,Beans,Small Market,Utah,33,118
Colombian,Beans,Small Market,Utah,40,132
Colombian,Beans,Small Market,Utah,31,121
Green Tea,Leaves,Small Market,Utah,-9,65
Green Tea,Leaves,Small Market,Utah,-6,68
Green Tea,Leaves,Small Market,Utah,-4,75
Green Tea,Leaves,Small Market,Utah,-8,65
Green Tea,Leaves,Small Market,Utah,-3,76
Green Tea,Leaves,Small Market,Utah,-3,78
Green Tea,Leaves,Small Market,Utah,1,89
Green Tea,Leaves,Small Market,Utah,-9,65
Green Tea,Leaves,Small Market,Utah,-13,54
Green Tea,Leaves,Small Market,Utah,-12,56
Green Tea,Leaves,Small Market,Utah,-3,76
Green Tea,Leaves,Small Market,Utah,-15,45
Green Tea,Leaves,Small Market,Utah,-14,73
Green Tea,Leaves,Small Market,Utah,-9,72
Green Tea,Leaves,Small Market,Utah,-6,80
Green Tea,Leaves,Small Market,Utah,-12,69
Green Tea,Leaves,Small Market,Utah,-4,75
Green Tea,Leaves,Small Market,Utah,-4,77
Green Tea,Leaves,Small Market,Utah,1,88
Green Tea,Leaves,Small Market,Utah,-12,64
Green Tea,Leaves,Small Market,Utah,-19,58
Green Tea,Leaves,Small Market,Utah,-18,60
Green Tea,Leaves,Small Market,Utah,-4,81
Green Tea,Leaves,Small Market,Utah,-22,48
Caffe Mocha,Beans,Small Market,Utah,34,112
Caffe Mocha,Beans,Small Market,Utah,35,112
Caffe Mocha,Beans,Small Market,Utah,34,110
Caffe Mocha,Beans,Small Market,Utah,37,119
Caffe Mocha,Beans,Small Market,Utah,36,111
Caffe Mocha,Beans,Small Market,Utah,35,111
Caffe Mocha,Beans,Small Market,Utah,32,106
Caffe Mocha,Beans,Small Market,Utah,62,176
Caffe Mocha,Beans,Small Market,Utah,56,159
Caffe Mocha,Beans,Small Market,Utah,87,236
Caffe Mocha,Beans,Small Market,Utah,85,231
Caffe Mocha,Beans,Small Market,Utah,77,214
Caffe Mocha,Beans,Small Market,Utah,53,125
Caffe Mocha,Beans,Small Market,Utah,52,119
Caffe Mocha,Beans,Small Market,Utah,50,117
Caffe Mocha,Beans,Small Market,Utah,55,127
Caffe Mocha,Beans,Small Market,Utah,50,110
Caffe Mocha,Beans,Small Market,Utah,48,110
Caffe Mocha,Beans,Small Market,Utah,44,105
Caffe Mocha,Beans,Small Market,Utah,86,174
Caffe Mocha,Beans,Small Market,Utah,83,169
Caffe Mocha,Beans,Small Market,Utah,129,251
Caffe Mocha,Beans,Small Market,Utah,126,246
Caffe Mocha,Beans,Small Market,Utah,114,228
Decaf Espresso,Beans,Small Market,Utah,47,123
Decaf Espresso,Beans,Small Market,Utah,48,123
Decaf Espresso,Beans,Small Market,Utah,47,121
Decaf Espresso,Beans,Small Market,Utah,43,115
Decaf Espresso,Beans,Small Market,Utah,42,109
Decaf Espresso,Beans,Small Market,Utah,34,92
Decaf Espresso,Beans,Small Market,Utah,31,87
Decaf Espresso,Beans,Small Market,Utah,28,83
Decaf Espresso,Beans,Small Market,Utah,40,108
Decaf Espresso,Beans,Small Market,Utah,37,99
Decaf Espresso,Beans,Small Market,Utah,52,132
Decaf Espresso,Beans,Small Market,Utah,47,123
Decaf Espresso,Beans,Small Market,Utah,73,138
Decaf Espresso,Beans,Small Market,Utah,71,131
Decaf Espresso,Beans,Small Market,Utah,70,129
Decaf Espresso,Beans,Small Market,Utah,64,123
Decaf Espresso,Beans,Small Market,Utah,58,108
Decaf Espresso,Beans,Small Market,Utah,47,91
Decaf Espresso,Beans,Small Market,Utah,43,86
Decaf Espresso,Beans,Small Market,Utah,39,82
Decaf Espresso,Beans,Small Market,Utah,59,115
Decaf Espresso,Beans,Small Market,Utah,55,106
Decaf Espresso,Beans,Small Market,Utah,77,141
Decaf Espresso,Beans,Small Market,Utah,70,131
Chamomile,Leaves,Small Market,Utah,21,93
Chamomile,Leaves,Small Market,Utah,24,101
Chamomile,Leaves,Small Market,Utah,28,107
Chamomile,Leaves,Small Market,Utah,34,121
Chamomile,Leaves,Small Market,Utah,34,125
Chamomile,Leaves,Small Market,Utah,42,138
Chamomile,Leaves,Small Market,Utah,48,151
Chamomile,Leaves,Small Market,Utah,49,151
Chamomile,Leaves,Small Market,Utah,34,120
Chamomile,Leaves,Small Market,Utah,33,120
Chamomile,Leaves,Small Market,Utah,30,113
Chamomile,Leaves,Small Market,Utah,36,127
Chamomile,Leaves,Small Market,Utah,33,104
Chamomile,Leaves,Small Market,Utah,36,108
Chamomile,Leaves,Small Market,Utah,42,114
Chamomile,Leaves,Small Market,Utah,50,129
Chamomile,Leaves,Small Market,Utah,47,124
Chamomile,Leaves,Small Market,Utah,58,137
Chamomile,Leaves,Small Market,Utah,66,150
Chamomile,Leaves,Small Market,Utah,68,150
Chamomile,Leaves,Small Market,Utah,50,128
Chamomile,Leaves,Small Market,Utah,49,128
Chamomile,Leaves,Small Market,Utah,45,120
Chamomile,Leaves,Small Market,Utah,53,135
Lemon,Leaves,Small Market,Utah,25,120
Lemon,Leaves,Small Market,Utah,24,114
Lemon,Leaves,Small Market,Utah,26,119
Lemon,Leaves,Small Market,Utah,28,125
Lemon,Leaves,Small Market,Utah,32,132
Lemon,Leaves,Small Market,Utah,42,156
Lemon,Leaves,Small Market,Utah,44,160
Lemon,Leaves,Small Market,Utah,44,160
Lemon,Leaves,Small Market,Utah,34,139
Lemon,Leaves,Small Market,Utah,23,114
Lemon,Leaves,Small Market,Utah,20,109
Lemon,Leaves,Small Market,Utah,28,122
Lemon,Leaves,Small Market,Utah,39,134
Lemon,Leaves,Small Market,Utah,36,121
Lemon,Leaves,Small Market,Utah,39,127
Lemon,Leaves,Small Market,Utah,42,133
Lemon,Leaves,Small Market,Utah,44,131
Lemon,Leaves,Small Market,Utah,58,155
Lemon,Leaves,Small Market,Utah,61,159
Lemon,Leaves,Small Market,Utah,61,159
Lemon,Leaves,Small Market,Utah,50,148
Lemon,Leaves,Small Market,Utah,34,121
Lemon,Leaves,Small Market,Utah,30,116
Lemon,Leaves,Small Market,Utah,42,130
Mint,Leaves,Small Market,Utah,-40,99
Mint,Leaves,Small Market,Utah,-31,102
Mint,Leaves,Small Market,Utah,-32,106
Mint,Leaves,Small Market,Utah,-11,133
Mint,Leaves,Small Market,Utah,-15,136
Mint,Leaves,Small Market,Utah,-33,141
Mint,Leaves,Small Market,Utah,-12,169
Mint,Leaves,Small Market,Utah,-41,139
Mint,Leaves,Small Market,Utah,-45,115
Mint,Leaves,Small Market,Utah,-27,109
Mint,Leaves,Small Market,Utah,-8,122
Mint,Leaves,Small Market,Utah,17,160
Mint,Leaves,Small Market,Utah,-62,111
Mint,Leaves,Small Market,Utah,-46,109
Mint,Leaves,Small Market,Utah,-47,113
Mint,Leaves,Small Market,Utah,-16,142
Mint,Leaves,Small Market,Utah,-21,135
Mint,Leaves,Small Market,Utah,-46,140
Mint,Leaves,Small Market,Utah,-17,167
Mint,Leaves,Small Market,Utah,-57,138
Mint,Leaves,Small Market,Utah,-67,123
Mint,Leaves,Small Market,Utah,-40,116
Mint,Leaves,Small Market,Utah,-12,130
Mint,Leaves,Small Market,Utah,25,171
Earl Grey,Leaves,Small Market,Utah,9,82
Earl Grey,Leaves,Small Market,Utah,9,82
Earl Grey,Leaves,Small Market,Utah,10,85
Earl Grey,Leaves,Small Market,Utah,11,88
Earl Grey,Leaves,Small Market,Utah,14,92
Earl Grey,Leaves,Small Market,Utah,14,96
Earl Grey,Leaves,Small Market,Utah,17,103
Earl Grey,Leaves,Small Market,Utah,19,105
Earl Grey,Leaves,Small Market,Utah,12,91
Earl Grey,Leaves,Small Market,Utah,14,92
Earl Grey,Leaves,Small Market,Utah,9,82
Earl Grey,Leaves,Small Market,Utah,12,89
Earl Grey,Leaves,Small Market,Utah,14,92
Earl Grey,Leaves,Small Market,Utah,13,87
Earl Grey,Leaves,Small Market,Utah,15,91
Earl Grey,Leaves,Small Market,Utah,16,94
Earl Grey,Leaves,Small Market,Utah,19,91
Earl Grey,Leaves,Small Market,Utah,19,95
Earl Grey,Leaves,Small Market,Utah,23,102
Earl Grey,Leaves,Small Market,Utah,26,104
Earl Grey,Leaves,Small Market,Utah,18,97
Earl Grey,Leaves,Small Market,Utah,21,98
Earl Grey,Leaves,Small Market,Utah,13,87
Earl Grey,Leaves,Small Market,Utah,18,95
Caffe Latte,Beans,Small Market,Utah,44,114
Caffe Latte,Beans,Small Market,Utah,38,103
Caffe Latte,Beans,Small Market,Utah,45,118
Caffe Latte,Beans,Small Market,Utah,43,112
Caffe Latte,Beans,Small Market,Utah,36,97
Caffe Latte,Beans,Small Market,Utah,31,89
Caffe Latte,Beans,Small Market,Utah,36,96
Caffe Latte,Beans,Small Market,Utah,28,80
Caffe Latte,Beans,Small Market,Utah,27,79
Caffe Latte,Beans,Small Market,Utah,28,79
Caffe Latte,Beans,Small Market,Utah,27,81
Caffe Latte,Beans,Small Market,Utah,26,77
Caffe Latte,Beans,Small Market,Utah,69,128
Caffe Latte,Beans,Small Market,Utah,56,110
Caffe Latte,Beans,Small Market,Utah,67,126
Caffe Latte,Beans,Small Market,Utah,64,119
Caffe Latte,Beans,Small Market,Utah,50,96
Caffe Latte,Beans,Small Market,Utah,43,88
Caffe Latte,Beans,Small Market,Utah,50,95
Caffe Latte,Beans,Small Market,Utah,39,79
Caffe Latte,Beans,Small Market,Utah,40,84
Caffe Latte,Beans,Small Market,Utah,42,84
Caffe Latte,Beans,Small Market,Utah,40,86
Caffe Latte,Beans,Small Market,Utah,39,82
Amaretto,Beans,Major Market,California,-2,145
Amaretto,Beans,Major Market,California,-27,132
Amaretto,Beans,Major Market,California,-41,125
Amaretto,Beans,Major Market,California,-76,110
Amaretto,Beans,Major Market,California,-84,106
Amaretto,Beans,Major Market,California,-113,96
Amaretto,Beans,Major Market,California,-138,87
Amaretto,Beans,Major Market,California,-139,87
Amaretto,Beans,Major Market,California,-74,109
Amaretto,Beans,Major Market,California,-74,109
Amaretto,Beans,Major Market,California,-56,116
Amaretto,Beans,Major Market,California,-88,102
Amaretto,Beans,Major Market,California,-3,162
Amaretto,Beans,Major Market,California,-40,141
Amaretto,Beans,Major Market,California,-61,133
Amaretto,Beans,Major Market,California,-113,117
Amaretto,Beans,Major Market,California,-116,105
Amaretto,Beans,Major Market,California,-156,95
Amaretto,Beans,Major Market,California,-190,86
Amaretto,Beans,Major Market,California,-192,86
Amaretto,Beans,Major Market,California,-110,116
Amaretto,Beans,Major Market,California,-110,116
Amaretto,Beans,Major Market,California,-83,124
Amaretto,Beans,Major Market,California,-131,109
Colombian,Beans,Major Market,California,262,678
Colombian,Beans,Major Market,California,245,645
Colombian,Beans,Major Market,California,259,675
Colombian,Beans,Major Market,California,276,712
Colombian,Beans,Major Market,California,295,756
Colombian,Beans,Major Market,California,357,890
Colombian,Beans,Major Market,California,370,912
Colombian,Beans,Major Market,California,368,910
Colombian,Beans,Major Market,California,313,790
Colombian,Beans,Major Market,California,247,650
Colombian,Beans,Major Market,California,235,623
Colombian,Beans,Major Market,California,271,699
Colombian,Beans,Major Market,California,408,759
Colombian,Beans,Major Market,California,364,687
Colombian,Beans,Major Market,California,384,719
Colombian,Beans,Major Market,California,410,759
Colombian,Beans,Major Market,California,407,749
Colombian,Beans,Major Market,California,493,882
Colombian,Beans,Major Market,California,511,904
Colombian,Beans,Major Market,California,508,902
Colombian,Beans,Major Market,California,465,842
Colombian,Beans,Major Market,California,367,693
Colombian,Beans,Major Market,California,349,664
Colombian,Beans,Major Market,California,402,745
Green Tea,Leaves,Major Market,California,54,180
Green Tea,Leaves,Major Market,California,58,189
Green Tea,Leaves,Major Market,California,54,180
Green Tea,Leaves,Major Market,California,48,170
Green Tea,Leaves,Major Market,California,43,160
Green Tea,Leaves,Major Market,California,32,135
Green Tea,Leaves,Major Market,California,30,131
Green Tea,Leaves,Major Market,California,30,131
Green Tea,Leaves,Major Market,California,39,150
Green Tea,Leaves,Major Market,California,56,182
Green Tea,Leaves,Major Market,California,59,189
Green Tea,Leaves,Major Market,California,47,168
Green Tea,Leaves,Major Market,California,84,201
Green Tea,Leaves,Major Market,California,86,201
Green Tea,Leaves,Major Market,California,80,192
Green Tea,Leaves,Major Market,California,71,181
Green Tea,Leaves,Major Market,California,59,159
Green Tea,Leaves,Major Market,California,44,134
Green Tea,Leaves,Major Market,California,41,130
Green Tea,Leaves,Major Market,California,41,130
Green Tea,Leaves,Major Market,California,58,160
Green Tea,Leaves,Major Market,California,83,194
Green Tea,Leaves,Major Market,California,88,201
Green Tea,Leaves,Major Market,California,70,179
Caffe Mocha,Beans,Major Market,California,17,250
Caffe Mocha,Beans,Major Market,California,26,290
Caffe Mocha,Beans,Major Market,California,27,298
Caffe Mocha,Beans,Major Market,California,26,298
Caffe Mocha,Beans,Major Market,California,25,289
Caffe Mocha,Beans,Major Market,California,36,345
Caffe Mocha,Beans,Major Market,California,45,387
Caffe Mocha,Beans,Major Market,California,50,412
Caffe Mocha,Beans,Major Market,California,26,290
Caffe Mocha,Beans,Major Market,California,27,298
Caffe Mocha,Beans,Major Market,California,26,289
Caffe Mocha,Beans,Major Market,California,31,322
Caffe Mocha,Beans,Major Market,California,26,280
Caffe Mocha,Beans,Major Market,California,39,309
Caffe Mocha,Beans,Major Market,California,40,318
Caffe Mocha,Beans,Major Market,California,39,318
Caffe Mocha,Beans,Major Market,California,35,286
Caffe Mocha,Beans,Major Market,California,50,342
Caffe Mocha,Beans,Major Market,California,62,384
Caffe Mocha,Beans,Major Market,California,69,408
Caffe Mocha,Beans,Major Market,California,39,309
Caffe Mocha,Beans,Major Market,California,40,318
Caffe Mocha,Beans,Major Market,California,39,308
Caffe Mocha,Beans,Major Market,California,46,343
Decaf Espresso,Beans,Major Market,California,203,546
Decaf Espresso,Beans,Major Market,California,202,545
Decaf Espresso,Beans,Major Market,California,211,567
Decaf Espresso,Beans,Major Market,California,220,587
Decaf Espresso,Beans,Major Market,California,230,612
Decaf Espresso,Beans,Major Market,California,240,634
Decaf Espresso,Beans,Major Market,California,259,678
Decaf Espresso,Beans,Major Market,California,262,687
Decaf Espresso,Beans,Major Market,California,220,589
Decaf Espresso,Beans,Major Market,California,225,598
Decaf Espresso,Beans,Major Market,California,197,532
Decaf Espresso,Beans,Major Market,California,216,576
Decaf Espresso,Beans,Major Market,California,316,611
Decaf Espresso,Beans,Major Market,California,300,581
Decaf Espresso,Beans,Major Market,California,313,604
Decaf Espresso,Beans,Major Market,California,326,626
Decaf Espresso,Beans,Major Market,California,317,607
Decaf Espresso,Beans,Major Market,California,331,628
Decaf Espresso,Beans,Major Market,California,357,672
Decaf Espresso,Beans,Major Market,California,362,681
Decaf Espresso,Beans,Major Market,California,326,628
Decaf Espresso,Beans,Major Market,California,334,637
Decaf Espresso,Beans,Major Market,California,292,567
Decaf Espresso,Beans,Major Market,California,321,614
Chamomile,Leaves,Major Market,California,102,234
Chamomile,Leaves,Major Market,California,100,232
Chamomile,Leaves,Major Market,California,101,234
Chamomile,Leaves,Major Market,California,106,245
Chamomile,Leaves,Major Market,California,111,256
Chamomile,Leaves,Major Market,California,133,301
Chamomile,Leaves,Major Market,California,139,312
Chamomile,Leaves,Major Market,California,143,323
Chamomile,Leaves,Major Market,California,105,245
Chamomile,Leaves,Major Market,California,115,265
Chamomile,Leaves,Major Market,California,84,198
Chamomile,Leaves,Major Market,California,89,210
Chamomile,Leaves,Major Market,California,159,262
Chamomile,Leaves,Major Market,California,148,247
Chamomile,Leaves,Major Market,California,150,249
Chamomile,Leaves,Major Market,California,157,261
Chamomile,Leaves,Major Market,California,153,254
Chamomile,Leaves,Major Market,California,184,298
Chamomile,Leaves,Major Market,California,192,309
Chamomile,Leaves,Major Market,California,197,320
Chamomile,Leaves,Major Market,California,156,261
Chamomile,Leaves,Major Market,California,171,282
Chamomile,Leaves,Major Market,California,125,211
Chamomile,Leaves,Major Market,California,132,224
Lemon,Leaves,Major Market,California,160,452
Lemon,Leaves,Major Market,California,164,465
Lemon,Leaves,Major Market,California,165,467
Lemon,Leaves,Major Market,California,162,456
Lemon,Leaves,Major Market,California,183,512
Lemon,Leaves,Major Market,California,192,532
Lemon,Leaves,Major Market,California,205,567
Lemon,Leaves,Major Market,California,249,678
Lemon,Leaves,Major Market,California,196,546
Lemon,Leaves,Major Market,California,186,520
Lemon,Leaves,Major Market,California,174,490
Lemon,Leaves,Major Market,California,188,525
Lemon,Leaves,Major Market,California,249,506
Lemon,Leaves,Major Market,California,243,496
Lemon,Leaves,Major Market,California,245,498
Lemon,Leaves,Major Market,California,240,486
Lemon,Leaves,Major Market,California,253,507
Lemon,Leaves,Major Market,California,265,527
Lemon,Leaves,Major Market,California,283,562
Lemon,Leaves,Major Market,California,344,672
Lemon,Leaves,Major Market,California,291,582
Lemon,Leaves,Major Market,California,276,554
Lemon,Leaves,Major Market,California,258,522
Lemon,Leaves,Major Market,California,279,559
Mint,Leaves,Major Market,California,67,190
Mint,Leaves,Major Market,California,68,190
Mint,Leaves,Major Market,California,69,193
Mint,Leaves,Major Market,California,62,178
Mint,Leaves,Major Market,California,67,190
Mint,Leaves,Major Market,California,67,190
Mint,Leaves,Major Market,California,72,199
Mint,Leaves,Major Market,California,38,120
Mint,Leaves,Major Market,California,43,132
Mint,Leaves,Major Market,California,26,90
Mint,Leaves,Major Market,California,27,92
Mint,Leaves,Major Market,California,29,99
Mint,Leaves,Major Market,California,104,213
Mint,Leaves,Major Market,California,101,202
Mint,Leaves,Major Market,California,102,206
Mint,Leaves,Major Market,California,92,190
Mint,Leaves,Major Market,California,92,188
Mint,Leaves,Major Market,California,92,188
Mint,Leaves,Major Market,California,99,197
Mint,Leaves,Major Market,California,52,119
Mint,Leaves,Major Market,California,64,141
Mint,Leaves,Major Market,California,39,96
Mint,Leaves,Major Market,California,40,98
Mint,Leaves,Major Market,California,43,106
Earl Grey,Leaves,Major Market,California,54,134
Earl Grey,Leaves,Major Market,California,80,189
Earl Grey,Leaves,Major Market,California,84,198
Earl Grey,Leaves,Major Market,California,83,198
Earl Grey,Leaves,Major Market,California,89,210
Earl Grey,Leaves,Major Market,California,98,230
Earl Grey,Leaves,Major Market,California,98,230
Earl Grey,Leaves,Major Market,California,105,245
Earl Grey,Leaves,Major Market,California,84,199
Earl Grey,Leaves,Major Market,California,79,187
Earl Grey,Leaves,Major Market,California,47,123
Earl Grey,Leaves,Major Market,California,53,133
Earl Grey,Leaves,Major Market,California,84,150
Earl Grey,Leaves,Major Market,California,119,201
Earl Grey,Leaves,Major Market,California,125,211
Earl Grey,Leaves,Major Market,California,123,211
Earl Grey,Leaves,Major Market,California,123,208
Earl Grey,Leaves,Major Market,California,135,228
Earl Grey,Leaves,Major Market,California,135,228
Earl Grey,Leaves,Major Market,California,145,243
Earl Grey,Leaves,Major Market,California,125,212
Earl Grey,Leaves,Major Market,California,117,199
Earl Grey,Leaves,Major Market,California,70,131
Earl Grey,Leaves,Major Market,California,79,142
Caffe Latte,Beans,Major Market,California,140,456
Caffe Latte,Beans,Major Market,California,142,457
Caffe Latte,Beans,Major Market,California,149,478
Caffe Latte,Beans,Major Market,California,148,478
Caffe Latte,Beans,Major Market,California,165,521
Caffe Latte,Beans,Major Market,California,165,521
Caffe Latte,Beans,Major Market,California,167,532
Caffe Latte,Beans,Major Market,California,167,532
Caffe Latte,Beans,Major Market,California,156,498
Caffe Latte,Beans,Major Market,California,149,478
Caffe Latte,Beans,Major Market,California,129,423
Caffe Latte,Beans,Major Market,California,157,501
Caffe Latte,Beans,Major Market,California,218,510
Caffe Latte,Beans,Major Market,California,211,487
Caffe Latte,Beans,Major Market,California,221,509
Caffe Latte,Beans,Major Market,California,220,509
Caffe Latte,Beans,Major Market,California,228,516
Caffe Latte,Beans,Major Market,California,228,516
Caffe Latte,Beans,Major Market,California,230,527
Caffe Latte,Beans,Major Market,California,230,527
Caffe Latte,Beans,Major Market,California,232,531
Caffe Latte,Beans,Major Market,California,221,509
Caffe Latte,Beans,Major Market,California,191,451
Caffe Latte,Beans,Major Market,California,233,534
Amaretto,Beans,Small Market,Oregon,1,150
Amaretto,Beans,Small Market,Oregon,-4,129
Amaretto,Beans,Small Market,Oregon,-3,125
Amaretto,Beans,Small Market,Oregon,-3,125
Amaretto,Beans,Small Market,Oregon,-2,128
Amaretto,Beans,Small Market,Oregon,-6,107
Amaretto,Beans,Small Market,Oregon,-10,95
Amaretto,Beans,Small Market,Oregon,-11,89
Amaretto,Beans,Small Market,Oregon,-3,126
Amaretto,Beans,Small Market,Oregon,-5,122
Amaretto,Beans,Small Market,Oregon,-4,125
Amaretto,Beans,Small Market,Oregon,-7,112
Amaretto,Beans,Small Market,Oregon,2,168
Amaretto,Beans,Small Market,Oregon,-6,137
Amaretto,Beans,Small Market,Oregon,-4,133
Amaretto,Beans,Small Market,Oregon,-4,133
Amaretto,Beans,Small Market,Oregon,-3,127
Amaretto,Beans,Small Market,Oregon,-8,106
Amaretto,Beans,Small Market,Oregon,-14,94
Amaretto,Beans,Small Market,Oregon,-15,88
Amaretto,Beans,Small Market,Oregon,-4,134
Amaretto,Beans,Small Market,Oregon,-7,130
Amaretto,Beans,Small Market,Oregon,-6,133
Amaretto,Beans,Small Market,Oregon,-10,119
Colombian,Beans,Small Market,Oregon,28,160
Colombian,Beans,Small Market,Oregon,25,155
Colombian,Beans,Small Market,Oregon,24,149
Colombian,Beans,Small Market,Oregon,8,119
Colombian,Beans,Small Market,Oregon,8,116
Colombian,Beans,Small Market,Oregon,4,112
Colombian,Beans,Small Market,Oregon,0,94
Colombian,Beans,Small Market,Oregon,8,114
Colombian,Beans,Small Market,Oregon,18,137
Colombian,Beans,Small Market,Oregon,21,144
Colombian,Beans,Small Market,Oregon,14,128
Colombian,Beans,Small Market,Oregon,1,98
Colombian,Beans,Small Market,Oregon,44,179
Colombian,Beans,Small Market,Oregon,37,165
Colombian,Beans,Small Market,Oregon,36,159
Colombian,Beans,Small Market,Oregon,12,127
Colombian,Beans,Small Market,Oregon,11,115
Colombian,Beans,Small Market,Oregon,6,111
Colombian,Beans,Small Market,Oregon,0,93
Colombian,Beans,Small Market,Oregon,11,113
Colombian,Beans,Small Market,Oregon,27,146
Colombian,Beans,Small Market,Oregon,31,153
Colombian,Beans,Small Market,Oregon,21,136
Colombian,Beans,Small Market,Oregon,1,104
Green Tea,Leaves,Small Market,Oregon,67,200
Green Tea,Leaves,Small Market,Oregon,71,206
Green Tea,Leaves,Small Market,Oregon,74,214
Green Tea,Leaves,Small Market,Oregon,98,267
Green Tea,Leaves,Small Market,Oregon,101,273
Green Tea,Leaves,Small Market,Oregon,105,282
Green Tea,Leaves,Small Market,Oregon,129,336
Green Tea,Leaves,Small Market,Oregon,102,277
Green Tea,Leaves,Small Market,Oregon,81,230
Green Tea,Leaves,Small Market,Oregon,76,218
Green Tea,Leaves,Small Market,Oregon,89,245
Green Tea,Leaves,Small Market,Oregon,121,320
Green Tea,Leaves,Small Market,Oregon,104,224
Green Tea,Leaves,Small Market,Oregon,105,220
Green Tea,Leaves,Small Market,Oregon,110,228
Green Tea,Leaves,Small Market,Oregon,145,285
Green Tea,Leaves,Small Market,Oregon,139,271
Green Tea,Leaves,Small Market,Oregon,145,279
Green Tea,Leaves,Small Market,Oregon,178,333
Green Tea,Leaves,Small Market,Oregon,141,275
Green Tea,Leaves,Small Market,Oregon,120,245
Green Tea,Leaves,Small Market,Oregon,113,232
Green Tea,Leaves,Small Market,Oregon,132,261
Green Tea,Leaves,Small Market,Oregon,180,341
Caffe Mocha,Beans,Small Market,Oregon,33,140
Caffe Mocha,Beans,Small Market,Oregon,33,140
Caffe Mocha,Beans,Small Market,Oregon,32,134
Caffe Mocha,Beans,Small Market,Oregon,28,129
Caffe Mocha,Beans,Small Market,Oregon,27,123
Caffe Mocha,Beans,Small Market,Oregon,24,118
Caffe Mocha,Beans,Small Market,Oregon,20,110
Caffe Mocha,Beans,Small Market,Oregon,19,108
Caffe Mocha,Beans,Small Market,Oregon,28,125
Caffe Mocha,Beans,Small Market,Oregon,27,123
Caffe Mocha,Beans,Small Market,Oregon,33,138
Caffe Mocha,Beans,Small Market,Oregon,28,127
Caffe Mocha,Beans,Small Market,Oregon,51,157
Caffe Mocha,Beans,Small Market,Oregon,49,149
Caffe Mocha,Beans,Small Market,Oregon,47,143
Caffe Mocha,Beans,Small Market,Oregon,42,137
Caffe Mocha,Beans,Small Market,Oregon,37,122
Caffe Mocha,Beans,Small Market,Oregon,33,117
Caffe Mocha,Beans,Small Market,Oregon,28,109
Caffe Mocha,Beans,Small Market,Oregon,26,107
Caffe Mocha,Beans,Small Market,Oregon,42,133
Caffe Mocha,Beans,Small Market,Oregon,40,131
Caffe Mocha,Beans,Small Market,Oregon,49,147
Caffe Mocha,Beans,Small Market,Oregon,42,135
Decaf Espresso,Beans,Small Market,Oregon,99,341
Decaf Espresso,Beans,Small Market,Oregon,99,340
Decaf Espresso,Beans,Small Market,Oregon,94,325
Decaf Espresso,Beans,Small Market,Oregon,93,325
Decaf Espresso,Beans,Small Market,Oregon,83,298
Decaf Espresso,Beans,Small Market,Oregon,83,298
Decaf Espresso,Beans,Small Market,Oregon,81,291
Decaf Espresso,Beans,Small Market,Oregon,81,291
Decaf Espresso,Beans,Small Market,Oregon,87,310
Decaf Espresso,Beans,Small Market,Oregon,91,322
Decaf Espresso,Beans,Small Market,Oregon,108,363
Decaf Espresso,Beans,Small Market,Oregon,87,306
Decaf Espresso,Beans,Small Market,Oregon,154,382
Decaf Espresso,Beans,Small Market,Oregon,147,362
Decaf Espresso,Beans,Small Market,Oregon,140,346
Decaf Espresso,Beans,Small Market,Oregon,138,346
Decaf Espresso,Beans,Small Market,Oregon,115,295
Decaf Espresso,Beans,Small Market,Oregon,115,295
Decaf Espresso,Beans,Small Market,Oregon,112,288
Decaf Espresso,Beans,Small Market,Oregon,112,288
