,Gender,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural,Avg_Daily_Screen_Time_hr
,Male,Laptop,TRUE,Poor Sleep,Urban,5.07
,Female,Laptop,TRUE,Poor Sleep,Rural,5.21
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.21
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.36
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.86
,Male,TV,TRUE,Poor Sleep,Urban,4.33
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.21
,Male,Tablet,TRUE,Poor Sleep,Urban,5.72
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.12
,Female,Laptop,TRUE,Poor Sleep,Urban,7.29
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.32
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.12
,Male,Laptop,TRUE,Poor Sleep,Rural,5.23
,Female,Tablet,TRUE,Poor Sleep,Urban,6.38
,Male,Tablet,TRUE,Poor Sleep,Urban,7.46
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.93
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.85
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.06
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.35
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.67
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.58
,Male,TV,TRUE,Poor Sleep,Urban,3.95
,Male,Laptop,TRUE,Poor Sleep,Urban,6.38
,Female,TV,TRUE,Poor Sleep,Urban,5.02
,Male,TV,TRUE,Poor Sleep,Urban,4.39
,Male,TV,TRUE,Poor Sleep,Urban,3.4
,Female,Smartphone,TRUE,Poor Sleep,Urban,7.68
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.2
,Male,Tablet,TRUE,Poor Sleep,Urban,4.33
,Male,TV,TRUE,Poor Sleep,Urban,4.41
,Female,Laptop,TRUE,Poor Sleep,Rural,4.7
,Female,TV,TRUE,Poor Sleep,Rural,4.96
,Female,Laptop,TRUE,Poor Sleep,Urban,5.85
,Female,Tablet,TRUE,Poor Sleep,Urban,4.42
,Male,Laptop,TRUE,Poor Sleep,Rural,7.21
,Male,Laptop,TRUE,Poor Sleep,Urban,3.04
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.22
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.63
,Female,Laptop,TRUE,Poor Sleep,Urban,5.11
,Male,Tablet,TRUE,Poor Sleep,Urban,5.48
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.69
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.72
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.18
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.54
,Male,Smartphone,TRUE,Poor Sleep,Rural,7.52
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.42
,Female,TV,TRUE,Poor Sleep,Urban,4.32
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.02
,Male,TV,TRUE,Poor Sleep,Urban,4.76
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.99
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.5
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.27
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.72
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.41
,Male,Laptop,TRUE,Poor Sleep,Rural,3.65
,Female,Laptop,TRUE,Poor Sleep,Urban,5.52
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.59
,Male,Laptop,TRUE,Poor Sleep,Urban,4.03
,Female,Laptop,TRUE,Poor Sleep,Urban,4.55
,Male,TV,TRUE,Poor Sleep,Urban,3.38
,Female,Tablet,TRUE,Poor Sleep,Urban,4.05
,Female,Laptop,TRUE,Poor Sleep,Urban,5.15
,Female,TV,TRUE,Poor Sleep,Urban,5.64
,Male,Laptop,TRUE,Poor Sleep,Rural,3.39
,Male,TV,TRUE,Poor Sleep,Urban,5.01
,Female,Laptop,TRUE,Poor Sleep,Rural,5.5
,Female,TV,TRUE,Poor Sleep,Urban,6.15
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.17
,Female,TV,TRUE,Poor Sleep,Urban,4.95
,Male,Laptop,TRUE,Poor Sleep,Urban,4.49
,Male,Smartphone,TRUE,Poor Sleep,Rural,5.06
,Female,TV,TRUE,Poor Sleep,Urban,5.4
,Male,Smartphone,TRUE,Poor Sleep,Urban,8.75
,Male,TV,TRUE,Poor Sleep,Urban,6.17
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.56
,Female,TV,TRUE,Poor Sleep,Urban,4.4
,Female,TV,TRUE,Poor Sleep,Urban,3.55
,Male,TV,TRUE,Poor Sleep,Urban,4.03
,Male,Laptop,TRUE,Poor Sleep,Urban,5.18
,Male,TV,TRUE,Poor Sleep,Urban,5.28
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.76
,Female,Smartphone,TRUE,Poor Sleep,Rural,5.18
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.91
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.04
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.42
,Female,TV,TRUE,Poor Sleep,Urban,4.73
,Female,Tablet,TRUE,Poor Sleep,Urban,3.21
,Female,Laptop,TRUE,Poor Sleep,Urban,4.81
,Male,Laptop,TRUE,Poor Sleep,Urban,3.7
,Male,Laptop,TRUE,Poor Sleep,Rural,5.61
,Male,Laptop,TRUE,Poor Sleep,Rural,5.39
,Female,TV,TRUE,Poor Sleep,Urban,3.7
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.19
,Female,Tablet,TRUE,Poor Sleep,Urban,4.02
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.28
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.58
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.19
,Male,Tablet,TRUE,Poor Sleep,Urban,3.27
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.32
,Female,Tablet,TRUE,Poor Sleep,Urban,4.57
,Female,TV,TRUE,Poor Sleep,Urban,4.5
,Male,Tablet,TRUE,Poor Sleep,Rural,3.28
,Female,TV,TRUE,Poor Sleep,Urban,6.53
,Female,Laptop,TRUE,Poor Sleep,Rural,3.74
,Male,Tablet,TRUE,Poor Sleep,Urban,9.35
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.74
,Female,TV,TRUE,Poor Sleep,Urban,7.27
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.73
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.45
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.87
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.06
,Female,TV,TRUE,Poor Sleep,Rural,10.49
,Male,Smartphone,TRUE,Poor Sleep,Rural,6.99
,Male,Laptop,TRUE,Poor Sleep,Urban,3.53
,Female,Smartphone,TRUE,Poor Sleep,Rural,6.29
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.07
,Male,Laptop,TRUE,Poor Sleep,Urban,3.43
,Male,TV,TRUE,Poor Sleep,Urban,5.11
,Male,Tablet,TRUE,Poor Sleep,Rural,6.33
,Female,Laptop,TRUE,Poor Sleep,Rural,4.83
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.93
,Male,Laptop,TRUE,Poor Sleep,Urban,3.79
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.25
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.32
,Female,Laptop,TRUE,Poor Sleep,Urban,4.21
,Female,TV,TRUE,Poor Sleep,Urban,7.24
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.53
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.96
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.75
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.57
,Female,Tablet,TRUE,Poor Sleep,Rural,3.93
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.25
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.44
,Female,Tablet,TRUE,Poor Sleep,Rural,3.55
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.85
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.92
,Male,Tablet,TRUE,Poor Sleep,Urban,6.32
,Male,TV,TRUE,Poor Sleep,Rural,4.19
,Female,TV,TRUE,Poor Sleep,Urban,3.57
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.25
,Female,Tablet,TRUE,Poor Sleep,Urban,4.8
,Female,Laptop,TRUE,Poor Sleep,Urban,4.3
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.45
,Male,Smartphone,TRUE,Poor Sleep,Urban,7.37
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.48
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.9
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.05
,Male,Tablet,TRUE,Poor Sleep,Urban,4.94
,Male,TV,TRUE,Poor Sleep,Urban,6.27
,Female,TV,TRUE,Poor Sleep,Urban,3.12
,Male,TV,TRUE,Poor Sleep,Urban,5.82
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.92
,Male,Tablet,TRUE,Poor Sleep,Urban,5.16
,Male,TV,TRUE,Poor Sleep,Urban,3.66
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.8
,Male,TV,TRUE,Poor Sleep,Urban,6.6
,Male,Laptop,TRUE,Poor Sleep,Urban,5.29
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.59
,Female,TV,TRUE,Poor Sleep,Rural,4.51
,Female,TV,TRUE,Poor Sleep,Urban,3.57
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.67
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.02
,Male,Tablet,TRUE,Poor Sleep,Rural,7.17
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.01
,Female,TV,TRUE,Poor Sleep,Urban,3.26
,Female,Tablet,TRUE,Poor Sleep,Urban,4.18
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.67
,Female,TV,TRUE,Poor Sleep,Urban,4.86
,Female,Tablet,TRUE,Poor Sleep,Rural,6.66
,Female,TV,TRUE,Poor Sleep,Rural,5.5
,Female,Laptop,TRUE,Poor Sleep,Urban,4.46
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.26
,Male,TV,TRUE,Poor Sleep,Urban,6.21
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.85
,Female,TV,TRUE,Poor Sleep,Urban,5.34
,Male,TV,TRUE,Poor Sleep,Rural,7.46
,Male,Tablet,TRUE,Poor Sleep,Rural,4.48
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.96
,Female,Laptop,TRUE,Poor Sleep,Urban,6.79
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.24
,Male,Tablet,TRUE,Poor Sleep,Urban,3.58
,Male,Tablet,TRUE,Poor Sleep,Rural,5.88
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.37
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.18
,Female,TV,TRUE,Poor Sleep,Rural,3.42
,Male,TV,TRUE,Poor Sleep,Urban,7.83
,Female,Laptop,TRUE,Poor Sleep,Urban,4.41
,Male,TV,TRUE,Poor Sleep,Rural,8.04
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.69
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.61
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.17
,Female,TV,TRUE,Poor Sleep,Urban,5.74
,Female,TV,TRUE,Poor Sleep,Rural,4.95
,Male,TV,TRUE,Poor Sleep,Urban,5.07
,Female,Laptop,TRUE,Poor Sleep,Urban,4.67
,Female,Tablet,TRUE,Poor Sleep,Rural,4.41
,Male,Laptop,TRUE,Poor Sleep,Urban,5.02
,Female,TV,TRUE,Poor Sleep,Urban,5.12
,Male,TV,TRUE,Poor Sleep,Urban,3.6
,Male,TV,TRUE,Poor Sleep,Rural,6.36
,Female,TV,TRUE,Poor Sleep,Urban,7.33
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.16
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.32
,Male,Laptop,TRUE,Poor Sleep,Urban,3.68
,Female,Smartphone,TRUE,Poor Sleep,Rural,6.74
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.76
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.85
,Male,TV,TRUE,Poor Sleep,Urban,3.23
,Male,TV,TRUE,Poor Sleep,Urban,5.23
,Female,TV,TRUE,Poor Sleep,Urban,6.73
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.0
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.15
,Male,TV,TRUE,Poor Sleep,Urban,5.91
,Female,Smartphone,TRUE,Poor Sleep,Urban,7.92
,Female,Laptop,TRUE,Poor Sleep,Urban,6.14
,Female,Tablet,TRUE,Poor Sleep,Urban,3.13
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.73
,Male,Laptop,TRUE,Poor Sleep,Urban,4.47
,Male,TV,TRUE,Poor Sleep,Urban,4.86
,Female,Laptop,TRUE,Poor Sleep,Urban,6.87
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.89
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.61
,Female,Tablet,TRUE,Poor Sleep,Rural,3.31
,Female,TV,TRUE,Poor Sleep,Urban,4.15
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.34
,Male,Smartphone,TRUE,Poor Sleep,Rural,5.62
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.75
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.19
,Male,TV,TRUE,Poor Sleep,Urban,8.46
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.97
,Female,Smartphone,TRUE,Poor Sleep,Rural,5.54
,Male,Smartphone,TRUE,Poor Sleep,Rural,5.22
,Male,Tablet,TRUE,Poor Sleep,Rural,4.24
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.25
,Female,Laptop,TRUE,Poor Sleep,Urban,6.09
,Male,Tablet,TRUE,Poor Sleep,Urban,4.46
,Male,Tablet,TRUE,Poor Sleep,Urban,4.78
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.81
,Female,TV,TRUE,Poor Sleep,Urban,6.06
,Male,Smartphone,TRUE,Poor Sleep,Urban,7.72
,Female,TV,TRUE,Poor Sleep,Urban,4.78
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.08
,Male,Tablet,TRUE,Poor Sleep,Urban,3.85
,Male,TV,TRUE,Poor Sleep,Rural,3.15
,Female,Tablet,TRUE,Poor Sleep,Urban,4.2
,Male,TV,TRUE,Poor Sleep,Urban,3.91
,Male,TV,TRUE,Poor Sleep,Urban,3.38
,Female,Tablet,TRUE,Poor Sleep,Urban,3.95
,Female,Tablet,TRUE,Poor Sleep,Urban,5.72
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.19
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.76
,Male,TV,TRUE,Poor Sleep,Urban,3.12
,Male,TV,TRUE,Poor Sleep,Urban,5.38
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.77
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.75
,Male,TV,TRUE,Poor Sleep,Urban,5.78
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.02
,Male,TV,TRUE,Poor Sleep,Rural,5.97
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.21
,Female,Laptop,TRUE,Poor Sleep,Rural,4.61
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.05
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.85
,Male,TV,TRUE,Poor Sleep,Urban,3.13
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.84
,Female,TV,TRUE,Poor Sleep,Rural,4.91
,Female,TV,TRUE,Poor Sleep,Urban,3.41
,Male,TV,TRUE,Poor Sleep,Rural,7.5
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.96
,Female,Smartphone,TRUE,Poor Sleep,Urban,7.4
,Male,Laptop,TRUE,Poor Sleep,Rural,4.06
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.13
,Male,TV,TRUE,Poor Sleep,Urban,3.48
,Female,Tablet,TRUE,Poor Sleep,Urban,3.23
,Male,Tablet,TRUE,Poor Sleep,Urban,5.16
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.01
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.1
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.01
,Female,TV,TRUE,Poor Sleep,Urban,5.73
,Female,TV,TRUE,Poor Sleep,Rural,9.17
,Female,Tablet,TRUE,Poor Sleep,Rural,6.68
,Female,Tablet,TRUE,Poor Sleep,Urban,4.99
,Female,Laptop,TRUE,Poor Sleep,Urban,5.27
,Male,TV,TRUE,Poor Sleep,Rural,5.84
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.19
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.22
,Male,Laptop,TRUE,Poor Sleep,Urban,5.6
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.72
,Male,TV,TRUE,Poor Sleep,Urban,3.42
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.56
,Female,TV,TRUE,Poor Sleep,Rural,4.51
,Male,TV,TRUE,Poor Sleep,Urban,10.21
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.01
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.56
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.87
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.69
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.4
,Female,TV,TRUE,Poor Sleep,Rural,5.63
,Male,Tablet,TRUE,Poor Sleep,Urban,3.39
,Female,Laptop,TRUE,Poor Sleep,Urban,3.91
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.05
,Female,TV,TRUE,Poor Sleep,Urban,4.77
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.4
,Female,TV,TRUE,Poor Sleep,Urban,4.2
,Male,Laptop,TRUE,Poor Sleep,Urban,3.94
,Female,TV,TRUE,Poor Sleep,Urban,4.79
,Male,Laptop,TRUE,Poor Sleep,Urban,3.02
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.02
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.23
,Male,Smartphone,TRUE,Poor Sleep,Rural,5.4
,Male,Tablet,TRUE,Poor Sleep,Urban,6.21
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.73
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.73
,Female,TV,TRUE,Poor Sleep,Urban,3.87
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.63
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.33
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.03
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.49
,Male,Laptop,TRUE,Poor Sleep,Urban,3.46
,Female,Laptop,TRUE,Poor Sleep,Urban,3.16
,Female,Tablet,TRUE,Poor Sleep,Urban,7.69
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.95
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.9
,Female,Laptop,TRUE,Poor Sleep,Urban,4.35
,Female,Smartphone,TRUE,Poor Sleep,Urban,7.32
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.93
,Female,TV,TRUE,Poor Sleep,Rural,8.67
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.8
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.04
,Male,Laptop,TRUE,Poor Sleep,Rural,4.5
,Male,TV,TRUE,Poor Sleep,Urban,7.18
,Male,Smartphone,TRUE,Poor Sleep,Urban,7.39
,Male,Tablet,TRUE,Poor Sleep,Rural,3.11
,Male,Laptop,TRUE,Poor Sleep,Urban,6.53
,Male,TV,TRUE,Poor Sleep,Urban,3.91
,Female,Laptop,TRUE,Poor Sleep,Urban,4.53
,Female,TV,TRUE,Poor Sleep,Rural,4.55
,Male,Tablet,TRUE,Poor Sleep,Urban,4.61
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.22
,Female,Tablet,TRUE,Poor Sleep,Urban,5.25
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.51
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.23
,Male,TV,TRUE,Poor Sleep,Rural,6.15
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.06
,Female,Laptop,TRUE,Poor Sleep,Rural,4.58
,Female,TV,TRUE,Poor Sleep,Urban,5.11
,Female,Smartphone,TRUE,Poor Sleep,Rural,6.47
,Female,TV,TRUE,Poor Sleep,Urban,4.43
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.82
,Male,Laptop,TRUE,Poor Sleep,Urban,6.78
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.66
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.64
,Female,Tablet,TRUE,Poor Sleep,Rural,4.6
,Male,Smartphone,TRUE,Poor Sleep,Urban,7.28
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.92
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.54
,Male,TV,TRUE,Poor Sleep,Urban,3.84
,Female,TV,TRUE,Poor Sleep,Urban,6.86
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.41
,Female,Smartphone,TRUE,Poor Sleep,Urban,8.25
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.76
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.48
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.3
,Female,Laptop,TRUE,Poor Sleep,Urban,4.3
,Female,Laptop,TRUE,Poor Sleep,Rural,4.29
,Male,TV,TRUE,Poor Sleep,Urban,6.24
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.09
,Female,TV,TRUE,Poor Sleep,Urban,3.57
,Female,Laptop,TRUE,Poor Sleep,Rural,6.63
,Male,Smartphone,TRUE,Poor Sleep,Rural,5.2
,Female,TV,TRUE,Poor Sleep,Urban,8.08
,Male,TV,TRUE,Poor Sleep,Urban,5.31
,Female,Smartphone,TRUE,Poor Sleep,Urban,5.19
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.59
,Male,Tablet,TRUE,Poor Sleep,Urban,6.3
,Male,Smartphone,TRUE,Poor Sleep,Urban,3.75
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.96
,Female,TV,TRUE,Poor Sleep,Urban,5.27
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.43
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.56
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.37
,Female,Smartphone,TRUE,Poor Sleep,Rural,5.53
,Female,TV,TRUE,Poor Sleep,Rural,4.49
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.9
,Male,Tablet,TRUE,Poor Sleep,Urban,3.4
,Female,TV,TRUE,Poor Sleep,Rural,5.09
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.56
,Female,Tablet,TRUE,Poor Sleep,Rural,3.56
,Male,TV,TRUE,Poor Sleep,Urban,5.44
,Female,Tablet,TRUE,Poor Sleep,Rural,4.54
,Female,Laptop,TRUE,Poor Sleep,Urban,4.49
,Male,Laptop,TRUE,Poor Sleep,Rural,6.49
,Female,Laptop,TRUE,Poor Sleep,Urban,5.83
,Male,Laptop,TRUE,Poor Sleep,Urban,3.71
,Male,Laptop,TRUE,Poor Sleep,Urban,5.04
,Female,TV,TRUE,Poor Sleep,Urban,5.38
,Female,TV,TRUE,Poor Sleep,Urban,3.97
,Male,Laptop,TRUE,Poor Sleep,Urban,5.04
,Male,Laptop,TRUE,Poor Sleep,Urban,4.34
,Female,Laptop,TRUE,Poor Sleep,Urban,5.56
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.47
,Female,Tablet,TRUE,Poor Sleep,Urban,5.33
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.14
,Female,Tablet,TRUE,Poor Sleep,Urban,3.92
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.94
,Female,Laptop,TRUE,Poor Sleep,Urban,5.4
,Male,TV,TRUE,Poor Sleep,Rural,4.74
,Male,TV,TRUE,Poor Sleep,Rural,4.4
,Female,Smartphone,TRUE,Poor Sleep,Rural,3.7
,Female,TV,TRUE,Poor Sleep,Urban,6.98
,Male,TV,TRUE,Poor Sleep,Rural,3.18
,Female,TV,TRUE,Poor Sleep,Urban,4.56
,Female,TV,TRUE,Poor Sleep,Urban,8.04
,Male,TV,TRUE,Poor Sleep,Urban,4.03
,Male,TV,TRUE,Poor Sleep,Rural,5.71
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.76
,Male,TV,TRUE,Poor Sleep,Urban,4.68
,Female,Laptop,TRUE,Poor Sleep,Urban,3.8
,Female,Laptop,TRUE,Poor Sleep,Urban,4.62
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.86
,Female,Tablet,TRUE,Poor Sleep,Rural,4.13
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.08
,Male,Laptop,TRUE,Poor Sleep,Urban,3.92
,Female,Smartphone,TRUE,Poor Sleep,Rural,4.97
,Female,TV,TRUE,Poor Sleep,Urban,4.73
,Male,Laptop,TRUE,Poor Sleep,Urban,5.19
,Female,Laptop,TRUE,Poor Sleep,Urban,5.96
,Male,TV,TRUE,Poor Sleep,Urban,4.62
,Male,TV,TRUE,Poor Sleep,Urban,5.91
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.27
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.05
,Female,Laptop,TRUE,Poor Sleep,Urban,7.7
,Male,Smartphone,TRUE,Poor Sleep,Rural,4.97
,Female,TV,TRUE,Poor Sleep,Rural,3.85
,Female,TV,TRUE,Poor Sleep,Urban,4.59
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.62
,Female,TV,TRUE,Poor Sleep,Rural,5.89
,Male,Tablet,TRUE,Poor Sleep,Urban,3.66
,Female,TV,TRUE,Poor Sleep,Rural,3.68
,Male,Smartphone,TRUE,Poor Sleep,Urban,9.58
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.05
,Male,TV,TRUE,Poor Sleep,Urban,5.61
,Male,TV,TRUE,Poor Sleep,Urban,3.04
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.86
,Male,Laptop,TRUE,Poor Sleep,Rural,5.23
,Male,Smartphone,TRUE,Poor Sleep,Urban,6.12
,Male,Smartphone,TRUE,Poor Sleep,Rural,3.97
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.57
,Female,Smartphone,TRUE,Poor Sleep,Rural,6.14
,Female,Tablet,TRUE,Poor Sleep,Urban,4.67
,Male,Tablet,TRUE,Poor Sleep,Urban,4.2
,Male,TV,TRUE,Poor Sleep,Rural,4.64
,Male,Smartphone,TRUE,Poor Sleep,Urban,5.87
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.96
,Male,Smartphone,TRUE,Poor Sleep,Urban,4.03
,Male,Tablet,TRUE,Poor Sleep,Urban,5.78
,Female,Smartphone,TRUE,Poor Sleep,Urban,6.36
,Female,TV,TRUE,Poor Sleep,Urban,3.72
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.34
,Female,Smartphone,TRUE,Poor Sleep,Urban,3.14
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.15
,Female,TV,TRUE,Poor Sleep,Urban,3.49
,Female,Laptop,TRUE,Poor Sleep,Urban,4.04
,Female,Smartphone,TRUE,Poor Sleep,Urban,4.87
,Female,Tablet,TRUE,Poor Sleep,Rural,5.54
,Male,Laptop,TRUE,Poor Sleep,Urban,4.6
,Female,Smartphone,TRUE,Poor Sleep,Rural,5.86
