Product,Market Size,State,Profit,Sales
Chamomile,Small Market,Utah,34,120
Chamomile,Small Market,Utah,33,120
Chamomile,Small Market,Utah,30,113
Chamomile,Small Market,Utah,36,127
Chamomile,Small Market,Utah,33,104
Chamomile,Small Market,Utah,36,108
Chamomile,Small Market,Utah,42,114
Chamomile,Small Market,Utah,50,129
Chamomile,Small Market,Utah,47,124
Chamomile,Small Market,Utah,58,137
Chamomile,Small Market,Utah,66,150
Chamomile,Small Market,Utah,68,150
Chamomile,Small Market,Utah,50,128
Chamomile,Small Market,Utah,49,128
Chamomile,Small Market,Utah,45,120
Chamomile,Small Market,Utah,53,135
Lemon,Small Market,Utah,25,120
Lemon,Small Market,Utah,24,114
Lemon,Small Market,Utah,26,119
Lemon,Small Market,Utah,28,125
Lemon,Small Market,Utah,32,132
Lemon,Small Market,Utah,42,156
Lemon,Small Market,Utah,44,160
Lemon,Small Market,Utah,44,160
Lemon,Small Market,Utah,34,139
Lemon,Small Market,Utah,23,114
Lemon,Small Market,Utah,20,109
Lemon,Small Market,Utah,28,122
Lemon,Small Market,Utah,39,134
Lemon,Small Market,Utah,36,121
Lemon,Small Market,Utah,39,127
Lemon,Small Market,Utah,42,133
Lemon,Small Market,Utah,44,131
Lemon,Small Market,Utah,58,155
Lemon,Small Market,Utah,61,159
Lemon,Small Market,Utah,61,159
Lemon,Small Market,Utah,50,148
Lemon,Small Market,Utah,34,121
Lemon,Small Market,Utah,30,116
Lemon,Small Market,Utah,42,130
Mint,Small Market,Utah,-40,99
Mint,Small Market,Utah,-31,102
Mint,Small Market,Utah,-32,106
Mint,Small Market,Utah,-11,133
Mint,Small Market,Utah,-15,136
Mint,Small Market,Utah,-33,141
Mint,Small Market,Utah,-12,169
Mint,Small Market,Utah,-41,139
Mint,Small Market,Utah,-45,115
Mint,Small Market,Utah,-27,109
Mint,Small Market,Utah,-8,122
Mint,Small Market,Utah,17,160
Mint,Small Market,Utah,-62,111
Mint,Small Market,Utah,-46,109
Mint,Small Market,Utah,-47,113
Mint,Small Market,Utah,-16,142
Mint,Small Market,Utah,-21,135
Mint,Small Market,Utah,-46,140
Mint,Small Market,Utah,-17,167
Mint,Small Market,Utah,-57,138
Mint,Small Market,Utah,-67,123
Mint,Small Market,Utah,-40,116
Mint,Small Market,Utah,-12,130
Mint,Small Market,Utah,25,171
Earl Grey,Small Market,Utah,9,82
Earl Grey,Small Market,Utah,9,82
Earl Grey,Small Market,Utah,10,85
Earl Grey,Small Market,Utah,11,88
Earl Grey,Small Market,Utah,14,92
Earl Grey,Small Market,Utah,14,96
Earl Grey,Small Market,Utah,17,103
Earl Grey,Small Market,Utah,19,105
Earl Grey,Small Market,Utah,12,91
Earl Grey,Small Market,Utah,14,92
Earl Grey,Small Market,Utah,9,82
Earl Grey,Small Market,Utah,12,89
Earl Grey,Small Market,Utah,14,92
Earl Grey,Small Market,Utah,13,87
Earl Grey,Small Market,Utah,15,91
Earl Grey,Small Market,Utah,16,94
Earl Grey,Small Market,Utah,19,91
Earl Grey,Small Market,Utah,19,95
Earl Grey,Small Market,Utah,23,102
Earl Grey,Small Market,Utah,26,104
Earl Grey,Small Market,Utah,18,97
Earl Grey,Small Market,Utah,21,98
Earl Grey,Small Market,Utah,13,87
Earl Grey,Small Market,Utah,18,95
Caffe Latte,Small Market,Utah,44,114
Caffe Latte,Small Market,Utah,38,103
Caffe Latte,Small Market,Utah,45,118
Caffe Latte,Small Market,Utah,43,112
Caffe Latte,Small Market,Utah,36,97
Caffe Latte,Small Market,Utah,31,89
Caffe Latte,Small Market,Utah,36,96
Caffe Latte,Small Market,Utah,28,80
Caffe Latte,Small Market,Utah,27,79
Caffe Latte,Small Market,Utah,28,79
Caffe Latte,Small Market,Utah,27,81
Caffe Latte,Small Market,Utah,26,77
Caffe Latte,Small Market,Utah,69,128
Caffe Latte,Small Market,Utah,56,110
Caffe Latte,Small Market,Utah,67,126
Caffe Latte,Small Market,Utah,64,119
Caffe Latte,Small Market,Utah,50,96
Caffe Latte,Small Market,Utah,43,88
Caffe Latte,Small Market,Utah,50,95
Caffe Latte,Small Market,Utah,39,79
Caffe Latte,Small Market,Utah,40,84
Caffe Latte,Small Market,Utah,42,84
Caffe Latte,Small Market,Utah,40,86
Caffe Latte,Small Market,Utah,39,82
Amaretto,Major Market,California,-2,145
Amaretto,Major Market,California,-27,132
Amaretto,Major Market,California,-41,125
Amaretto,Major Market,California,-76,110
Amaretto,Major Market,California,-84,106
Amaretto,Major Market,California,-113,96
Amaretto,Major Market,California,-138,87
Amaretto,Major Market,California,-139,87
Amaretto,Major Market,California,-74,109
Amaretto,Major Market,California,-74,109
Amaretto,Major Market,California,-56,116
Amaretto,Major Market,California,-88,102
Amaretto,Major Market,California,-3,162
Amaretto,Major Market,California,-40,141
Amaretto,Major Market,California,-61,133
Amaretto,Major Market,California,-113,117
Amaretto,Major Market,California,-116,105
Amaretto,Major Market,California,-156,95
Amaretto,Major Market,California,-190,86
Amaretto,Major Market,California,-192,86
Amaretto,Major Market,California,-110,116
Amaretto,Major Market,California,-110,116
Amaretto,Major Market,California,-83,124
Amaretto,Major Market,California,-131,109
Colombian,Major Market,California,262,678
Colombian,Major Market,California,245,645
Colombian,Major Market,California,259,675
Colombian,Major Market,California,276,712
Colombian,Major Market,California,295,756
Colombian,Major Market,California,357,890
Colombian,Major Market,California,370,912
Colombian,Major Market,California,368,910
Colombian,Major Market,California,313,790
Colombian,Major Market,California,247,650
Colombian,Major Market,California,235,623
Colombian,Major Market,California,271,699
Colombian,Major Market,California,408,759
Colombian,Major Market,California,364,687
Colombian,Major Market,California,384,719
Colombian,Major Market,California,410,759
Colombian,Major Market,California,407,749
Colombian,Major Market,California,493,882
Colombian,Major Market,California,511,904
Colombian,Major Market,California,508,902
Colombian,Major Market,California,465,842
Colombian,Major Market,California,367,693
Colombian,Major Market,California,349,664
Colombian,Major Market,California,402,745
Green Tea,Major Market,California,54,180
Green Tea,Major Market,California,58,189
Green Tea,Major Market,California,54,180
Green Tea,Major Market,California,48,170
Green Tea,Major Market,California,43,160
Green Tea,Major Market,California,32,135
Green Tea,Major Market,California,30,131
Green Tea,Major Market,California,30,131
Green Tea,Major Market,California,39,150
Green Tea,Major Market,California,56,182
Green Tea,Major Market,California,59,189
Green Tea,Major Market,California,47,168
Green Tea,Major Market,California,84,201
Green Tea,Major Market,California,86,201
Green Tea,Major Market,California,80,192
Green Tea,Major Market,California,71,181
Green Tea,Major Market,California,59,159
Green Tea,Major Market,California,44,134
Green Tea,Major Market,California,41,130
Green Tea,Major Market,California,41,130
Green Tea,Major Market,California,58,160
Green Tea,Major Market,California,83,194
Green Tea,Major Market,California,88,201
Green Tea,Major Market,California,70,179
Caffe Mocha,Major Market,California,17,250
Caffe Mocha,Major Market,California,26,290
Caffe Mocha,Major Market,California,27,298
Caffe Mocha,Major Market,California,26,298
Caffe Mocha,Major Market,California,25,289
Caffe Mocha,Major Market,California,36,345
Caffe Mocha,Major Market,California,45,387
Caffe Mocha,Major Market,California,50,412
Caffe Mocha,Major Market,California,26,290
Caffe Mocha,Major Market,California,27,298
Caffe Mocha,Major Market,California,26,289
Caffe Mocha,Major Market,California,31,322
Caffe Mocha,Major Market,California,26,280
Caffe Mocha,Major Market,California,39,309
Caffe Mocha,Major Market,California,40,318
Caffe Mocha,Major Market,California,39,318
Caffe Mocha,Major Market,California,35,286
Caffe Mocha,Major Market,California,50,342
Caffe Mocha,Major Market,California,62,384
Caffe Mocha,Major Market,California,69,408
Caffe Mocha,Major Market,California,39,309
Caffe Mocha,Major Market,California,40,318
Caffe Mocha,Major Market,California,39,308
Caffe Mocha,Major Market,California,46,343
Decaf Espresso,Major Market,California,203,546
Decaf Espresso,Major Market,California,202,545
Decaf Espresso,Major Market,California,211,567
Decaf Espresso,Major Market,California,220,587
Decaf Espresso,Major Market,California,230,612
Decaf Espresso,Major Market,California,240,634
Decaf Espresso,Major Market,California,259,678
Decaf Espresso,Major Market,California,262,687
Decaf Espresso,Major Market,California,220,589
Decaf Espresso,Major Market,California,225,598
Decaf Espresso,Major Market,California,197,532
Decaf Espresso,Major Market,California,216,576
Decaf Espresso,Major Market,California,316,611
Decaf Espresso,Major Market,California,300,581
Decaf Espresso,Major Market,California,313,604
Decaf Espresso,Major Market,California,326,626
Decaf Espresso,Major Market,California,317,607
Decaf Espresso,Major Market,California,331,628
Decaf Espresso,Major Market,California,357,672
Decaf Espresso,Major Market,California,362,681
Decaf Espresso,Major Market,California,326,628
Decaf Espresso,Major Market,California,334,637
Decaf Espresso,Major Market,California,292,567
Decaf Espresso,Major Market,California,321,614
Chamomile,Major Market,California,102,234
Chamomile,Major Market,California,100,232
Chamomile,Major Market,California,101,234
Chamomile,Major Market,California,106,245
Chamomile,Major Market,California,111,256
Chamomile,Major Market,California,133,301
Chamomile,Major Market,California,139,312
Chamomile,Major Market,California,143,323
Chamomile,Major Market,California,105,245
Chamomile,Major Market,California,115,265
Chamomile,Major Market,California,84,198
Chamomile,Major Market,California,89,210
Chamomile,Major Market,California,159,262
Chamomile,Major Market,California,148,247
Chamomile,Major Market,California,150,249
Chamomile,Major Market,California,157,261
Chamomile,Major Market,California,153,254
Chamomile,Major Market,California,184,298
Chamomile,Major Market,California,192,309
Chamomile,Major Market,California,197,320
Chamomile,Major Market,California,156,261
Chamomile,Major Market,California,171,282
Chamomile,Major Market,California,125,211
Chamomile,Major Market,California,132,224
Lemon,Major Market,California,160,452
Lemon,Major Market,California,164,465
Lemon,Major Market,California,165,467
Lemon,Major Market,California,162,456
Lemon,Major Market,California,183,512
Lemon,Major Market,California,192,532
Lemon,Major Market,California,205,567
Lemon,Major Market,California,249,678
Lemon,Major Market,California,196,546
Lemon,Major Market,California,186,520
Lemon,Major Market,California,174,490
Lemon,Major Market,California,188,525
Lemon,Major Market,California,249,506
Lemon,Major Market,California,243,496
Lemon,Major Market,California,245,498
Lemon,Major Market,California,240,486
Lemon,Major Market,California,253,507
Lemon,Major Market,California,265,527
Lemon,Major Market,California,283,562
Lemon,Major Market,California,344,672
Lemon,Major Market,California,291,582
Lemon,Major Market,California,276,554
Lemon,Major Market,California,258,522
Lemon,Major Market,California,279,559
Mint,Major Market,California,67,190
Mint,Major Market,California,68,190
Mint,Major Market,California,69,193
Mint,Major Market,California,62,178
Mint,Major Market,California,67,190
Mint,Major Market,California,67,190
Mint,Major Market,California,72,199
Mint,Major Market,California,38,120
Mint,Major Market,California,43,132
Mint,Major Market,California,26,90
Mint,Major Market,California,27,92
Mint,Major Market,California,29,99
Mint,Major Market,California,104,213
Mint,Major Market,California,101,202
Mint,Major Market,California,102,206
Mint,Major Market,California,92,190
Mint,Major Market,California,92,188
Mint,Major Market,California,92,188
Mint,Major Market,California,99,197
Mint,Major Market,California,52,119
Mint,Major Market,California,64,141
Mint,Major Market,California,39,96
Mint,Major Market,California,40,98
Mint,Major Market,California,43,106
Earl Grey,Major Market,California,54,134
Earl Grey,Major Market,California,80,189
Earl Grey,Major Market,California,84,198
Earl Grey,Major Market,California,83,198
Earl Grey,Major Market,California,89,210
Earl Grey,Major Market,California,98,230
Earl Grey,Major Market,California,98,230
Earl Grey,Major Market,California,105,245
Earl Grey,Major Market,California,84,199
Earl Grey,Major Market,California,79,187
Earl Grey,Major Market,California,47,123
Earl Grey,Major Market,California,53,133
Earl Grey,Major Market,California,84,150
Earl Grey,Major Market,California,119,201
Earl Grey,Major Market,California,125,211
Earl Grey,Major Market,California,123,211
Earl Grey,Major Market,California,123,208
Earl Grey,Major Market,California,135,228
Earl Grey,Major Market,California,135,228
Earl Grey,Major Market,California,145,243
Earl Grey,Major Market,California,125,212
Earl Grey,Major Market,California,117,199
Earl Grey,Major Market,California,70,131
Earl Grey,Major Market,California,79,142
Caffe Latte,Major Market,California,140,456
Caffe Latte,Major Market,California,142,457
Caffe Latte,Major Market,California,149,478
Caffe Latte,Major Market,California,148,478
Caffe Latte,Major Market,California,165,521
Caffe Latte,Major Market,California,165,521
Caffe Latte,Major Market,California,167,532
Caffe Latte,Major Market,California,167,532
Caffe Latte,Major Market,California,156,498
Caffe Latte,Major Market,California,149,478
Caffe Latte,Major Market,California,129,423
Caffe Latte,Major Market,California,157,501
Caffe Latte,Major Market,California,218,510
Caffe Latte,Major Market,California,211,487
Caffe Latte,Major Market,California,221,509
Caffe Latte,Major Market,California,220,509
Caffe Latte,Major Market,California,228,516
Caffe Latte,Major Market,California,228,516
Caffe Latte,Major Market,California,230,527
Caffe Latte,Major Market,California,230,527
Caffe Latte,Major Market,California,232,531
Caffe Latte,Major Market,California,221,509
Caffe Latte,Major Market,California,191,451
Caffe Latte,Major Market,California,233,534
Amaretto,Small Market,Oregon,1,150
Amaretto,Small Market,Oregon,-4,129
Amaretto,Small Market,Oregon,-3,125
Amaretto,Small Market,Oregon,-3,125
Amaretto,Small Market,Oregon,-2,128
Amaretto,Small Market,Oregon,-6,107
Amaretto,Small Market,Oregon,-10,95
Amaretto,Small Market,Oregon,-11,89
Amaretto,Small Market,Oregon,-3,126
Amaretto,Small Market,Oregon,-5,122
Amaretto,Small Market,Oregon,-4,125
Amaretto,Small Market,Oregon,-7,112
Amaretto,Small Market,Oregon,2,168
Amaretto,Small Market,Oregon,-6,137
Amaretto,Small Market,Oregon,-4,133
Amaretto,Small Market,Oregon,-4,133
Amaretto,Small Market,Oregon,-3,127
Amaretto,Small Market,Oregon,-8,106
Amaretto,Small Market,Oregon,-14,94
Amaretto,Small Market,Oregon,-15,88
Amaretto,Small Market,Oregon,-4,134
Amaretto,Small Market,Oregon,-7,130
Amaretto,Small Market,Oregon,-6,133
Amaretto,Small Market,Oregon,-10,119
Colombian,Small Market,Oregon,28,160
Colombian,Small Market,Oregon,25,155
Colombian,Small Market,Oregon,24,149
Colombian,Small Market,Oregon,8,119
Colombian,Small Market,Oregon,8,116
Colombian,Small Market,Oregon,4,112
Colombian,Small Market,Oregon,0,94
Colombian,Small Market,Oregon,8,114
Colombian,Small Market,Oregon,18,137
Colombian,Small Market,Oregon,21,144
Colombian,Small Market,Oregon,14,128
Colombian,Small Market,Oregon,1,98
Colombian,Small Market,Oregon,44,179
Colombian,Small Market,Oregon,37,165
Colombian,Small Market,Oregon,36,159
Colombian,Small Market,Oregon,12,127
Colombian,Small Market,Oregon,11,115
Colombian,Small Market,Oregon,6,111
Colombian,Small Market,Oregon,0,93
Colombian,Small Market,Oregon,11,113
Colombian,Small Market,Oregon,27,146
Colombian,Small Market,Oregon,31,153
Colombian,Small Market,Oregon,21,136
Colombian,Small Market,Oregon,1,104
Green Tea,Small Market,Oregon,67,200
Green Tea,Small Market,Oregon,71,206
Green Tea,Small Market,Oregon,74,214
Green Tea,Small Market,Oregon,98,267
Green Tea,Small Market,Oregon,101,273
Green Tea,Small Market,Oregon,105,282
Green Tea,Small Market,Oregon,129,336
Green Tea,Small Market,Oregon,102,277
Green Tea,Small Market,Oregon,81,230
Green Tea,Small Market,Oregon,76,218
Green Tea,Small Market,Oregon,89,245
Green Tea,Small Market,Oregon,121,320
Green Tea,Small Market,Oregon,104,224
Green Tea,Small Market,Oregon,105,220
Green Tea,Small Market,Oregon,110,228
Green Tea,Small Market,Oregon,145,285
Green Tea,Small Market,Oregon,139,271
Green Tea,Small Market,Oregon,145,279
Green Tea,Small Market,Oregon,178,333
Green Tea,Small Market,Oregon,141,275
Green Tea,Small Market,Oregon,120,245
Green Tea,Small Market,Oregon,113,232
Green Tea,Small Market,Oregon,132,261
Green Tea,Small Market,Oregon,180,341
Caffe Mocha,Small Market,Oregon,33,140
Caffe Mocha,Small Market,Oregon,33,140
Caffe Mocha,Small Market,Oregon,32,134
Caffe Mocha,Small Market,Oregon,28,129
Caffe Mocha,Small Market,Oregon,27,123
Caffe Mocha,Small Market,Oregon,24,118
Caffe Mocha,Small Market,Oregon,20,110
Caffe Mocha,Small Market,Oregon,19,108
Caffe Mocha,Small Market,Oregon,28,125
Caffe Mocha,Small Market,Oregon,27,123
Caffe Mocha,Small Market,Oregon,33,138
Caffe Mocha,Small Market,Oregon,28,127
Caffe Mocha,Small Market,Oregon,51,157
Caffe Mocha,Small Market,Oregon,49,149
Caffe Mocha,Small Market,Oregon,47,143
Caffe Mocha,Small Market,Oregon,42,137
Caffe Mocha,Small Market,Oregon,37,122
Caffe Mocha,Small Market,Oregon,33,117
Caffe Mocha,Small Market,Oregon,28,109
Caffe Mocha,Small Market,Oregon,26,107
Caffe Mocha,Small Market,Oregon,42,133
Caffe Mocha,Small Market,Oregon,40,131
Caffe Mocha,Small Market,Oregon,49,147
Caffe Mocha,Small Market,Oregon,42,135
Decaf Espresso,Small Market,Oregon,99,341
Decaf Espresso,Small Market,Oregon,99,340
Decaf Espresso,Small Market,Oregon,94,325
Decaf Espresso,Small Market,Oregon,93,325
Decaf Espresso,Small Market,Oregon,83,298
Decaf Espresso,Small Market,Oregon,83,298
Decaf Espresso,Small Market,Oregon,81,291
Decaf Espresso,Small Market,Oregon,81,291
Decaf Espresso,Small Market,Oregon,87,310
Decaf Espresso,Small Market,Oregon,91,322
Decaf Espresso,Small Market,Oregon,108,363
Decaf Espresso,Small Market,Oregon,87,306
Decaf Espresso,Small Market,Oregon,154,382
Decaf Espresso,Small Market,Oregon,147,362
Decaf Espresso,Small Market,Oregon,140,346
Decaf Espresso,Small Market,Oregon,138,346
Decaf Espresso,Small Market,Oregon,115,295
Decaf Espresso,Small Market,Oregon,115,295
Decaf Espresso,Small Market,Oregon,112,288
Decaf Espresso,Small Market,Oregon,112,288
Decaf Espresso,Small Market,Oregon,129,330
Decaf Espresso,Small Market,Oregon,135,343
Decaf Espresso,Small Market,Oregon,160,387
Decaf Espresso,Small Market,Oregon,129,326
Chamomile,Small Market,Oregon,33,90
Chamomile,Small Market,Oregon,28,81
Chamomile,Small Market,Oregon,33,92
Chamomile,Small Market,Oregon,31,87
Chamomile,Small Market,Oregon,26,75
Chamomile,Small Market,Oregon,22,69
Chamomile,Small Market,Oregon,24,74
Chamomile,Small Market,Oregon,19,62
Chamomile,Small Market,Oregon,17,61
Chamomile,Small Market,Oregon,17,61
Chamomile,Small Market,Oregon,19,63
Chamomile,Small Market,Oregon,19,60
Chamomile,Small Market,Oregon,51,101
Chamomile,Small Market,Oregon,42,86
Chamomile,Small Market,Oregon,49,98
Chamomile,Small Market,Oregon,46,93
Chamomile,Small Market,Oregon,36,74
Chamomile,Small Market,Oregon,30,68
Chamomile,Small Market,Oregon,33,73
Chamomile,Small Market,Oregon,26,61
Chamomile,Small Market,Oregon,25,65
Chamomile,Small Market,Oregon,25,65
Chamomile,Small Market,Oregon,28,67
Chamomile,Small Market,Oregon,28,64
Lemon,Small Market,Oregon,29,100
Lemon,Small Market,Oregon,30,100
Lemon,Small Market,Oregon,29,98
Lemon,Small Market,Oregon,32,106
Lemon,Small Market,Oregon,30,99
Lemon,Small Market,Oregon,30,99
Lemon,Small Market,Oregon,27,94
Lemon,Small Market,Oregon,53,155
Lemon,Small Market,Oregon,47,140
Lemon,Small Market,Oregon,73,205
Lemon,Small Market,Oregon,70,200
Lemon,Small Market,Oregon,66,185
Lemon,Small Market,Oregon,45,112
Lemon,Small Market,Oregon,45,107
Lemon,Small Market,Oregon,43,104
Lemon,Small Market,Oregon,47,113
Lemon,Small Market,Oregon,41,98
Lemon,Small Market,Oregon,41,98
Lemon,Small Market,Oregon,37,93
Lemon,Small Market,Oregon,73,154
Lemon,Small Market,Oregon,70,149
Lemon,Small Market,Oregon,108,218
Lemon,Small Market,Oregon,104,213
Lemon,Small Market,Oregon,98,197
Earl Grey,Small Market,Oregon,68,210
Earl Grey,Small Market,Oregon,62,200
Earl Grey,Small Market,Oregon,68,210
Earl Grey,Small Market,Oregon,73,222
Earl Grey,Small Market,Oregon,79,235
Earl Grey,Small Market,Oregon,100,278
Earl Grey,Small Market,Oregon,104,286
Earl Grey,Small Market,Oregon,104,286
Earl Grey,Small Market,Oregon,87,249
Earl Grey,Small Market,Oregon,64,205
Earl Grey,Small Market,Oregon,62,197
Earl Grey,Small Market,Oregon,73,221
Earl Grey,Small Market,Oregon,106,235
Earl Grey,Small Market,Oregon,92,213
Earl Grey,Small Market,Oregon,101,224
Earl Grey,Small Market,Oregon,108,237
Earl Grey,Small Market,Oregon,109,233
Earl Grey,Small Market,Oregon,138,276
Earl Grey,Small Market,Oregon,144,283
Earl Grey,Small Market,Oregon,144,283
Earl Grey,Small Market,Oregon,129,265
Earl Grey,Small Market,Oregon,95,218
Earl Grey,Small Market,Oregon,92,210
Earl Grey,Small Market,Oregon,108,236
Caffe Latte,Small Market,Oregon,16,130
Caffe Latte,Small Market,Oregon,18,132
Caffe Latte,Small Market,Oregon,15,129
Caffe Latte,Small Market,Oregon,13,121
Caffe Latte,Small Market,Oregon,11,118
Caffe Latte,Small Market,Oregon,11,115
Caffe Latte,Small Market,Oregon,12,115
Caffe Latte,Small Market,Oregon,9,109
Caffe Latte,Small Market,Oregon,6,102
Caffe Latte,Small Market,Oregon,12,120
Caffe Latte,Small Market,Oregon,16,124
Caffe Latte,Small Market,Oregon,6,103
Caffe Latte,Small Market,Oregon,25,145
Caffe Latte,Small Market,Oregon,27,141
Caffe Latte,Small Market,Oregon,22,137
Caffe Latte,Small Market,Oregon,19,129
Caffe Latte,Small Market,Oregon,15,117
Caffe Latte,Small Market,Oregon,15,114
Caffe Latte,Small Market,Oregon,17,114
Caffe Latte,Small Market,Oregon,12,108
Caffe Latte,Small Market,Oregon,9,109
Caffe Latte,Small Market,Oregon,18,128
Caffe Latte,Small Market,Oregon,24,132
Caffe Latte,Small Market,Oregon,9,110
Colombian,Major Market,Illinois,111,345
Colombian,Major Market,Illinois,115,354
Colombian,Major Market,Illinois,119,367
Colombian,Major Market,Illinois,156,456
Colombian,Major Market,Illinois,161,465
Colombian,Major Market,Illinois,167,478
Colombian,Major Market,Illinois,208,567
Colombian,Major Market,Illinois,163,467
Colombian,Major Market,Illinois,129,387
Colombian,Major Market,Illinois,120,367
Colombian,Major Market,Illinois,139,412
Colombian,Major Market,Illinois,194,534
Colombian,Major Market,Illinois,173,386
Colombian,Major Market,Illinois,171,377
Colombian,Major Market,Illinois,177,391
Colombian,Major Market,Illinois,232,486
Colombian,Major Market,Illinois,222,461
Colombian,Major Market,Illinois,230,474
Colombian,Major Market,Illinois,287,562
Colombian,Major Market,Illinois,225,463
Colombian,Major Market,Illinois,191,412
Colombian,Major Market,Illinois,178,391
Colombian,Major Market,Illinois,206,439
Colombian,Major Market,Illinois,288,569
Caffe Mocha,Major Market,Illinois,203,546
Caffe Mocha,Major Market,Illinois,201,545
Caffe Mocha,Major Market,Illinois,211,567
Caffe Mocha,Major Market,Illinois,220,587
Caffe Mocha,Major Market,Illinois,230,612
Caffe Mocha,Major Market,Illinois,241,634
Caffe Mocha,Major Market,Illinois,259,678
Caffe Mocha,Major Market,Illinois,262,687
Caffe Mocha,Major Market,Illinois,220,589
Caffe Mocha,Major Market,Illinois,224,598
Caffe Mocha,Major Market,Illinois,196,532
Caffe Mocha,Major Market,Illinois,216,576
Caffe Mocha,Major Market,Illinois,316,611
Caffe Mocha,Major Market,Illinois,298,581
Caffe Mocha,Major Market,Illinois,313,604
Caffe Mocha,Major Market,Illinois,326,626
Caffe Mocha,Major Market,Illinois,317,607
Caffe Mocha,Major Market,Illinois,333,628
Caffe Mocha,Major Market,Illinois,357,672
Caffe Mocha,Major Market,Illinois,362,681
Caffe Mocha,Major Market,Illinois,326,628
Caffe Mocha,Major Market,Illinois,332,637
Caffe Mocha,Major Market,Illinois,291,567
Caffe Mocha,Major Market,Illinois,321,614
Decaf Espresso,Major Market,Illinois,140,456
Decaf Espresso,Major Market,Illinois,142,457
Decaf Espresso,Major Market,Illinois,148,478
Decaf Espresso,Major Market,Illinois,149,478
Decaf Espresso,Major Market,Illinois,165,521
Decaf Espresso,Major Market,Illinois,164,521
Decaf Espresso,Major Market,Illinois,168,532
Decaf Espresso,Major Market,Illinois,167,532
Decaf Espresso,Major Market,Illinois,155,498
Decaf Espresso,Major Market,Illinois,149,478
Decaf Espresso,Major Market,Illinois,129,423
Decaf Espresso,Major Market,Illinois,157,501
Decaf Espresso,Major Market,Illinois,218,510
Decaf Espresso,Major Market,Illinois,211,487
Decaf Espresso,Major Market,Illinois,220,509
Decaf Espresso,Major Market,Illinois,221,509
Decaf Espresso,Major Market,Illinois,228,516
Decaf Espresso,Major Market,Illinois,226,516
Decaf Espresso,Major Market,Illinois,232,527
Decaf Espresso,Major Market,Illinois,230,527
Decaf Espresso,Major Market,Illinois,230,531
Decaf Espresso,Major Market,Illinois,221,509
Decaf Espresso,Major Market,Illinois,191,451
Decaf Espresso,Major Market,Illinois,233,534
Chamomile,Major Market,Illinois,95,219
Chamomile,Major Market,Illinois,105,243
Chamomile,Major Market,Illinois,91,213
Chamomile,Major Market,Illinois,95,223
Chamomile,Major Market,Illinois,112,256
Chamomile,Major Market,Illinois,121,276
Chamomile,Major Market,Illinois,111,256
Chamomile,Major Market,Illinois,132,301
Chamomile,Major Market,Illinois,133,302
Chamomile,Major Market,Illinois,133,302
Chamomile,Major Market,Illinois,127,290
Chamomile,Major Market,Illinois,133,302
Chamomile,Major Market,Illinois,148,245
Chamomile,Major Market,Illinois,156,259
Chamomile,Major Market,Illinois,135,227
Chamomile,Major Market,Illinois,141,238
Chamomile,Major Market,Illinois,155,254
Chamomile,Major Market,Illinois,167,274
Chamomile,Major Market,Illinois,153,254
Chamomile,Major Market,Illinois,182,298
Chamomile,Major Market,Illinois,197,322
Chamomile,Major Market,Illinois,197,322
Chamomile,Major Market,Illinois,188,309
Chamomile,Major Market,Illinois,197,322
Lemon,Major Market,Illinois,68,190
Lemon,Major Market,Illinois,68,190
Lemon,Major Market,Illinois,70,193
Lemon,Major Market,Illinois,62,178
Lemon,Major Market,Illinois,68,190
Lemon,Major Market,Illinois,67,190
Lemon,Major Market,Illinois,72,199
Lemon,Major Market,Illinois,39,120
Lemon,Major Market,Illinois,43,132
Lemon,Major Market,Illinois,27,90
Lemon,Major Market,Illinois,27,92
Lemon,Major Market,Illinois,29,99
Lemon,Major Market,Illinois,106,213
Lemon,Major Market,Illinois,101,202
Lemon,Major Market,Illinois,104,206
Lemon,Major Market,Illinois,92,190
Lemon,Major Market,Illinois,94,188
Lemon,Major Market,Illinois,92,188
Lemon,Major Market,Illinois,99,197
Lemon,Major Market,Illinois,54,119
Lemon,Major Market,Illinois,64,141
Lemon,Major Market,Illinois,40,96
Lemon,Major Market,Illinois,40,98
Lemon,Major Market,Illinois,43,106
Mint,Major Market,Illinois,101,234
Mint,Major Market,Illinois,99,232
Mint,Major Market,Illinois,102,234
Mint,Major Market,Illinois,106,245
Mint,Major Market,Illinois,112,256
Mint,Major Market,Illinois,133,301
Mint,Major Market,Illinois,139,312
Mint,Major Market,Illinois,143,323
Mint,Major Market,Illinois,106,245
Mint,Major Market,Illinois,116,265
Mint,Major Market,Illinois,84,198
Mint,Major Market,Illinois,88,210
Mint,Major Market,Illinois,157,262
Mint,Major Market,Illinois,147,247
Mint,Major Market,Illinois,151,249
Mint,Major Market,Illinois,157,261
Mint,Major Market,Illinois,155,254
Mint,Major Market,Illinois,184,298
Mint,Major Market,Illinois,192,309
Mint,Major Market,Illinois,197,320
Mint,Major Market,Illinois,157,261
Mint,Major Market,Illinois,172,282
Mint,Major Market,Illinois,125,211
Mint,Major Market,Illinois,131,224
Earl Grey,Major Market,Illinois,54,180
Earl Grey,Major Market,Illinois,59,189
Earl Grey,Major Market,Illinois,53,180
Earl Grey,Major Market,Illinois,49,170
Earl Grey,Major Market,Illinois,44,160
Earl Grey,Major Market,Illinois,33,135
Earl Grey,Major Market,Illinois,31,131
Earl Grey,Major Market,Illinois,30,131
