Gender,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Avg_Daily_Screen_Time_hr
Male,Laptop,TRUE,Poor Sleep,4.95
Male,Laptop,TRUE,Poor Sleep,5.99
Female,TV,TRUE,Poor Sleep,5.72
Female,Smartphone,TRUE,Poor Sleep,4.32
Female,TV,TRUE,Poor Sleep,3.82
Male,TV,TRUE,Poor Sleep,7.97
Male,Smartphone,TRUE,Poor Sleep,4.73
Male,Laptop,TRUE,Poor Sleep,4.53
Female,TV,TRUE,Poor Sleep,4.96
Female,Laptop,TRUE,Poor Sleep,4.23
Female,TV,TRUE,Poor Sleep,6.17
Female,Smartphone,TRUE,Poor Sleep,4.97
Female,Smartphone,TRUE,Poor Sleep,4.83
Female,Smartphone,TRUE,Poor Sleep,6.23
Male,Laptop,TRUE,Poor Sleep,4.4
Female,Smartphone,TRUE,Poor Sleep,4.17
Male,TV,TRUE,Poor Sleep,5.6
Male,Laptop,TRUE,Poor Sleep,4.74
Male,Laptop,TRUE,Poor Sleep,4.03
Female,Smartphone,TRUE,Poor Sleep,4.65
Female,Smartphone,TRUE,Poor Sleep,6.65
Female,Smartphone,TRUE,Poor Sleep,5.35
Male,Laptop,TRUE,Poor Sleep,3.01
Female,TV,TRUE,Poor Sleep,4.93
Female,Smartphone,TRUE,Poor Sleep,4.22
Male,Smartphone,TRUE,Poor Sleep,4.18
Male,Smartphone,TRUE,Poor Sleep,6.38
Female,Laptop,TRUE,Poor Sleep,6.62
Female,Smartphone,TRUE,Poor Sleep,6.25
Male,Tablet,TRUE,Poor Sleep,5.25
Female,Laptop,TRUE,Poor Sleep,3.16
Female,Smartphone,TRUE,Poor Sleep,4.43
Male,Smartphone,TRUE,Poor Sleep,4.93
Male,Smartphone,TRUE,Poor Sleep,4.33
Male,Tablet,TRUE,Poor Sleep,6.68
Male,TV,TRUE,Poor Sleep,5.71
Male,Smartphone,TRUE,Poor Sleep,5.14
Female,Smartphone,TRUE,Poor Sleep,4.11
Female,Smartphone,TRUE,Poor Sleep,5.56
Male,Laptop,TRUE,Poor Sleep,4.51
Male,Smartphone,TRUE,Poor Sleep,6.19
Female,Smartphone,TRUE,Poor Sleep,3.16
Female,Tablet,TRUE,Poor Sleep,5.38
Male,Tablet,TRUE,Poor Sleep,6.31
Male,Smartphone,TRUE,Poor Sleep,4.52
Female,Smartphone,TRUE,Poor Sleep,5.47
Male,Laptop,TRUE,Poor Sleep,4.43
Male,Smartphone,TRUE,Poor Sleep,4.18
Male,TV,TRUE,Poor Sleep,5.24
Male,TV,TRUE,Poor Sleep,6.64
Male,TV,TRUE,Poor Sleep,5.18
Female,Smartphone,TRUE,Poor Sleep,6.02
Female,Smartphone,TRUE,Poor Sleep,4.88
Female,Smartphone,TRUE,Poor Sleep,4.25
Male,Smartphone,TRUE,Poor Sleep,5.33
Male,TV,TRUE,Poor Sleep,4.36
Female,Tablet,TRUE,Poor Sleep,3.68
Female,Laptop,TRUE,Poor Sleep,4.91
Male,Smartphone,TRUE,Poor Sleep,4.6
Male,Smartphone,TRUE,Poor Sleep,4.59
Female,Smartphone,TRUE,Poor Sleep,4.22
Female,Smartphone,TRUE,Poor Sleep,4.35
Male,TV,TRUE,Poor Sleep,4.32
Male,Smartphone,TRUE,Poor Sleep,4.23
Female,TV,TRUE,Poor Sleep,5.72
Male,TV,TRUE,Poor Sleep,6.15
Male,TV,TRUE,Poor Sleep,4.86
Female,Tablet,TRUE,Poor Sleep,3.23
Female,Laptop,TRUE,Poor Sleep,4.71
Female,Smartphone,TRUE,Poor Sleep,4.59
Male,TV,TRUE,Poor Sleep,5.02
Female,Tablet,TRUE,Poor Sleep,3.88
Male,TV,TRUE,Poor Sleep,5.03
Male,Laptop,TRUE,Poor Sleep,4.03
Female,Smartphone,TRUE,Poor Sleep,5.31
Female,TV,TRUE,Poor Sleep,5.3
Male,Smartphone,TRUE,Poor Sleep,3.28
Male,Smartphone,TRUE,Poor Sleep,3.91
Female,Smartphone,TRUE,Poor Sleep,4.43
Male,TV,TRUE,Poor Sleep,4.63
Male,TV,TRUE,Poor Sleep,8.22
Male,Smartphone,TRUE,Poor Sleep,4.84
Male,Smartphone,TRUE,Poor Sleep,5.34
Female,TV,TRUE,Poor Sleep,3.78
Female,Smartphone,TRUE,Poor Sleep,4.98
Female,TV,TRUE,Poor Sleep,4.66
Male,Smartphone,TRUE,Poor Sleep,4.45
Female,Smartphone,TRUE,Poor Sleep,3.68
Female,TV,TRUE,Poor Sleep,4.53
Male,Smartphone,TRUE,Poor Sleep,5.66
Female,Smartphone,TRUE,Poor Sleep,4.55
Male,Smartphone,TRUE,Poor Sleep,6.6
Male,Smartphone,TRUE,Poor Sleep,4.86
Male,Smartphone,TRUE,Poor Sleep,5.12
Female,Smartphone,TRUE,Poor Sleep,4.51
Male,Smartphone,TRUE,Poor Sleep,4.11
Male,Tablet,TRUE,Poor Sleep,5.56
Female,Smartphone,TRUE,Poor Sleep,3.24
Female,Smartphone,TRUE,Poor Sleep,5.93
Male,Smartphone,TRUE,Poor Sleep,4.18
Female,Smartphone,TRUE,Poor Sleep,6.14
Male,TV,TRUE,Poor Sleep,5.16
Female,Laptop,TRUE,Poor Sleep,6.09
Female,Smartphone,TRUE,Poor Sleep,6.97
Female,TV,TRUE,Poor Sleep,4.76
Female,Laptop,TRUE,Poor Sleep,3.07
Male,TV,TRUE,Poor Sleep,4.59
Male,TV,TRUE,Poor Sleep,3.45
Male,Laptop,TRUE,Poor Sleep,4.6
Male,TV,TRUE,Poor Sleep,6.2
Male,Smartphone,TRUE,Poor Sleep,5.29
Female,Smartphone,TRUE,Poor Sleep,4.31
Female,Smartphone,TRUE,Poor Sleep,4.22
Male,Tablet,TRUE,Poor Sleep,3.44
Male,Smartphone,TRUE,Poor Sleep,4.78
Male,TV,TRUE,Poor Sleep,3.38
Male,Smartphone,TRUE,Poor Sleep,3.84
Female,Smartphone,TRUE,Poor Sleep,5.18
Male,TV,TRUE,Poor Sleep,3.34
Male,TV,TRUE,Poor Sleep,3.65
Male,TV,TRUE,Poor Sleep,7.1
Male,Smartphone,TRUE,Poor Sleep,6.86
Female,Smartphone,TRUE,Poor Sleep,4.21
Female,Smartphone,TRUE,Poor Sleep,6.07
Male,Smartphone,TRUE,Poor Sleep,3.44
Male,TV,TRUE,Poor Sleep,5.84
Female,Smartphone,TRUE,Poor Sleep,4.51
Male,Smartphone,TRUE,Poor Sleep,3.77
Male,TV,TRUE,Poor Sleep,3.33
Female,Laptop,TRUE,Poor Sleep,4.22
Male,Smartphone,TRUE,Poor Sleep,3.25
Female,Laptop,TRUE,Poor Sleep,4.53
Male,Laptop,TRUE,Poor Sleep,4.67
Female,Laptop,TRUE,Poor Sleep,4.14
Male,Smartphone,TRUE,Poor Sleep,4.66
Male,Laptop,TRUE,Poor Sleep,5.35
Male,Laptop,TRUE,Poor Sleep,7.06
Female,Laptop,TRUE,Poor Sleep,6.29
Female,Laptop,TRUE,Poor Sleep,5.04
Female,Laptop,TRUE,Poor Sleep,6.64
Male,Laptop,TRUE,Poor Sleep,4.29
Male,Smartphone,TRUE,Poor Sleep,4.15
Female,Smartphone,TRUE,Poor Sleep,3.56
Male,Tablet,TRUE,Poor Sleep,5.5
Male,Laptop,TRUE,Poor Sleep,3.89
Male,TV,TRUE,Poor Sleep,3.46
Male,TV,TRUE,Poor Sleep,4.41
Male,Smartphone,TRUE,Poor Sleep,3.91
Female,Smartphone,TRUE,Poor Sleep,5.58
Female,Laptop,TRUE,Poor Sleep,6.18
Female,TV,TRUE,Poor Sleep,3.58
Male,Smartphone,TRUE,Poor Sleep,3.98
Female,TV,TRUE,Poor Sleep,4.65
Male,Smartphone,TRUE,Poor Sleep,5.27
Male,Tablet,TRUE,Poor Sleep,4.5
Male,Tablet,TRUE,Poor Sleep,4.79
Male,Tablet,TRUE,Poor Sleep,5.11
Male,Smartphone,TRUE,Poor Sleep,5.53
Female,Laptop,TRUE,Poor Sleep,4.8
Male,Smartphone,TRUE,Poor Sleep,6.31
Male,Tablet,TRUE,Poor Sleep,3.81
Male,Laptop,TRUE,Poor Sleep,5.6
Female,Laptop,TRUE,Poor Sleep,6.44
Male,TV,TRUE,Poor Sleep,4.17
Female,Tablet,TRUE,Poor Sleep,8.3
Male,Smartphone,TRUE,Poor Sleep,7.25
Female,TV,TRUE,Poor Sleep,5.63
Female,Tablet,TRUE,Poor Sleep,4.93
Female,TV,TRUE,Poor Sleep,3.87
Male,Smartphone,TRUE,Poor Sleep,3.71
Male,TV,TRUE,Poor Sleep,4.01
Female,Smartphone,TRUE,Poor Sleep,5.2
Female,TV,TRUE,Poor Sleep,4.86
Female,Smartphone,TRUE,Poor Sleep,6.26
Female,Smartphone,TRUE,Poor Sleep,4.86
Male,Smartphone,TRUE,Poor Sleep,3.91
Female,TV,TRUE,Poor Sleep,3.88
Male,Laptop,TRUE,Poor Sleep,3.58
Female,Laptop,TRUE,Poor Sleep,3.26
Male,Laptop,TRUE,Poor Sleep,3.7
Female,TV,TRUE,Poor Sleep,6.64
Female,TV,TRUE,Poor Sleep,4.83
Male,Smartphone,TRUE,Poor Sleep,6.93
Male,Smartphone,TRUE,Poor Sleep,4.56
Female,Smartphone,TRUE,Poor Sleep,3.1
Male,TV,TRUE,Poor Sleep,4.2
Male,Smartphone,TRUE,Poor Sleep,4.14
Male,Smartphone,TRUE,Poor Sleep,4.64
Female,TV,TRUE,Poor Sleep,5.42
Male,Smartphone,TRUE,Poor Sleep,3.41
Female,Smartphone,TRUE,Poor Sleep,6.68
Male,Smartphone,TRUE,Poor Sleep,4.71
Male,Smartphone,TRUE,Poor Sleep,5.02
Male,Smartphone,TRUE,Poor Sleep,4.74
Male,Smartphone,TRUE,Poor Sleep,4.67
Female,Smartphone,TRUE,Poor Sleep,5.59
Male,Laptop,TRUE,Poor Sleep,3.74
Female,TV,TRUE,Poor Sleep,3.54
Male,Smartphone,TRUE,Poor Sleep,3.25
Male,TV,TRUE,Poor Sleep,3.92
Male,Smartphone,TRUE,Poor Sleep,5.25
Female,Tablet,TRUE,Poor Sleep,8.7
Male,Smartphone,TRUE,Poor Sleep,4.12
Male,TV,TRUE,Poor Sleep,3.52
Male,Smartphone,TRUE,Poor Sleep,3.28
Male,TV,TRUE,Poor Sleep,4.18
Male,Smartphone,TRUE,Poor Sleep,4.75
Male,TV,TRUE,Poor Sleep,3.86
Female,Smartphone,TRUE,Poor Sleep,4.09
Female,Tablet,TRUE,Poor Sleep,4.22
Male,Smartphone,TRUE,Poor Sleep,6.45
Male,Smartphone,TRUE,Poor Sleep,3.25
Male,TV,TRUE,Poor Sleep,5.76
Female,Smartphone,TRUE,Poor Sleep,3.3
Male,Smartphone,TRUE,Poor Sleep,4.18
Male,Smartphone,TRUE,Poor Sleep,3.92
Male,TV,TRUE,Poor Sleep,6.01
Male,Smartphone,TRUE,Poor Sleep,4.66
Female,TV,TRUE,Poor Sleep,5.12
Male,Smartphone,TRUE,Poor Sleep,5.28
Male,Smartphone,TRUE,Poor Sleep,3.58
Female,Smartphone,TRUE,Poor Sleep,3.59
Male,TV,TRUE,Poor Sleep,4.08
Male,Laptop,TRUE,Poor Sleep,4.85
Male,Smartphone,TRUE,Poor Sleep,6.68
Female,Smartphone,TRUE,Poor Sleep,4.16
Male,Tablet,TRUE,Poor Sleep,3.33
Female,TV,TRUE,Poor Sleep,4.78
Male,Smartphone,TRUE,Poor Sleep,3.97
Female,Smartphone,TRUE,Poor Sleep,7.21
Female,TV,TRUE,Poor Sleep,5.07
Female,Smartphone,TRUE,Poor Sleep,4.37
Female,Smartphone,TRUE,Poor Sleep,5.56
Male,Laptop,TRUE,Poor Sleep,5.02
Male,Tablet,TRUE,Poor Sleep,6.55
Male,TV,TRUE,Poor Sleep,3.39
Male,Smartphone,TRUE,Poor Sleep,5.73
Male,TV,TRUE,Poor Sleep,4.71
Male,TV,TRUE,Poor Sleep,6.48
Male,Tablet,TRUE,Poor Sleep,4.55
Male,Smartphone,TRUE,Poor Sleep,3.86
Male,Tablet,TRUE,Poor Sleep,3.83
Female,Smartphone,TRUE,Poor Sleep,5.15
Male,Tablet,TRUE,Poor Sleep,4.09
Male,Smartphone,TRUE,Poor Sleep,3.43
Male,Smartphone,TRUE,Poor Sleep,4.52
Male,Smartphone,TRUE,Poor Sleep,4.23
Male,Tablet,TRUE,Poor Sleep,5.01
Female,Smartphone,TRUE,Poor Sleep,4.24
Male,Smartphone,TRUE,Poor Sleep,4.76
Male,TV,TRUE,Poor Sleep,4.51
Male,Tablet,TRUE,Poor Sleep,5.0
Male,Smartphone,TRUE,Poor Sleep,8.48
Male,Laptop,TRUE,Poor Sleep,3.97
Male,Smartphone,TRUE,Poor Sleep,4.46
Female,TV,TRUE,Poor Sleep,7.16
Female,Laptop,TRUE,Poor Sleep,4.44
Female,Laptop,TRUE,Poor Sleep,3.34
Female,TV,TRUE,Poor Sleep,4.14
Female,TV,TRUE,Poor Sleep,4.64
Female,Smartphone,TRUE,Poor Sleep,5.76
Male,TV,TRUE,Poor Sleep,3.71
Male,Tablet,TRUE,Poor Sleep,5.66
Female,Smartphone,TRUE,Poor Sleep,5.44
Male,TV,TRUE,Poor Sleep,5.4
Female,Smartphone,TRUE,Poor Sleep,5.16
Male,TV,TRUE,Poor Sleep,3.63
Female,TV,TRUE,Poor Sleep,6.47
Female,Smartphone,TRUE,Poor Sleep,4.44
Female,Smartphone,TRUE,Poor Sleep,5.34
Female,Smartphone,TRUE,Poor Sleep,3.93
Male,Tablet,TRUE,Poor Sleep,4.04
Male,Tablet,TRUE,Poor Sleep,8.47
Male,TV,TRUE,Poor Sleep,3.09
Male,TV,TRUE,Poor Sleep,4.97
Male,Tablet,TRUE,Poor Sleep,4.74
Female,Smartphone,TRUE,Poor Sleep,3.54
Female,TV,TRUE,Poor Sleep,5.27
Female,Smartphone,TRUE,Poor Sleep,4.09
Female,Smartphone,TRUE,Poor Sleep,4.3
Female,Tablet,TRUE,Poor Sleep,5.25
Female,Smartphone,TRUE,Poor Sleep,6.01
Female,Smartphone,TRUE,Poor Sleep,5.91
Male,Smartphone,TRUE,Poor Sleep,5.75
Female,TV,TRUE,Poor Sleep,5.1
Female,Tablet,TRUE,Poor Sleep,6.17
Female,TV,TRUE,Poor Sleep,7.33
Male,Smartphone,TRUE,Poor Sleep,3.61
Female,Smartphone,TRUE,Poor Sleep,6.08
Male,Smartphone,TRUE,Poor Sleep,4.93
Male,Smartphone,TRUE,Poor Sleep,4.91
Male,Smartphone,TRUE,Poor Sleep,4.27
Female,TV,TRUE,Poor Sleep,4.56
Male,Smartphone,TRUE,Poor Sleep,4.24
Male,Smartphone,TRUE,Poor Sleep,3.79
Male,Laptop,TRUE,Poor Sleep,5.92
Female,Smartphone,TRUE,Poor Sleep,7.02
Male,TV,TRUE,Poor Sleep,4.59
Female,TV,TRUE,Poor Sleep,5.96
Female,TV,TRUE,Poor Sleep,4.53
Male,Smartphone,TRUE,Poor Sleep,5.92
Male,Smartphone,TRUE,Poor Sleep,5.69
Female,Smartphone,TRUE,Poor Sleep,4.85
Female,Smartphone,TRUE,Poor Sleep,5.57
Female,TV,TRUE,Poor Sleep,3.79
Female,Smartphone,TRUE,Poor Sleep,5.71
Female,Smartphone,TRUE,Poor Sleep,4.26
Male,Smartphone,TRUE,Poor Sleep,5.44
Male,Smartphone,TRUE,Poor Sleep,6.01
Male,TV,TRUE,Poor Sleep,3.22
Male,Smartphone,TRUE,Poor Sleep,5.39
Female,Laptop,TRUE,Poor Sleep,3.71
Male,TV,TRUE,Poor Sleep,9.94
Male,Smartphone,TRUE,Poor Sleep,6.89
Male,TV,TRUE,Poor Sleep,3.04
Male,TV,TRUE,Poor Sleep,4.66
Male,Smartphone,TRUE,Poor Sleep,5.2
Female,Smartphone,TRUE,Poor Sleep,6.18
Male,Laptop,TRUE,Poor Sleep,4.27
Female,TV,TRUE,Poor Sleep,4.36
Female,Laptop,TRUE,Poor Sleep,3.52
Male,Laptop,TRUE,Poor Sleep,3.25
Male,Smartphone,TRUE,Poor Sleep,3.58
Female,Smartphone,TRUE,Poor Sleep,3.73
Female,Smartphone,TRUE,Poor Sleep,9.33
Male,Smartphone,TRUE,Poor Sleep,4.15
Male,Smartphone,TRUE,Poor Sleep,6.98
Male,Laptop,TRUE,Poor Sleep,5.31
Male,Smartphone,TRUE,Poor Sleep,3.96
Female,Smartphone,TRUE,Poor Sleep,4.6
Male,Smartphone,TRUE,Poor Sleep,3.24
Male,Tablet,TRUE,Poor Sleep,4.69
Male,TV,TRUE,Poor Sleep,7.69
Female,Tablet,TRUE,Poor Sleep,3.08
Female,TV,TRUE,Poor Sleep,3.57
Male,TV,TRUE,Poor Sleep,4.03
Female,Smartphone,TRUE,Poor Sleep,6.47
Male,Laptop,TRUE,Poor Sleep,4.49
Female,Tablet,TRUE,Poor Sleep,6.18
Male,Smartphone,TRUE,Poor Sleep,5.56
Female,Smartphone,TRUE,Poor Sleep,3.69
Male,Smartphone,TRUE,Poor Sleep,6.72
Female,Tablet,TRUE,Poor Sleep,4.64
Female,Smartphone,TRUE,Poor Sleep,4.68
Female,Laptop,TRUE,Poor Sleep,5.88
Male,Laptop,TRUE,Poor Sleep,4.8
Female,Smartphone,TRUE,Poor Sleep,4.15
Male,Tablet,TRUE,Poor Sleep,4.41
Female,TV,TRUE,Poor Sleep,4.25
Male,Tablet,TRUE,Poor Sleep,4.32
Male,Smartphone,TRUE,Poor Sleep,6.29
Male,Smartphone,TRUE,Poor Sleep,6.12
Female,Smartphone,TRUE,Poor Sleep,3.43
Male,Tablet,TRUE,Poor Sleep,6.72
Male,Tablet,TRUE,Poor Sleep,6.71
Male,Smartphone,TRUE,Poor Sleep,4.37
Male,Laptop,TRUE,Poor Sleep,3.46
Male,Smartphone,TRUE,Poor Sleep,4.7
Female,Tablet,TRUE,Poor Sleep,5.49
Male,Smartphone,TRUE,Poor Sleep,5.58
Female,TV,TRUE,Poor Sleep,3.89
Male,TV,TRUE,Poor Sleep,5.82
Female,Smartphone,TRUE,Poor Sleep,3.21
Female,Smartphone,TRUE,Poor Sleep,6.54
Male,Smartphone,TRUE,Poor Sleep,5.15
Female,Smartphone,TRUE,Poor Sleep,3.29
Female,Laptop,TRUE,Poor Sleep,4.77
Male,Smartphone,TRUE,Poor Sleep,6.05
Male,TV,TRUE,Poor Sleep,3.85
Female,Smartphone,TRUE,Poor Sleep,4.47
Male,Smartphone,TRUE,Poor Sleep,4.69
Female,Smartphone,TRUE,Poor Sleep,5.38
Male,TV,TRUE,Poor Sleep,4.23
Male,Laptop,TRUE,Poor Sleep,3.57
Male,Smartphone,TRUE,Poor Sleep,3.6
Male,TV,TRUE,Poor Sleep,5.6
Female,Smartphone,TRUE,Poor Sleep,3.68
Female,Smartphone,TRUE,Poor Sleep,3.87
Female,Smartphone,TRUE,Poor Sleep,7.4
Male,TV,TRUE,Poor Sleep,5.39
Male,Smartphone,TRUE,Poor Sleep,4.86
Male,Laptop,TRUE,Poor Sleep,5.01
Female,TV,TRUE,Poor Sleep,3.73
Male,Smartphone,TRUE,Poor Sleep,4.22
Female,TV,TRUE,Poor Sleep,6.01
Male,Smartphone,TRUE,Poor Sleep,6.05
Female,TV,TRUE,Poor Sleep,5.84
Male,Smartphone,TRUE,Poor Sleep,4.04
Male,Smartphone,TRUE,Poor Sleep,4.54
Male,Smartphone,TRUE,Poor Sleep,4.41
Female,TV,TRUE,Poor Sleep,5.92
Female,Smartphone,TRUE,Poor Sleep,3.2
Female,Tablet,TRUE,Poor Sleep,5.19
Female,Laptop,TRUE,Poor Sleep,4.55
Male,Laptop,TRUE,Poor Sleep,3.98
Male,Laptop,TRUE,Poor Sleep,3.54
Male,Tablet,TRUE,Poor Sleep,3.99
Female,Smartphone,TRUE,Poor Sleep,6.27
Male,Tablet,TRUE,Poor Sleep,3.49
Female,TV,TRUE,Poor Sleep,3.8
Male,TV,TRUE,Poor Sleep,4.46
Female,Laptop,TRUE,Poor Sleep,3.99
Male,Smartphone,TRUE,Poor Sleep,4.72
Female,Smartphone,TRUE,Poor Sleep,5.66
Female,Smartphone,TRUE,Poor Sleep,4.41
Female,Smartphone,TRUE,Poor Sleep,5.17
Male,TV,TRUE,Poor Sleep,6.08
Female,Smartphone,TRUE,Poor Sleep,9.05
Male,TV,TRUE,Poor Sleep,4.09
Female,Smartphone,TRUE,Poor Sleep,5.33
Female,TV,TRUE,Poor Sleep,5.27
Female,Smartphone,TRUE,Poor Sleep,7.01
Female,Smartphone,TRUE,Poor Sleep,5.29
Male,Smartphone,TRUE,Poor Sleep,5.83
Male,TV,TRUE,Poor Sleep,8.19
Female,Tablet,TRUE,Poor Sleep,4.3
Female,TV,TRUE,Poor Sleep,4.92
Female,TV,TRUE,Poor Sleep,5.84
Male,TV,TRUE,Poor Sleep,4.74
Female,Tablet,TRUE,Poor Sleep,4.75
Female,Smartphone,TRUE,Poor Sleep,5.33
Male,Smartphone,TRUE,Poor Sleep,3.43
Male,TV,TRUE,Poor Sleep,3.94
Female,Smartphone,TRUE,Poor Sleep,4.83
Female,Smartphone,TRUE,Poor Sleep,3.71
Male,Smartphone,TRUE,Poor Sleep,7.52
Female,TV,TRUE,Poor Sleep,5.56
Female,TV,TRUE,Poor Sleep,3.89
Female,Smartphone,TRUE,Poor Sleep,4.53
Male,TV,TRUE,Poor Sleep,3.35
Male,Tablet,TRUE,Poor Sleep,7.26
Male,Smartphone,TRUE,Poor Sleep,8.53
Female,Tablet,TRUE,Poor Sleep,4.15
Female,Laptop,TRUE,Poor Sleep,4.3
Female,TV,TRUE,Poor Sleep,6.24
Female,Laptop,TRUE,Poor Sleep,3.79
Female,Smartphone,TRUE,Poor Sleep,5.3
Male,Smartphone,TRUE,Poor Sleep,4.12
Male,Smartphone,TRUE,Poor Sleep,3.17
Female,Laptop,TRUE,Poor Sleep,3.75
Female,TV,TRUE,Poor Sleep,4.7
Male,TV,TRUE,Poor Sleep,4.33
Female,TV,TRUE,Poor Sleep,7.37
Female,Tablet,TRUE,Poor Sleep,4.05
Male,Smartphone,TRUE,Poor Sleep,7.52
Male,TV,TRUE,Poor Sleep,4.05
Male,Smartphone,TRUE,Poor Sleep,3.71
Female,Smartphone,TRUE,Poor Sleep,6.1
Female,Smartphone,TRUE,Poor Sleep,5.37
Male,Smartphone,TRUE,Poor Sleep,5.25
Male,Smartphone,TRUE,Poor Sleep,5.6
Female,Tablet,TRUE,Poor Sleep,6.27
Male,Smartphone,TRUE,Poor Sleep,3.79
Male,Smartphone,TRUE,Poor Sleep,5.88
Male,TV,TRUE,Poor Sleep,5.27
Female,Smartphone,TRUE,Poor Sleep,3.62
Female,Tablet,TRUE,Poor Sleep,3.26
Male,Tablet,TRUE,Poor Sleep,4.64
Male,Smartphone,TRUE,Poor Sleep,4.09
Male,Smartphone,TRUE,Poor Sleep,4.7
Female,TV,TRUE,Poor Sleep,6.15
Male,Smartphone,TRUE,Poor Sleep,4.36
Female,Smartphone,TRUE,Poor Sleep,8.01
Female,TV,TRUE,Poor Sleep,4.5
Male,Smartphone,TRUE,Poor Sleep,4.89
Female,TV,TRUE,Poor Sleep,4.76
Male,Smartphone,TRUE,Poor Sleep,4.31
Female,Smartphone,TRUE,Poor Sleep,4.44
Male,Smartphone,TRUE,Poor Sleep,4.94
Male,Smartphone,TRUE,Poor Sleep,8.44
Male,TV,TRUE,Poor Sleep,7.35
Male,Smartphone,TRUE,Poor Sleep,5.51
Male,Tablet,TRUE,Poor Sleep,6.11
Female,Smartphone,TRUE,Poor Sleep,5.6
Male,TV,TRUE,Poor Sleep,4.94
Male,Tablet,TRUE,Poor Sleep,3.67
Female,TV,TRUE,Poor Sleep,5.75
Male,Tablet,TRUE,Poor Sleep,6.12
Male,TV,TRUE,Poor Sleep,6.87
Female,Smartphone,TRUE,Poor Sleep,4.54
Male,Smartphone,TRUE,Poor Sleep,3.54
Female,TV,TRUE,Poor Sleep,4.38
Female,TV,TRUE,Poor Sleep,6.63
Female,Laptop,TRUE,Poor Sleep,5.13
Female,TV,TRUE,Poor Sleep,4.51
Female,Smartphone,TRUE,Poor Sleep,4.79
Male,Laptop,TRUE,Poor Sleep,3.17
Male,Smartphone,TRUE,Poor Sleep,4.23
Male,Smartphone,TRUE,Poor Sleep,5.02
Female,TV,TRUE,Poor Sleep,5.94
Female,TV,TRUE,Poor Sleep,6.07
Male,Smartphone,TRUE,Poor Sleep,3.53
Female,Smartphone,TRUE,Poor Sleep,6.9
Male,TV,TRUE,Poor Sleep,4.05
Female,TV,TRUE,Poor Sleep,7.44
Female,TV,TRUE,Poor Sleep,4.44
Female,Tablet,TRUE,Poor Sleep,3.4
Male,Smartphone,TRUE,Poor Sleep,5.45
Male,TV,TRUE,Poor Sleep,6.3
Male,Smartphone,TRUE,Poor Sleep,4.16
Male,Smartphone,TRUE,Poor Sleep,3.71
Male,Tablet,TRUE,Poor Sleep,4.69
Female,Tablet,TRUE,Poor Sleep,3.36
Female,Smartphone,TRUE,Poor Sleep,5.95
Male,TV,TRUE,Poor Sleep,3.93
Female,Tablet,TRUE,Poor Sleep,5.75
Male,Laptop,TRUE,Poor Sleep,4.05
Female,Smartphone,TRUE,Poor Sleep,6.01
Female,Tablet,TRUE,Poor Sleep,3.01
Male,TV,TRUE,Poor Sleep,3.86
Male,Tablet,TRUE,Poor Sleep,4.4
Female,Smartphone,TRUE,Poor Sleep,6.52
Female,Smartphone,TRUE,Poor Sleep,4.92
Female,Laptop,TRUE,Poor Sleep,5.43
Female,Smartphone,TRUE,Poor Sleep,4.43
Female,Laptop,TRUE,Poor Sleep,5.77
Male,Smartphone,TRUE,Poor Sleep,4.73
Female,TV,TRUE,Poor Sleep,3.88
Male,Smartphone,TRUE,Poor Sleep,4.48
Female,TV,TRUE,Poor Sleep,5.54
Female,Smartphone,TRUE,Poor Sleep,9.71
Male,TV,TRUE,Poor Sleep,4.52
Female,Smartphone,TRUE,Poor Sleep,4.79
Female,Tablet,TRUE,Poor Sleep,3.56
Male,Tablet,TRUE,Poor Sleep,10.49
Male,Laptop,TRUE,Poor Sleep,4.91
Male,Smartphone,TRUE,Poor Sleep,4.76
Male,Smartphone,TRUE,Poor Sleep,5.34
Female,Laptop,TRUE,Poor Sleep,4.32
Male,TV,TRUE,Poor Sleep,5.98
Male,Smartphone,TRUE,Poor Sleep,3.48
Female,Smartphone,TRUE,Poor Sleep,7.45
Female,Smartphone,TRUE,Poor Sleep,7.53
Female,TV,TRUE,Poor Sleep,5.54
Male,Smartphone,TRUE,Poor Sleep,6.0
Female,Smartphone,TRUE,Poor Sleep,4.9
Male,Smartphone,TRUE,Poor Sleep,3.99
Female,Tablet,TRUE,Poor Sleep,7.25
Female,Smartphone,TRUE,Poor Sleep,4.29
Male,Tablet,TRUE,Poor Sleep,5.34
Female,Laptop,TRUE,Poor Sleep,3.04
Male,Tablet,TRUE,Poor Sleep,7.38
Male,Smartphone,TRUE,Poor Sleep,4.98
Female,Smartphone,TRUE,Poor Sleep,3.2
Female,Tablet,TRUE,Poor Sleep,5.06
Male,TV,TRUE,Poor Sleep,3.58
Female,TV,TRUE,Poor Sleep,6.41
Male,TV,TRUE,Poor Sleep,5.7
Male,TV,TRUE,Poor Sleep,4.0
Male,Smartphone,TRUE,Poor Sleep,5.77
Female,TV,TRUE,Poor Sleep,5.01
Male,Smartphone,TRUE,Poor Sleep,4.64
Male,Laptop,TRUE,Poor Sleep,4.56
Male,Laptop,TRUE,Poor Sleep,4.04
Female,Tablet,TRUE,Poor Sleep,6.62
Male,Smartphone,TRUE,Poor Sleep,4.92
Male,Tablet,TRUE,Poor Sleep,4.2
Male,TV,TRUE,Poor Sleep,6.55
